Topic,Characteristic,Note,Total
Household characteristics,  One-maintainer household,,25595
Household characteristics,  Two-maintainer household,,24815
Household characteristics,  Three-or-more-maintainer household,,1540
Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,60,51950
Household characteristics,  15 to 24 years,,370
Household characteristics,  25 to 34 years,,5130
Household characteristics,  35 to 44 years,,8170
Household characteristics,  45 to 54 years,,9115
Household characteristics,  55 to 64 years,,10620
Household characteristics,  65 to 74 years,,8980
Household characteristics,  75 to 84 years,,6790
Household characteristics,  85 years and over,,2775
Household characteristics,"Total - Owner and tenant households with household total income greater than zero, in non-farm, non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",61,51805
Household characteristics,  Spending less than 30% of income on shelter costs,,39105
Household characteristics,  Spending 30% or more of income on shelter costs,,12700
Household characteristics,    30% to less than 100%,,11405
Household characteristics,Total - Occupied private dwellings by housing indicators - 25% sample data,62,51950
Household characteristics,  Total - Households 'spending 30% or more of income on shelter costs' or 'not suitable' or 'major repairs needed',,15765
Household characteristics,    Spending 30% or more of income on shelter costs only,,11480
Household characteristics,    Not suitable only,,1375
Household characteristics,    Major repairs needed only,,1535
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'not suitable',,405
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'major repairs needed',,800
Household characteristics,    'Not suitable' and 'major repairs needed',,155
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'not suitable' and 'major repairs needed',,15
Household characteristics,  Acceptable housing,,36180
Household characteristics,"Total - Owner and tenant households with household total income greater than zero and shelter-cost-to-income ratio less than 100%, in non-farm, non-reserve private dwellings - 25% sample data",63,50515
Household characteristics,  In core need,,4725
Household characteristics,  Not in core need,,45785
Household characteristics,"Total - Owner households in non-farm, non-reserve private dwellings - 25% sample data",,36090
Household characteristics,  % of owner households with a mortgage,64,55.7
Household characteristics,  % of owner households spending 30% or more of its income on shelter costs,61,15.5
Household characteristics,  % in core housing need,63,4.3
Household characteristics,  Median monthly shelter costs for owned dwellings ($),65,1550
Household characteristics,  Average monthly shelter costs for owned dwellings ($),65,1818
Household characteristics,  Median value of dwellings ($),66,900000
Household characteristics,  Average value of dwellings ($),66,1002000
Household characteristics,"Total - Tenant households in non-farm, non-reserve private dwellings - 25% sample data",,15860
Household characteristics,  % of tenant households in subsidized housing,67,11.2
Household characteristics,  % of tenant households spending 30% or more of its income on shelter costs,61,45
Household characteristics,  % in core housing need,63,21.2
Household characteristics,  Median monthly shelter costs for rented dwellings ($),65,1620
Household characteristics,  Average monthly shelter costs for rented dwellings ($),65,1650
Household characteristics,"Total - Households living in a dwelling provided by the local government, First Nation or Indian band in non-farm private dwellings - 25% sample data",,0
Household characteristics,"  % of households living in a dwelling provided by the local government, First Nation or Indian band spending more than 30% on shelter costs",61,
Household characteristics,"  Median monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",65,
Household characteristics,"  Average monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",65,
Indigenous ancestry,Total - Indigenous ancestry for the population in private households - 25% sample data,68,123615
Indigenous ancestry,  Indigenous ancestry (only),69,415
Indigenous ancestry,    Single Indigenous ancestry (only),70,415
Indigenous ancestry,      First Nations (North American Indian) single ancestry,,345
Indigenous ancestry,      Métis single ancestry,,75
Indigenous ancestry,      Inuit single ancestry,,0
Indigenous ancestry,    Multiple Indigenous ancestries (only),71,0
Indigenous ancestry,      First Nations (North American Indian) and Métis ancestry only,,0
Indigenous ancestry,      First Nations (North American Indian) and Inuit ancestry only,,0
Indigenous ancestry,      Métis and Inuit ancestry only,,0
Indigenous ancestry,      First Nations (North American Indian) and Métis and Inuit ancestry only,,0
Indigenous ancestry,  Indigenous and non-Indigenous ancestries,72,2065
Indigenous ancestry,    Single Indigenous and non-Indigenous ancestries,73,2025
Indigenous ancestry,      First Nations (North American Indian) and non-Indigenous ancestry only,,1450
Indigenous ancestry,      Métis and non-Indigenous ancestry only,,545
Indigenous ancestry,      Inuit and non-Indigenous ancestry only,,30
Indigenous ancestry,    Multiple Indigenous and non-Indigenous ancestries,74,40
Indigenous ancestry,      First Nations (North American Indian) and Métis and non-Indigenous ancestry only,,30
Indigenous ancestry,      First Nations (North American Indian) and Inuit and non-Indigenous ancestry only,,10
Indigenous ancestry,      Métis and Inuit and non-Indigenous ancestry only,,0
Indigenous ancestry,      First Nations (North American Indian) and Métis and Inuit and non-Indigenous ancestry only,,0
Indigenous ancestry,  Non-Indigenous ancestry only,75,121125
Citizenship,Total - Citizenship for the population in private households - 25% sample data,76,123610
Citizenship,  Canadian citizens,77,116200
Citizenship,    Canadian citizens aged under 18,,21240
Citizenship,    Canadian citizens aged 18 and over,,94960
Citizenship,  Not Canadian citizens,78,7415
Immigrant status and period of immigration,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,79,123610
Immigrant status and period of immigration,  Non-immigrants,80,93335
Immigrant status and period of immigration,  Immigrants,81,29180
Immigrant status and period of immigration,    Before 1980,,10235
Immigrant status and period of immigration,    1980 to 1990,,3505
Immigrant status and period of immigration,    1991 to 2000,,4130
Immigrant status and period of immigration,    2001 to 2010,,5080
Immigrant status and period of immigration,    2011 to 2021,82,6225
Immigrant status and period of immigration,      2011 to 2015,,2675
Immigrant status and period of immigration,      2016 to 2021,,3555
Immigrant status and period of immigration,  Non-permanent residents,83,1100
Age at immigration,Total - Age at immigration for the immigrant population in private households - 25% sample data,84,29180
Age at immigration,  Under 5 years,,3300
Age at immigration,  5 to 14 years,,5765
Age at immigration,  15 to 24 years,,5655
Age at immigration,  25 to 44 years,,12175
Age at immigration,  45 years and over,,2285
Selected places of birth for the immigrant population,Total - Place of birth for the immigrant population in private households - 25% sample data,85,29180
Selected places of birth for the immigrant population,  Americas,,4290
Selected places of birth for the immigrant population,    Brazil,,185
Selected places of birth for the immigrant population,    Colombia,,520
Selected places of birth for the immigrant population,    El Salvador,,55
Selected places of birth for the immigrant population,    Guyana,,200
Selected places of birth for the immigrant population,    Haiti,,10
Selected places of birth for the immigrant population,    Jamaica,,510
Selected places of birth for the immigrant population,    Mexico,,250
Selected places of birth for the immigrant population,    Peru,,190
Selected places of birth for the immigrant population,    Trinidad and Tobago,,335
Selected places of birth for the immigrant population,    United States of America,,1120
Selected places of birth for the immigrant population,    Other places of birth in Americas,,915
Selected places of birth for the immigrant population,  Europe,,14040
Selected places of birth for the immigrant population,    Bosnia and Herzegovina,,260
Selected places of birth for the immigrant population,    Croatia,,445
Selected places of birth for the immigrant population,    France,,140
Selected places of birth for the immigrant population,    Germany,,790
Selected places of birth for the immigrant population,    Greece,,190
Selected places of birth for the immigrant population,    Hungary,,240
Selected places of birth for the immigrant population,    Italy,,675
Selected places of birth for the immigrant population,    Netherlands,,600
Selected places of birth for the immigrant population,    Poland,,1255
Selected places of birth for the immigrant population,    Portugal,,540
Selected places of birth for the immigrant population,    Romania,,400
Selected places of birth for the immigrant population,    Russian Federation,,315
Selected places of birth for the immigrant population,    Serbia,86,280
Selected places of birth for the immigrant population,    Ukraine,,240
Selected places of birth for the immigrant population,    United Kingdom,87,5955
Selected places of birth for the immigrant population,    Other places of birth in Europe,,1715
Selected places of birth for the immigrant population,  Africa,,1890
Selected places of birth for the immigrant population,    Algeria,,30
Selected places of birth for the immigrant population,"    Congo, Democratic Republic of the",,20
Selected places of birth for the immigrant population,    Egypt,,430
Selected places of birth for the immigrant population,    Eritrea,,0
Selected places of birth for the immigrant population,    Ethiopia,,30
Selected places of birth for the immigrant population,    Morocco,,45
Selected places of birth for the immigrant population,    Nigeria,,205
Selected places of birth for the immigrant population,    Somalia,,25
Selected places of birth for the immigrant population,"    South Africa, Republic of",,475
Selected places of birth for the immigrant population,    Other places of birth in Africa,,625
Selected places of birth for the immigrant population,  Asia,,8815
Selected places of birth for the immigrant population,    Afghanistan,,220
Selected places of birth for the immigrant population,    Iran,88,480
Selected places of birth for the immigrant population,    Iraq,,375
Selected places of birth for the immigrant population,    Lebanon,,200
Selected places of birth for the immigrant population,    Syria,89,230
Selected places of birth for the immigrant population,    Turkey,,135
Selected places of birth for the immigrant population,    China,90,890
Selected places of birth for the immigrant population,    Hong Kong,91,155
Selected places of birth for the immigrant population,"    Korea, South",92,430
Selected places of birth for the immigrant population,    Taiwan,,115
Selected places of birth for the immigrant population,    Philippines,,1460
Selected places of birth for the immigrant population,    Viet Nam,,255
Selected places of birth for the immigrant population,    Bangladesh,,95
Selected places of birth for the immigrant population,    India,,1910
Selected places of birth for the immigrant population,    Pakistan,,515
Selected places of birth for the immigrant population,    Sri Lanka,,190
Selected places of birth for the immigrant population,    Other places of birth in Asia,,1170
Selected places of birth for the immigrant population,  Oceania and other places of birth,93,145
Selected places of birth for the recent immigrant population ,Total - Place of birth for the recent immigrant population in private households - 25% sample data,94,3555
Selected places of birth for the recent immigrant population ,  Americas,,460
Selected places of birth for the recent immigrant population ,    Brazil,,65
Selected places of birth for the recent immigrant population ,    Colombia,,40
Selected places of birth for the recent immigrant population ,    Haiti,,0
Selected places of birth for the recent immigrant population ,    Jamaica,,35
Selected places of birth for the recent immigrant population ,    Mexico,,75
Selected places of birth for the recent immigrant population ,    United States of America,,135
Selected places of birth for the recent immigrant population ,    Venezuela,95,45
Selected places of birth for the recent immigrant population ,    Other places of birth in Americas,,60
Selected places of birth for the recent immigrant population ,  Europe,,525
Selected places of birth for the recent immigrant population ,    France,,25
Selected places of birth for the recent immigrant population ,    Germany,,20
Selected places of birth for the recent immigrant population ,    Ireland,96,0
Selected places of birth for the recent immigrant population ,    Italy,,0
Selected places of birth for the recent immigrant population ,    Russian Federation,,50
Selected places of birth for the recent immigrant population ,    Ukraine,,40
Selected places of birth for the recent immigrant population ,    United Kingdom,87,165
Selected places of birth for the recent immigrant population ,    Other places of birth in Europe,,215
Selected places of birth for the recent immigrant population ,  Africa,,395
Selected places of birth for the recent immigrant population ,    Algeria,,0
Selected places of birth for the recent immigrant population ,    Burundi,,0
Selected places of birth for the recent immigrant population ,    Cameroon,,0
Selected places of birth for the recent immigrant population ,"    Congo, Democratic Republic of the",,0
Selected places of birth for the recent immigrant population ,    Côte d'Ivoire,,0
Selected places of birth for the recent immigrant population ,    Egypt,,110
Selected places of birth for the recent immigrant population ,    Eritrea,,0
Selected places of birth for the recent immigrant population ,    Ethiopia,,15
Selected places of birth for the recent immigrant population ,    Morocco,,0
Selected places of birth for the recent immigrant population ,    Nigeria,,110
Selected places of birth for the recent immigrant population ,    Somalia,,0
Selected places of birth for the recent immigrant population ,"    South Africa, Republic of",,30
Selected places of birth for the recent immigrant population ,    Sudan,97,0
Selected places of birth for the recent immigrant population ,    Tunisia,,0
Selected places of birth for the recent immigrant population ,    Other places of birth in Africa,,100
Selected places of birth for the recent immigrant population ,  Asia,,2160
Selected places of birth for the recent immigrant population ,    Afghanistan,,85
Selected places of birth for the recent immigrant population ,    Bangladesh,,25
Selected places of birth for the recent immigrant population ,    China,90,145
Selected places of birth for the recent immigrant population ,    Hong Kong,91,0
Selected places of birth for the recent immigrant population ,    India,,800
Selected places of birth for the recent immigrant population ,    Iran,88,60
Selected places of birth for the recent immigrant population ,    Iraq,,55
Selected places of birth for the recent immigrant population ,    Israel,,15
Selected places of birth for the recent immigrant population ,    Japan,,0
Selected places of birth for the recent immigrant population ,    Jordan,,20
Selected places of birth for the recent immigrant population ,"    Korea, South",92,75
Selected places of birth for the recent immigrant population ,    Lebanon,,50
Selected places of birth for the recent immigrant population ,    Nepal,,0
Selected places of birth for the recent immigrant population ,    Pakistan,,95
Selected places of birth for the recent immigrant population ,    Philippines,,325
Selected places of birth for the recent immigrant population ,    Saudi Arabia,,15
Selected places of birth for the recent immigrant population ,    Sri Lanka,,40
Selected places of birth for the recent immigrant population ,    Syria,89,150
Selected places of birth for the recent immigrant population ,    Turkey,,40
Selected places of birth for the recent immigrant population ,    United Arab Emirates,,35
Selected places of birth for the recent immigrant population ,    Viet Nam,,20
Selected places of birth for the recent immigrant population ,    Other places of birth in Asia,,110
Selected places of birth for the recent immigrant population ,  Oceania and other,93,10
Selected places of birth for the recent immigrant population ,    Australia,,10
Selected places of birth for the recent immigrant population ,    Other places of birth,98,0
Generation status,Total - Generation status for the population in private households - 25% sample data,99,123610
Generation status,  First generation,100,31570
Generation status,  Second generation,101,30335
Generation status,  Third generation or more,102,61705
Admission category and applicant type,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,103,18945
Admission category and applicant type,  Economic immigrants,104,10650
Admission category and applicant type,    Principal applicants,105,4170
Admission category and applicant type,    Secondary applicants,106,6475
Admission category and applicant type,  Immigrants sponsored by family,107,5095
Admission category and applicant type,  Refugees,108,3050
Admission category and applicant type,  Other immigrants,109,155
Pre-admission experience,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,110,18945
Pre-admission experience,  Asylum claim before admission,111,1210
Pre-admission experience,  Work permits only before admission,112,2000
Pre-admission experience,  Study permits only before admission,113,590
Pre-admission experience,  Work and study permits before admission,114,1035
Pre-admission experience,  Other permits before admission,115,120
Pre-admission experience,  No pre-admission experience,116,13990
Visible minority,Total - Visible minority for the population in private households - 25% sample data,117,123610
Visible minority,  Total visible minority population,118,20555
Visible minority,    South Asian,,5020
Visible minority,    Chinese,,2045
Visible minority,    Black,,3190
Visible minority,    Filipino,,1940
Visible minority,    Arab,,2025
Visible minority,    Latin American,,1940
Visible minority,    Southeast Asian,,800
Visible minority,    West Asian,,930
Visible minority,    Korean,,725
Visible minority,    Japanese,,365
Visible minority,"    Visible minority, n.i.e.",119,450
Visible minority,    Multiple visible minorities,,1125
Visible minority,  Not a visible minority,120,103055
Ethnic or cultural origin,Total - Ethnic or cultural origin for the population in private households - 25% sample data,121,123610
Ethnic or cultural origin,  Canadian,,15835
Ethnic or cultural origin,  English,,31775
Ethnic or cultural origin,  Irish,,24235
Ethnic or cultural origin,  Scottish,,25320
Ethnic or cultural origin,"  French, n.o.s.",122,8745
Ethnic or cultural origin,  German,,11515
Ethnic or cultural origin,  Chinese,,2415
Ethnic or cultural origin,  Italian,,9655
Ethnic or cultural origin,  Indian (India),,3255
Ethnic or cultural origin,  Ukrainian,,5120
Ethnic or cultural origin,  Dutch,,5890
Ethnic or cultural origin,  Polish,,6885
Ethnic or cultural origin,  Québécois,,175
Ethnic or cultural origin,"  British Isles, n.o.s.",123,7980
Ethnic or cultural origin,  Filipino,,2035
Ethnic or cultural origin,  French Canadian,,1810
Ethnic or cultural origin,"  Caucasian (White), n.o.s.",124,1780
Ethnic or cultural origin,"  First Nations (North American Indian), n.o.s.",125,830
Ethnic or cultural origin,  Métis,,650
Ethnic or cultural origin,"  European, n.o.s.",126,1655
Ethnic or cultural origin,  Russian,,1565
Ethnic or cultural origin,  Norwegian,,750
Ethnic or cultural origin,  Welsh,,2730
Ethnic or cultural origin,  Portuguese,,2395
Ethnic or cultural origin,  American,,1815
Ethnic or cultural origin,  Spanish,,1645
Ethnic or cultural origin,  Swedish,,755
Ethnic or cultural origin,  Hungarian,,2135
Ethnic or cultural origin,  Acadian,,420
Ethnic or cultural origin,  Pakistani,,740
Ethnic or cultural origin,"  African, n.o.s.",127,660
Ethnic or cultural origin,  Jewish,,725
Ethnic or cultural origin,  Punjabi,,355
Ethnic or cultural origin,  Vietnamese,,570
Ethnic or cultural origin,"  Arab, n.o.s.",128,940
Ethnic or cultural origin,  Greek,,1065
Ethnic or cultural origin,  Jamaican,,1030
Ethnic or cultural origin,"  Asian, n.o.s.",129,400
Ethnic or cultural origin,"  Cree, n.o.s.",130,110
Ethnic or cultural origin,  Korean,,690
Ethnic or cultural origin,  Romanian,,890
Ethnic or cultural origin,  Lebanese,,480
Ethnic or cultural origin,  Iranian,,525
Ethnic or cultural origin,"  Christian, n.i.e.",131,380
Ethnic or cultural origin,  Danish,,705
Ethnic or cultural origin,"  North American Indigenous, n.o.s.",132,260
Ethnic or cultural origin,  Sikh,,180
Ethnic or cultural origin,  Austrian,,1040
Ethnic or cultural origin,  Belgian,,575
Ethnic or cultural origin,  Haitian,,10
Ethnic or cultural origin,  Hindu,,485
Ethnic or cultural origin,  Mexican,,430
Ethnic or cultural origin,  Mennonite,,130
Ethnic or cultural origin,  Swiss,,515
Ethnic or cultural origin,  Finnish,,595
Ethnic or cultural origin,  Sri Lankan,,145
Ethnic or cultural origin,  Croatian,,1500
Ethnic or cultural origin,  Japanese,,505
Ethnic or cultural origin,"  South Asian, n.o.s.",133,240
Ethnic or cultural origin,"  Mi'kmaq, n.o.s.",134,155
Ethnic or cultural origin,"  Northern European, n.o.s.",135,440
Ethnic or cultural origin,  Muslim,,280
Ethnic or cultural origin,  Egyptian,,645
Ethnic or cultural origin,"  Latin, Central or South American, n.o.s.",136,370
Ethnic or cultural origin,  Tamil,,105
Ethnic or cultural origin,  Icelandic,,215
Ethnic or cultural origin,  Colombian,,635
Ethnic or cultural origin,  Moroccan,,15
Ethnic or cultural origin,  Czech,,665
Ethnic or cultural origin,  Syrian,,295
Ethnic or cultural origin,  Guyanese,,410
Ethnic or cultural origin,  Afghan,,350
Ethnic or cultural origin,"  Black, n.o.s.",137,240
Ethnic or cultural origin,  Serbian,,935
Ethnic or cultural origin,  Ojibway,,125
Ethnic or cultural origin,  Newfoundlander,,185
Ethnic or cultural origin,  Hong Konger,,70
Ethnic or cultural origin,  Ontarian,,425
Ethnic or cultural origin,  Persian,,290
Ethnic or cultural origin,  Trinidadian/Tobagonian,,470
Ethnic or cultural origin,  Turkish,,320
Ethnic or cultural origin,"  Inuit, n.o.s.",138,40
Ethnic or cultural origin,  Bangladeshi,,90
Ethnic or cultural origin,  Algerian,,70
Ethnic or cultural origin,  Brazilian,,250
Ethnic or cultural origin,  Nigerian,,195
Ethnic or cultural origin,  Armenian,,220
Ethnic or cultural origin,  Slovak,,605
Ethnic or cultural origin,"  Eastern European, n.o.s.",139,345
Ethnic or cultural origin,  Somali,,55
Ethnic or cultural origin,  Taiwanese,,95
Ethnic or cultural origin,  Iraqi,,235
Ethnic or cultural origin,  Salvadorean,,110
Ethnic or cultural origin,  African Caribbean,,215
Ethnic or cultural origin,"  East or Southeast Asian, n.o.s.",140,40
Ethnic or cultural origin,"  West or Central Asian or Middle Eastern, n.o.s.",141,240
Ethnic or cultural origin,"  Caribbean, n.o.s.",142,215
Ethnic or cultural origin,  Algonquin,,40
Ethnic or cultural origin,"  West Indian, n.o.s.",143,240
Ethnic or cultural origin,  Lithuanian,,425
Ethnic or cultural origin,  South African,,350
Ethnic or cultural origin,  Australian,,220
Ethnic or cultural origin,  Palestinian,,200
Ethnic or cultural origin,  Chilean,,125
Ethnic or cultural origin,  Congolese,,25
Ethnic or cultural origin,  Nova Scotian,,160
Ethnic or cultural origin,  Ethiopian,,15
Ethnic or cultural origin,"  Hispanic, n.o.s.",144,190
Ethnic or cultural origin,  Peruvian,,240
Ethnic or cultural origin,  Yoruba,,160
Ethnic or cultural origin,  Cambodian (Khmer),,45
Ethnic or cultural origin,  Berber,,0
Ethnic or cultural origin,  Albanian,,105
Ethnic or cultural origin,  Maltese,,380
Ethnic or cultural origin,  Macedonian,,375
Ethnic or cultural origin,  Slovenian,,380
Ethnic or cultural origin,"  Western European, n.o.s.",145,155
Ethnic or cultural origin,  New Brunswicker,,95
Ethnic or cultural origin,  Gujarati,,105
Ethnic or cultural origin,  Eritrean,,0
Ethnic or cultural origin,  African Canadian,,85
Ethnic or cultural origin,  Israeli,,80
Ethnic or cultural origin,  Mohawk,,115
Ethnic or cultural origin,"  Czechoslovakian, n.o.s.",146,215
Ethnic or cultural origin,  Bulgarian,,200
Ethnic or cultural origin,  Albertan,,25
Ethnic or cultural origin,  Ghanaian,,130
Ethnic or cultural origin,  Barbadian,,210
Ethnic or cultural origin,  African American,,65
Ethnic or cultural origin,"  Yugoslavian, n.o.s.",147,225
Ethnic or cultural origin,  Tunisian,,15
Ethnic or cultural origin,"  Slavic, n.o.s.",148,150
Ethnic or cultural origin,  Cuban,,125
Ethnic or cultural origin,  Bosnian,,235
Ethnic or cultural origin,  Venezuelan,,135
Ethnic or cultural origin,"  Innu/Montagnais, n.o.s.",149,0
Ethnic or cultural origin,  Latvian,,230
Ethnic or cultural origin,  Bengali,,65
Ethnic or cultural origin,  Cameroonian,,30
Ethnic or cultural origin,  Guatemalan,,65
Ethnic or cultural origin,  Indonesian,,125
Ethnic or cultural origin,  Laotian,,75
Ethnic or cultural origin,  Ilocano,,30
Ethnic or cultural origin,  Northern Irish,,260
Ethnic or cultural origin,"  Celtic, n.o.s.",150,120
Ethnic or cultural origin,  British Columbian,,20
Ethnic or cultural origin,  Ecuadorian,,45
Ethnic or cultural origin,  Franco Ontarian,,70
Ethnic or cultural origin,  Argentinian,,95
Ethnic or cultural origin,  Estonian,,255
Ethnic or cultural origin,  Kurdish,,55
Ethnic or cultural origin,  Fijian,,0
Ethnic or cultural origin,  Jatt,,0
Ethnic or cultural origin,"  North American, n.o.s.",151,105
Ethnic or cultural origin,  Coptic,,80
Ethnic or cultural origin,  Thai,,45
Ethnic or cultural origin,  Dominican,,95
Ethnic or cultural origin,  Nepali,,45
Ethnic or cultural origin,  Kabyle,,0
Ethnic or cultural origin,  Assyrian,,40
Ethnic or cultural origin,  Igbo,,60
Ethnic or cultural origin,  Byelorussian,,40
Ethnic or cultural origin,"  Dene, n.o.s.",152,0
Ethnic or cultural origin,"  Blackfoot, n.o.s.",153,0
Ethnic or cultural origin,  Abenaki,,10
Ethnic or cultural origin,  Moldovan,,40
Ethnic or cultural origin,"  Iroquois (Haudenosaunee), n.o.s.",154,65
Ethnic or cultural origin,  New Zealander,,55
Ethnic or cultural origin,  Sudanese,,60
Ethnic or cultural origin,  Breton,,10
Ethnic or cultural origin,  Pennsylvania Dutch,,90
Ethnic or cultural origin,  Malaysian,,65
Ethnic or cultural origin,  Plains Cree,,0
Ethnic or cultural origin,"  North African, n.o.s.",155,30
Ethnic or cultural origin,  Huron (Wendat),,20
Ethnic or cultural origin,  Saskatchewanian,,20
Ethnic or cultural origin,  Buddhist,,0
Ethnic or cultural origin,  Gaspesian,,0
Ethnic or cultural origin,  Norman,,15
Ethnic or cultural origin,"  Southern or East African, n.o.s.",156,40
Ethnic or cultural origin,  Ivorian,,0
Ethnic or cultural origin,  Saulteaux,,0
Ethnic or cultural origin,"  Anishinaabe, n.o.s.",157,15
Ethnic or cultural origin,  Burundian,,0
Ethnic or cultural origin,  Tigrinya,,0
Ethnic or cultural origin,  Nicaraguan,,15
Ethnic or cultural origin,  Mauritian,,15
Ethnic or cultural origin,  Kenyan,,85
Ethnic or cultural origin,  Oji-Cree,,0
Ethnic or cultural origin,  Vincentian,,25
Ethnic or cultural origin,  Jordanian,,135
Ethnic or cultural origin,  Manitoban,,10
Ethnic or cultural origin,  Cape Bretoner,,30
Ethnic or cultural origin,  Rwandan,,0
Ethnic or cultural origin,  Grenadian,,65
Ethnic or cultural origin,  Malayali,,25
Ethnic or cultural origin,  Chaldean,,55
Ethnic or cultural origin,  Sinhalese,,85
Ethnic or cultural origin,  Mayan,,20
Ethnic or cultural origin,  Honduran,,0
Ethnic or cultural origin,  Cherokee,,20
Ethnic or cultural origin,  Qalipu Mi'kmaq,,20
Ethnic or cultural origin,  Indo-Caribbean,,45
Ethnic or cultural origin,  Flemish,,20
Ethnic or cultural origin,  United Empire Loyalist,,160
Ethnic or cultural origin,  Senegalese,,0
Ethnic or cultural origin,  Azerbaijani,,60
Ethnic or cultural origin,  Sicilian,,60
Ethnic or cultural origin,  Pashtun,,0
Ethnic or cultural origin,  Malay,,0
Ethnic or cultural origin,  Goan,,55
Ethnic or cultural origin,"  Bantu, n.o.s.",158,50
Ethnic or cultural origin,  Tibetan,,0
Ethnic or cultural origin,  Zimbabwean,,65
Ethnic or cultural origin,  Burmese,,60
Ethnic or cultural origin,  Mongolian,,0
Ethnic or cultural origin,  Azorean,,70
Ethnic or cultural origin,  Atikamekw,,0
Ethnic or cultural origin,  Bamileke,,0
Ethnic or cultural origin,  Indo-Guyanese,,65
Ethnic or cultural origin,  Ugandan,,10
Ethnic or cultural origin,  Oromo,,0
Ethnic or cultural origin,  Tanzanian,,0
Ethnic or cultural origin,  Yemeni,,0
Ethnic or cultural origin,  Central African,,0
Ethnic or cultural origin,  Libyan,,0
Ethnic or cultural origin,  Basque,,25
Ethnic or cultural origin,  Uruguayan,,50
Ethnic or cultural origin,"  Akan, n.o.s.",159,0
Ethnic or cultural origin,"  Central or West African, n.o.s.",160,25
Ethnic or cultural origin,  Igorot,,35
Ethnic or cultural origin,  Fulani,,0
Ethnic or cultural origin,  Woodland Cree,,0
Ethnic or cultural origin,  Guinean,,0
Ethnic or cultural origin,  St. Lucian,,30
Ethnic or cultural origin,  Prince Edward Islander,,25
Ethnic or cultural origin,  Maliseet,,0
Ethnic or cultural origin,  Beninese,,0
Ethnic or cultural origin,  Telugu,,15
Ethnic or cultural origin,  Roma,,50
Ethnic or cultural origin,  Costa Rican,,20
Ethnic or cultural origin,  African Nova Scotian,,0
Ethnic or cultural origin,  Malagasy,,0
Ethnic or cultural origin,  Kashmiri,,45
Ethnic or cultural origin,  Singaporean,,30
Ethnic or cultural origin,  Karen,,0
Ethnic or cultural origin,  Edo,,0
Ethnic or cultural origin,  Tajik,,0
Ethnic or cultural origin,  Amhara,,0
Ethnic or cultural origin,  Paraguayan,,0
Religion,Total - Religion for the population in private households - 25% sample data,161,123610
Religion,  Buddhist,,700
Religion,  Christian,,72665
Religion,"    Christian, n.o.s.",162,8805
Religion,    Anabaptist,,175
Religion,    Anglican,,7850
Religion,    Baptist,,1400
Religion,    Catholic,,34955
Religion,    Christian Orthodox,,2615
Religion,    Jehovah's Witness,,355
Religion,    Latter Day Saints,,125
Religion,    Lutheran,,1060
Religion,    Methodist and Wesleyan (Holiness),,245
Religion,    Pentecostal and other Charismatic,,1150
Religion,    Presbyterian,,2875
Religion,    Reformed,,785
Religion,    United Church,,7050
Religion,    Other Christian and Christian-related traditions,,3225
Religion,  Hindu,,1835
Religion,  Jewish,,595
Religion,  Muslim,,3810
Religion,  Sikh,,675
Religion,  Traditional (North American Indigenous) spirituality,,0
Religion,  Other religions and spiritual traditions,,705
Religion,  No religion and secular perspectives,,42620
Mobility status 1 year ago,Total - Mobility status 1 year ago - 25% sample data,163,122555
Mobility status 1 year ago,  Non-movers,,109545
Mobility status 1 year ago,  Movers,,13010
Mobility status 1 year ago,    Non-migrants,,5745
Mobility status 1 year ago,    Migrants,,7270
Mobility status 1 year ago,      Internal migrants,,6685
Mobility status 1 year ago,        Intraprovincial migrants,,6295
Mobility status 1 year ago,        Interprovincial migrants,,390
Mobility status 1 year ago,      External migrants,,585
Mobility status 5 years ago,Total - Mobility status 5 years ago - 25% sample data,164,117845
Mobility status 5 years ago,  Non-movers,,76875
Mobility status 5 years ago,  Movers,,40970
Mobility status 5 years ago,    Non-migrants,,15070
Mobility status 5 years ago,    Migrants,,25895
Mobility status 5 years ago,      Internal migrants,,22245
Mobility status 5 years ago,        Intraprovincial migrants,,20840
Mobility status 5 years ago,        Interprovincial migrants,,1405
Mobility status 5 years ago,      External migrants,,3645
Secondary (high) school diploma or equivalency certificate,Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data,165,105260
Secondary (high) school diploma or equivalency certificate,  No high school diploma or equivalency certificate,,13045
Secondary (high) school diploma or equivalency certificate,  With high school diploma or equivalency certificate,166,92210
Secondary (high) school diploma or equivalency certificate,Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households - 25% sample data,165,64305
Secondary (high) school diploma or equivalency certificate,  No high school diploma or equivalency certificate,,3870
Secondary (high) school diploma or equivalency certificate,  With high school diploma or equivalency certificate,166,60435
