Topic,Characteristic,Note,Total
Household characteristics,  2016 to 2021,57,2180
Household characteristics,Total - Occupied private dwellings by dwelling condition - 25% sample data,58,39490
Household characteristics,  Only regular maintenance and minor repairs needed,,38175
Household characteristics,  Major repairs needed,,1315
Household characteristics,Total - Private households by number of household maintainers - 25% sample data,59,39490
Household characteristics,  One-maintainer household,,15470
Household characteristics,  Two-maintainer household,,20370
Household characteristics,  Three-or-more-maintainer household,,3645
Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,60,39490
Household characteristics,  15 to 24 years,,175
Household characteristics,  25 to 34 years,,3495
Household characteristics,  35 to 44 years,,8485
Household characteristics,  45 to 54 years,,9270
Household characteristics,  55 to 64 years,,9540
Household characteristics,  65 to 74 years,,5300
Household characteristics,  75 to 84 years,,2315
Household characteristics,  85 years and over,,905
Household characteristics,"Total - Owner and tenant households with household total income greater than zero, in non-farm, non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",61,39390
Household characteristics,  Spending less than 30% of income on shelter costs,,29665
Household characteristics,  Spending 30% or more of income on shelter costs,,9725
Household characteristics,    30% to less than 100%,,9055
Household characteristics,Total - Occupied private dwellings by housing indicators - 25% sample data,62,39490
Household characteristics,  Total - Households 'spending 30% or more of income on shelter costs' or 'not suitable' or 'major repairs needed',,12860
Household characteristics,    Spending 30% or more of income on shelter costs only,,8875
Household characteristics,    Not suitable only,,2170
Household characteristics,    Major repairs needed only,,815
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'not suitable',,500
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'major repairs needed',,325
Household characteristics,    'Not suitable' and 'major repairs needed',,155
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'not suitable' and 'major repairs needed',,25
Household characteristics,  Acceptable housing,,26625
Household characteristics,"Total - Owner and tenant households with household total income greater than zero and shelter-cost-to-income ratio less than 100%, in non-farm, non-reserve private dwellings - 25% sample data",63,38720
Household characteristics,  In core need,,4130
Household characteristics,  Not in core need,,34590
Household characteristics,"Total - Owner households in non-farm, non-reserve private dwellings - 25% sample data",,32960
Household characteristics,  % of owner households with a mortgage,64,73.9
Household characteristics,  % of owner households spending 30% or more of its income on shelter costs,61,22.1
Household characteristics,  % in core housing need,63,7.7
Household characteristics,  Median monthly shelter costs for owned dwellings ($),65,2140
Household characteristics,  Average monthly shelter costs for owned dwellings ($),65,2126
Household characteristics,  Median value of dwellings ($),66,850000
Household characteristics,  Average value of dwellings ($),66,874000
Household characteristics,"Total - Tenant households in non-farm, non-reserve private dwellings - 25% sample data",,6525
Household characteristics,  % of tenant households in subsidized housing,67,11.1
Household characteristics,  % of tenant households spending 30% or more of its income on shelter costs,61,37.8
Household characteristics,  % in core housing need,63,26.1
Household characteristics,  Median monthly shelter costs for rented dwellings ($),65,1600
Household characteristics,  Average monthly shelter costs for rented dwellings ($),65,1662
Household characteristics,"Total - Households living in a dwelling provided by the local government, First Nation or Indian band in non-farm private dwellings - 25% sample data",,0
Household characteristics,"  % of households living in a dwelling provided by the local government, First Nation or Indian band spending more than 30% on shelter costs",61,
Household characteristics,"  Median monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",65,
Household characteristics,"  Average monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",65,
Indigenous ancestry,Total - Indigenous ancestry for the population in private households - 25% sample data,68,126250
Indigenous ancestry,  Indigenous ancestry (only),69,290
Indigenous ancestry,    Single Indigenous ancestry (only),70,290
Indigenous ancestry,      First Nations (North American Indian) single ancestry,,210
Indigenous ancestry,      Métis single ancestry,,75
Indigenous ancestry,      Inuit single ancestry,,0
Indigenous ancestry,    Multiple Indigenous ancestries (only),71,0
Indigenous ancestry,      First Nations (North American Indian) and Métis ancestry only,,0
Indigenous ancestry,      First Nations (North American Indian) and Inuit ancestry only,,0
Indigenous ancestry,      Métis and Inuit ancestry only,,0
Indigenous ancestry,      First Nations (North American Indian) and Métis and Inuit ancestry only,,0
Indigenous ancestry,  Indigenous and non-Indigenous ancestries,72,1295
Indigenous ancestry,    Single Indigenous and non-Indigenous ancestries,73,1260
Indigenous ancestry,      First Nations (North American Indian) and non-Indigenous ancestry only,,960
Indigenous ancestry,      Métis and non-Indigenous ancestry only,,275
Indigenous ancestry,      Inuit and non-Indigenous ancestry only,,25
Indigenous ancestry,    Multiple Indigenous and non-Indigenous ancestries,74,35
Indigenous ancestry,      First Nations (North American Indian) and Métis and non-Indigenous ancestry only,,30
Indigenous ancestry,      First Nations (North American Indian) and Inuit and non-Indigenous ancestry only,,0
Indigenous ancestry,      Métis and Inuit and non-Indigenous ancestry only,,0
Indigenous ancestry,      First Nations (North American Indian) and Métis and Inuit and non-Indigenous ancestry only,,0
Indigenous ancestry,  Non-Indigenous ancestry only,75,124660
Citizenship,Total - Citizenship for the population in private households - 25% sample data,76,126250
Citizenship,  Canadian citizens,77,116125
Citizenship,    Canadian citizens aged under 18,,27695
Citizenship,    Canadian citizens aged 18 and over,,88430
Citizenship,  Not Canadian citizens,78,10120
Immigrant status and period of immigration,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,79,126250
Immigrant status and period of immigration,  Non-immigrants,80,72295
Immigrant status and period of immigration,  Immigrants,81,52750
Immigrant status and period of immigration,    Before 1980,,9135
Immigrant status and period of immigration,    1980 to 1990,,6940
Immigrant status and period of immigration,    1991 to 2000,,13560
Immigrant status and period of immigration,    2001 to 2010,,13245
Immigrant status and period of immigration,    2011 to 2021,82,9860
Immigrant status and period of immigration,      2011 to 2015,,4850
Immigrant status and period of immigration,      2016 to 2021,,5010
Immigrant status and period of immigration,  Non-permanent residents,83,1205
Age at immigration,Total - Age at immigration for the immigrant population in private households - 25% sample data,84,52745
Age at immigration,  Under 5 years,,4590
Age at immigration,  5 to 14 years,,9855
Age at immigration,  15 to 24 years,,11425
Age at immigration,  25 to 44 years,,22585
Age at immigration,  45 years and over,,4285
Selected places of birth for the immigrant population,Total - Place of birth for the immigrant population in private households - 25% sample data,85,52745
Selected places of birth for the immigrant population,  Americas,,13695
Selected places of birth for the immigrant population,    Brazil,,155
Selected places of birth for the immigrant population,    Colombia,,100
Selected places of birth for the immigrant population,    El Salvador,,100
Selected places of birth for the immigrant population,    Guyana,,3005
Selected places of birth for the immigrant population,    Haiti,,90
Selected places of birth for the immigrant population,    Jamaica,,5065
Selected places of birth for the immigrant population,    Mexico,,155
Selected places of birth for the immigrant population,    Peru,,130
Selected places of birth for the immigrant population,    Trinidad and Tobago,,2160
Selected places of birth for the immigrant population,    United States of America,,805
Selected places of birth for the immigrant population,    Other places of birth in Americas,,1930
Selected places of birth for the immigrant population,  Europe,,6255
Selected places of birth for the immigrant population,    Bosnia and Herzegovina,,20
Selected places of birth for the immigrant population,    Croatia,,85
Selected places of birth for the immigrant population,    France,,70
Selected places of birth for the immigrant population,    Germany,,330
Selected places of birth for the immigrant population,    Greece,,230
Selected places of birth for the immigrant population,    Hungary,,75
Selected places of birth for the immigrant population,    Italy,,420
Selected places of birth for the immigrant population,    Netherlands,,105
Selected places of birth for the immigrant population,    Poland,,370
Selected places of birth for the immigrant population,    Portugal,,395
Selected places of birth for the immigrant population,    Romania,,375
Selected places of birth for the immigrant population,    Russian Federation,,185
Selected places of birth for the immigrant population,    Serbia,86,65
Selected places of birth for the immigrant population,    Ukraine,,90
Selected places of birth for the immigrant population,    United Kingdom,87,2650
Selected places of birth for the immigrant population,    Other places of birth in Europe,,785
Selected places of birth for the immigrant population,  Africa,,3130
Selected places of birth for the immigrant population,    Algeria,,10
Selected places of birth for the immigrant population,"    Congo, Democratic Republic of the",,145
Selected places of birth for the immigrant population,    Egypt,,465
Selected places of birth for the immigrant population,    Eritrea,,30
Selected places of birth for the immigrant population,    Ethiopia,,185
Selected places of birth for the immigrant population,    Morocco,,75
Selected places of birth for the immigrant population,    Nigeria,,565
Selected places of birth for the immigrant population,    Somalia,,70
Selected places of birth for the immigrant population,"    South Africa, Republic of",,110
Selected places of birth for the immigrant population,    Other places of birth in Africa,,1485
Selected places of birth for the immigrant population,  Asia,,29540
Selected places of birth for the immigrant population,    Afghanistan,,2010
Selected places of birth for the immigrant population,    Iran,88,345
Selected places of birth for the immigrant population,    Iraq,,230
Selected places of birth for the immigrant population,    Lebanon,,350
Selected places of birth for the immigrant population,    Syria,89,245
Selected places of birth for the immigrant population,    Turkey,,50
Selected places of birth for the immigrant population,    China,90,1600
Selected places of birth for the immigrant population,    Hong Kong,91,380
Selected places of birth for the immigrant population,"    Korea, South",92,135
Selected places of birth for the immigrant population,    Taiwan,,90
Selected places of birth for the immigrant population,    Philippines,,4435
Selected places of birth for the immigrant population,    Viet Nam,,310
Selected places of birth for the immigrant population,    Bangladesh,,1000
Selected places of birth for the immigrant population,    India,,6920
Selected places of birth for the immigrant population,    Pakistan,,4330
Selected places of birth for the immigrant population,    Sri Lanka,,5590
Selected places of birth for the immigrant population,    Other places of birth in Asia,,1520
Selected places of birth for the immigrant population,  Oceania and other places of birth,93,130
Selected places of birth for the recent immigrant population ,Total - Place of birth for the recent immigrant population in private households - 25% sample data,94,5010
Selected places of birth for the recent immigrant population ,  Americas,,620
Selected places of birth for the recent immigrant population ,    Brazil,,45
Selected places of birth for the recent immigrant population ,    Colombia,,0
Selected places of birth for the recent immigrant population ,    Haiti,,15
Selected places of birth for the recent immigrant population ,    Jamaica,,240
Selected places of birth for the recent immigrant population ,    Mexico,,30
Selected places of birth for the recent immigrant population ,    United States of America,,120
Selected places of birth for the recent immigrant population ,    Venezuela,95,30
Selected places of birth for the recent immigrant population ,    Other places of birth in Americas,,140
Selected places of birth for the recent immigrant population ,  Europe,,215
Selected places of birth for the recent immigrant population ,    France,,20
Selected places of birth for the recent immigrant population ,    Germany,,10
Selected places of birth for the recent immigrant population ,    Ireland,96,10
Selected places of birth for the recent immigrant population ,    Italy,,10
Selected places of birth for the recent immigrant population ,    Russian Federation,,15
Selected places of birth for the recent immigrant population ,    Ukraine,,25
Selected places of birth for the recent immigrant population ,    United Kingdom,87,35
Selected places of birth for the recent immigrant population ,    Other places of birth in Europe,,100
Selected places of birth for the recent immigrant population ,  Africa,,435
Selected places of birth for the recent immigrant population ,    Algeria,,0
Selected places of birth for the recent immigrant population ,    Burundi,,0
Selected places of birth for the recent immigrant population ,    Cameroon,,30
Selected places of birth for the recent immigrant population ,"    Congo, Democratic Republic of the",,20
Selected places of birth for the recent immigrant population ,    Côte d'Ivoire,,0
Selected places of birth for the recent immigrant population ,    Egypt,,45
Selected places of birth for the recent immigrant population ,    Eritrea,,0
Selected places of birth for the recent immigrant population ,    Ethiopia,,10
Selected places of birth for the recent immigrant population ,    Morocco,,15
Selected places of birth for the recent immigrant population ,    Nigeria,,190
Selected places of birth for the recent immigrant population ,    Somalia,,0
Selected places of birth for the recent immigrant population ,"    South Africa, Republic of",,0
Selected places of birth for the recent immigrant population ,    Sudan,97,0
Selected places of birth for the recent immigrant population ,    Tunisia,,0
Selected places of birth for the recent immigrant population ,    Other places of birth in Africa,,115
Selected places of birth for the recent immigrant population ,  Asia,,3710
Selected places of birth for the recent immigrant population ,    Afghanistan,,300
Selected places of birth for the recent immigrant population ,    Bangladesh,,185
Selected places of birth for the recent immigrant population ,    China,90,265
Selected places of birth for the recent immigrant population ,    Hong Kong,91,20
Selected places of birth for the recent immigrant population ,    India,,1705
Selected places of birth for the recent immigrant population ,    Iran,88,0
Selected places of birth for the recent immigrant population ,    Iraq,,15
Selected places of birth for the recent immigrant population ,    Israel,,25
Selected places of birth for the recent immigrant population ,    Japan,,15
Selected places of birth for the recent immigrant population ,    Jordan,,15
Selected places of birth for the recent immigrant population ,"    Korea, South",92,0
Selected places of birth for the recent immigrant population ,    Lebanon,,15
Selected places of birth for the recent immigrant population ,    Nepal,,0
Selected places of birth for the recent immigrant population ,    Pakistan,,355
Selected places of birth for the recent immigrant population ,    Philippines,,290
Selected places of birth for the recent immigrant population ,    Saudi Arabia,,25
Selected places of birth for the recent immigrant population ,    Sri Lanka,,260
Selected places of birth for the recent immigrant population ,    Syria,89,75
Selected places of birth for the recent immigrant population ,    Turkey,,0
Selected places of birth for the recent immigrant population ,    United Arab Emirates,,70
Selected places of birth for the recent immigrant population ,    Viet Nam,,15
Selected places of birth for the recent immigrant population ,    Other places of birth in Asia,,50
Selected places of birth for the recent immigrant population ,  Oceania and other,93,25
Selected places of birth for the recent immigrant population ,    Australia,,15
Selected places of birth for the recent immigrant population ,    Other places of birth,98,0
Generation status,Total - Generation status for the population in private households - 25% sample data,99,126250
Generation status,  First generation,100,54785
Generation status,  Second generation,101,41180
Generation status,  Third generation or more,102,30280
Admission category and applicant type,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,103,43610
Admission category and applicant type,  Economic immigrants,104,19480
Admission category and applicant type,    Principal applicants,105,7625
Admission category and applicant type,    Secondary applicants,106,11855
Admission category and applicant type,  Immigrants sponsored by family,107,16225
Admission category and applicant type,  Refugees,108,7320
Admission category and applicant type,  Other immigrants,109,590
Pre-admission experience,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,110,43610
Pre-admission experience,  Asylum claim before admission,111,4220
Pre-admission experience,  Work permits only before admission,112,3760
Pre-admission experience,  Study permits only before admission,113,650
Pre-admission experience,  Work and study permits before admission,114,1470
Pre-admission experience,  Other permits before admission,115,245
Pre-admission experience,  No pre-admission experience,116,33275
Visible minority,Total - Visible minority for the population in private households - 25% sample data,117,126245
Visible minority,  Total visible minority population,118,81560
Visible minority,    South Asian,,33055
Visible minority,    Chinese,,3760
Visible minority,    Black,,21210
Visible minority,    Filipino,,6670
Visible minority,    Arab,,2505
Visible minority,    Latin American,,1695
Visible minority,    Southeast Asian,,825
Visible minority,    West Asian,,3745
Visible minority,    Korean,,235
Visible minority,    Japanese,,245
Visible minority,"    Visible minority, n.i.e.",119,3570
Visible minority,    Multiple visible minorities,,4045
Visible minority,  Not a visible minority,120,44690
Ethnic or cultural origin,Total - Ethnic or cultural origin for the population in private households - 25% sample data,121,126250
Ethnic or cultural origin,  Canadian,,11990
Ethnic or cultural origin,  English,,14655
Ethnic or cultural origin,  Irish,,11650
Ethnic or cultural origin,  Scottish,,11515
Ethnic or cultural origin,"  French, n.o.s.",122,3915
Ethnic or cultural origin,  German,,4220
Ethnic or cultural origin,  Chinese,,5155
Ethnic or cultural origin,  Italian,,4320
Ethnic or cultural origin,  Indian (India),,13180
Ethnic or cultural origin,  Ukrainian,,1520
Ethnic or cultural origin,  Dutch,,1755
Ethnic or cultural origin,  Polish,,1920
Ethnic or cultural origin,  Québécois,,130
Ethnic or cultural origin,"  British Isles, n.o.s.",123,3305
Ethnic or cultural origin,  Filipino,,6890
Ethnic or cultural origin,  French Canadian,,930
Ethnic or cultural origin,"  Caucasian (White), n.o.s.",124,1115
Ethnic or cultural origin,"  First Nations (North American Indian), n.o.s.",125,490
Ethnic or cultural origin,  Métis,,380
Ethnic or cultural origin,"  European, n.o.s.",126,935
Ethnic or cultural origin,  Russian,,645
Ethnic or cultural origin,  Norwegian,,255
Ethnic or cultural origin,  Welsh,,1335
Ethnic or cultural origin,  Portuguese,,2670
Ethnic or cultural origin,  American,,830
Ethnic or cultural origin,  Spanish,,1725
Ethnic or cultural origin,  Swedish,,220
Ethnic or cultural origin,  Hungarian,,555
Ethnic or cultural origin,  Acadian,,255
Ethnic or cultural origin,  Pakistani,,5780
Ethnic or cultural origin,"  African, n.o.s.",127,3925
Ethnic or cultural origin,  Jewish,,385
Ethnic or cultural origin,  Punjabi,,890
Ethnic or cultural origin,  Vietnamese,,510
Ethnic or cultural origin,"  Arab, n.o.s.",128,1070
Ethnic or cultural origin,  Greek,,1560
Ethnic or cultural origin,  Jamaican,,7620
Ethnic or cultural origin,"  Asian, n.o.s.",129,1325
Ethnic or cultural origin,"  Cree, n.o.s.",130,40
Ethnic or cultural origin,  Korean,,320
Ethnic or cultural origin,  Romanian,,615
Ethnic or cultural origin,  Lebanese,,665
Ethnic or cultural origin,  Iranian,,445
Ethnic or cultural origin,"  Christian, n.i.e.",131,610
Ethnic or cultural origin,  Danish,,260
Ethnic or cultural origin,"  North American Indigenous, n.o.s.",132,260
Ethnic or cultural origin,  Sikh,,305
Ethnic or cultural origin,  Austrian,,305
Ethnic or cultural origin,  Belgian,,145
Ethnic or cultural origin,  Haitian,,175
Ethnic or cultural origin,  Hindu,,2190
Ethnic or cultural origin,  Mexican,,295
Ethnic or cultural origin,  Mennonite,,30
Ethnic or cultural origin,  Swiss,,145
Ethnic or cultural origin,  Finnish,,325
Ethnic or cultural origin,  Sri Lankan,,5260
Ethnic or cultural origin,  Croatian,,350
Ethnic or cultural origin,  Japanese,,345
Ethnic or cultural origin,"  South Asian, n.o.s.",133,2095
Ethnic or cultural origin,"  Mi'kmaq, n.o.s.",134,175
Ethnic or cultural origin,"  Northern European, n.o.s.",135,135
Ethnic or cultural origin,  Muslim,,1165
Ethnic or cultural origin,  Egyptian,,740
Ethnic or cultural origin,"  Latin, Central or South American, n.o.s.",136,590
Ethnic or cultural origin,  Tamil,,4445
Ethnic or cultural origin,  Icelandic,,115
Ethnic or cultural origin,  Colombian,,110
Ethnic or cultural origin,  Moroccan,,125
Ethnic or cultural origin,  Czech,,125
Ethnic or cultural origin,  Syrian,,430
Ethnic or cultural origin,  Guyanese,,3665
Ethnic or cultural origin,  Afghan,,3275
Ethnic or cultural origin,"  Black, n.o.s.",137,2020
Ethnic or cultural origin,  Serbian,,150
Ethnic or cultural origin,  Ojibway,,70
Ethnic or cultural origin,  Newfoundlander,,305
Ethnic or cultural origin,  Hong Konger,,155
Ethnic or cultural origin,  Ontarian,,420
Ethnic or cultural origin,  Persian,,205
Ethnic or cultural origin,  Trinidadian/Tobagonian,,2730
Ethnic or cultural origin,  Turkish,,255
Ethnic or cultural origin,"  Inuit, n.o.s.",138,35
Ethnic or cultural origin,  Bangladeshi,,1110
Ethnic or cultural origin,  Algerian,,10
Ethnic or cultural origin,  Brazilian,,215
Ethnic or cultural origin,  Nigerian,,520
Ethnic or cultural origin,  Armenian,,295
Ethnic or cultural origin,  Slovak,,120
Ethnic or cultural origin,"  Eastern European, n.o.s.",139,110
Ethnic or cultural origin,  Somali,,185
Ethnic or cultural origin,  Taiwanese,,80
Ethnic or cultural origin,  Iraqi,,220
Ethnic or cultural origin,  Salvadorean,,145
Ethnic or cultural origin,  African Caribbean,,2155
Ethnic or cultural origin,"  East or Southeast Asian, n.o.s.",140,450
Ethnic or cultural origin,"  West or Central Asian or Middle Eastern, n.o.s.",141,295
Ethnic or cultural origin,"  Caribbean, n.o.s.",142,1495
Ethnic or cultural origin,  Algonquin,,55
Ethnic or cultural origin,"  West Indian, n.o.s.",143,1615
Ethnic or cultural origin,  Lithuanian,,115
Ethnic or cultural origin,  South African,,150
Ethnic or cultural origin,  Australian,,100
Ethnic or cultural origin,  Palestinian,,335
Ethnic or cultural origin,  Chilean,,145
Ethnic or cultural origin,  Congolese,,190
Ethnic or cultural origin,  Nova Scotian,,140
Ethnic or cultural origin,  Ethiopian,,320
Ethnic or cultural origin,"  Hispanic, n.o.s.",144,95
Ethnic or cultural origin,  Peruvian,,135
Ethnic or cultural origin,  Yoruba,,285
Ethnic or cultural origin,  Cambodian (Khmer),,70
Ethnic or cultural origin,  Berber,,0
Ethnic or cultural origin,  Albanian,,155
Ethnic or cultural origin,  Maltese,,235
Ethnic or cultural origin,  Macedonian,,735
Ethnic or cultural origin,  Slovenian,,195
Ethnic or cultural origin,"  Western European, n.o.s.",145,105
Ethnic or cultural origin,  New Brunswicker,,60
Ethnic or cultural origin,  Gujarati,,580
Ethnic or cultural origin,  Eritrean,,50
Ethnic or cultural origin,  African Canadian,,955
Ethnic or cultural origin,  Israeli,,90
Ethnic or cultural origin,  Mohawk,,100
Ethnic or cultural origin,"  Czechoslovakian, n.o.s.",146,40
Ethnic or cultural origin,  Bulgarian,,55
Ethnic or cultural origin,  Albertan,,10
Ethnic or cultural origin,  Ghanaian,,315
Ethnic or cultural origin,  Barbadian,,805
Ethnic or cultural origin,  African American,,420
Ethnic or cultural origin,"  Yugoslavian, n.o.s.",147,90
Ethnic or cultural origin,  Tunisian,,0
Ethnic or cultural origin,"  Slavic, n.o.s.",148,75
Ethnic or cultural origin,  Cuban,,190
Ethnic or cultural origin,  Bosnian,,15
Ethnic or cultural origin,  Venezuelan,,225
Ethnic or cultural origin,"  Innu/Montagnais, n.o.s.",149,10
Ethnic or cultural origin,  Latvian,,115
Ethnic or cultural origin,  Bengali,,235
Ethnic or cultural origin,  Cameroonian,,85
Ethnic or cultural origin,  Guatemalan,,25
Ethnic or cultural origin,  Indonesian,,95
Ethnic or cultural origin,  Laotian,,30
Ethnic or cultural origin,  Ilocano,,160
Ethnic or cultural origin,  Northern Irish,,140
Ethnic or cultural origin,"  Celtic, n.o.s.",150,80
Ethnic or cultural origin,  British Columbian,,0
Ethnic or cultural origin,  Ecuadorian,,120
Ethnic or cultural origin,  Franco Ontarian,,50
Ethnic or cultural origin,  Argentinian,,110
Ethnic or cultural origin,  Estonian,,130
Ethnic or cultural origin,  Kurdish,,55
Ethnic or cultural origin,  Fijian,,15
Ethnic or cultural origin,  Jatt,,0
Ethnic or cultural origin,"  North American, n.o.s.",151,25
Ethnic or cultural origin,  Coptic,,345
Ethnic or cultural origin,  Thai,,75
Ethnic or cultural origin,  Dominican,,175
Ethnic or cultural origin,  Nepali,,100
Ethnic or cultural origin,  Kabyle,,0
Ethnic or cultural origin,  Assyrian,,70
Ethnic or cultural origin,  Igbo,,115
Ethnic or cultural origin,  Byelorussian,,35
Ethnic or cultural origin,"  Dene, n.o.s.",152,0
Ethnic or cultural origin,"  Blackfoot, n.o.s.",153,10
Ethnic or cultural origin,  Abenaki,,0
Ethnic or cultural origin,  Moldovan,,0
Ethnic or cultural origin,"  Iroquois (Haudenosaunee), n.o.s.",154,0
Ethnic or cultural origin,  New Zealander,,40
Ethnic or cultural origin,  Sudanese,,50
Ethnic or cultural origin,  Breton,,10
Ethnic or cultural origin,  Pennsylvania Dutch,,50
Ethnic or cultural origin,  Malaysian,,75
Ethnic or cultural origin,  Plains Cree,,0
Ethnic or cultural origin,"  North African, n.o.s.",155,0
Ethnic or cultural origin,  Huron (Wendat),,0
Ethnic or cultural origin,  Saskatchewanian,,25
Ethnic or cultural origin,  Buddhist,,55
Ethnic or cultural origin,  Gaspesian,,15
Ethnic or cultural origin,  Norman,,0
Ethnic or cultural origin,"  Southern or East African, n.o.s.",156,235
Ethnic or cultural origin,  Ivorian,,60
Ethnic or cultural origin,  Saulteaux,,0
Ethnic or cultural origin,"  Anishinaabe, n.o.s.",157,0
Ethnic or cultural origin,  Burundian,,0
Ethnic or cultural origin,  Tigrinya,,0
Ethnic or cultural origin,  Nicaraguan,,70
Ethnic or cultural origin,  Mauritian,,30
Ethnic or cultural origin,  Kenyan,,70
Ethnic or cultural origin,  Oji-Cree,,0
Ethnic or cultural origin,  Vincentian,,375
Ethnic or cultural origin,  Jordanian,,65
Ethnic or cultural origin,  Manitoban,,20
Ethnic or cultural origin,  Cape Bretoner,,0
Ethnic or cultural origin,  Rwandan,,0
Ethnic or cultural origin,  Grenadian,,470
Ethnic or cultural origin,  Malayali,,170
Ethnic or cultural origin,  Chaldean,,20
Ethnic or cultural origin,  Sinhalese,,230
Ethnic or cultural origin,  Mayan,,0
Ethnic or cultural origin,  Honduran,,25
Ethnic or cultural origin,  Cherokee,,0
Ethnic or cultural origin,  Qalipu Mi'kmaq,,0
Ethnic or cultural origin,  Indo-Caribbean,,495
Ethnic or cultural origin,  Flemish,,10
Ethnic or cultural origin,  United Empire Loyalist,,10
Ethnic or cultural origin,  Senegalese,,0
Ethnic or cultural origin,  Azerbaijani,,45
Ethnic or cultural origin,  Sicilian,,40
Ethnic or cultural origin,  Pashtun,,170
Ethnic or cultural origin,  Malay,,80
Ethnic or cultural origin,  Goan,,195
Ethnic or cultural origin,"  Bantu, n.o.s.",158,20
Ethnic or cultural origin,  Tibetan,,0
Ethnic or cultural origin,  Zimbabwean,,50
Ethnic or cultural origin,  Burmese,,55
Ethnic or cultural origin,  Mongolian,,85
Ethnic or cultural origin,  Azorean,,25
Ethnic or cultural origin,  Atikamekw,,0
Ethnic or cultural origin,  Bamileke,,40
Ethnic or cultural origin,  Indo-Guyanese,,335
Ethnic or cultural origin,  Ugandan,,110
Ethnic or cultural origin,  Oromo,,0
Ethnic or cultural origin,  Tanzanian,,95
Ethnic or cultural origin,  Yemeni,,45
Ethnic or cultural origin,  Central African,,45
Ethnic or cultural origin,  Libyan,,0
Ethnic or cultural origin,  Basque,,0
Ethnic or cultural origin,  Uruguayan,,10
Ethnic or cultural origin,"  Akan, n.o.s.",159,110
Ethnic or cultural origin,"  Central or West African, n.o.s.",160,135
Ethnic or cultural origin,  Igorot,,30
Ethnic or cultural origin,  Fulani,,25
Ethnic or cultural origin,  Woodland Cree,,0
Ethnic or cultural origin,  Guinean,,0
Ethnic or cultural origin,  St. Lucian,,255
Ethnic or cultural origin,  Prince Edward Islander,,10
Ethnic or cultural origin,  Maliseet,,0
Ethnic or cultural origin,  Beninese,,0
Ethnic or cultural origin,  Telugu,,80
Ethnic or cultural origin,  Roma,,10
Ethnic or cultural origin,  Costa Rican,,35
Ethnic or cultural origin,  African Nova Scotian,,40
Ethnic or cultural origin,  Malagasy,,0
Ethnic or cultural origin,  Kashmiri,,80
Ethnic or cultural origin,  Singaporean,,50
Ethnic or cultural origin,  Karen,,0
Ethnic or cultural origin,  Edo,,0
Ethnic or cultural origin,  Tajik,,160
Ethnic or cultural origin,  Amhara,,0
Ethnic or cultural origin,  Paraguayan,,0
Religion,Total - Religion for the population in private households - 25% sample data,161,126245
Religion,  Buddhist,,815
Religion,  Christian,,64165
Religion,"    Christian, n.o.s.",162,13830
Religion,    Anabaptist,,0
Religion,    Anglican,,4425
Religion,    Baptist,,1605
Religion,    Catholic,,28085
Religion,    Christian Orthodox,,3195
Religion,    Jehovah's Witness,,420
Religion,    Latter Day Saints,,45
Religion,    Lutheran,,495
Religion,    Methodist and Wesleyan (Holiness),,285
Religion,    Pentecostal and other Charismatic,,4670
Religion,    Presbyterian,,1340
Religion,    Reformed,,50
Religion,    United Church,,2685
Religion,    Other Christian and Christian-related traditions,,3030
Religion,  Hindu,,14675
Religion,  Jewish,,280
Religion,  Muslim,,17770
Religion,  Sikh,,1640
Religion,  Traditional (North American Indigenous) spirituality,,20
Religion,  Other religions and spiritual traditions,,660
Religion,  No religion and secular perspectives,,26225
Mobility status 1 year ago,Total - Mobility status 1 year ago - 25% sample data,163,124980
Mobility status 1 year ago,  Non-movers,,113205
Mobility status 1 year ago,  Movers,,11770
Mobility status 1 year ago,    Non-migrants,,4435
Mobility status 1 year ago,    Migrants,,7335
Mobility status 1 year ago,      Internal migrants,,6665
Mobility status 1 year ago,        Intraprovincial migrants,,6440
Mobility status 1 year ago,        Interprovincial migrants,,225
Mobility status 1 year ago,      External migrants,,670
Mobility status 5 years ago,Total - Mobility status 5 years ago - 25% sample data,164,119035
Mobility status 5 years ago,  Non-movers,,80005
Mobility status 5 years ago,  Movers,,39030
Mobility status 5 years ago,    Non-migrants,,9065
Mobility status 5 years ago,    Migrants,,29960
Mobility status 5 years ago,      Internal migrants,,25510
Mobility status 5 years ago,        Intraprovincial migrants,,24440
Mobility status 5 years ago,        Interprovincial migrants,,1070
Mobility status 5 years ago,      External migrants,,4455
Secondary (high) school diploma or equivalency certificate,Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data,165,102460
Secondary (high) school diploma or equivalency certificate,  No high school diploma or equivalency certificate,,14900
Secondary (high) school diploma or equivalency certificate,  With high school diploma or equivalency certificate,166,87555
