Topic,Characteristic,Note,Total
Household characteristics,  1960 or before,,40845
Household characteristics,  1961 to 1980,,58570
Household characteristics,  1981 to 1990,,30460
Household characteristics,  1991 to 2000,,28485
Household characteristics,  2001 to 2005,,18555
Household characteristics,  2006 to 2010,,14935
Household characteristics,  2011 to 2015,,13030
Household characteristics,  2016 to 2021,57,17550
Household characteristics,Total - Occupied private dwellings by dwelling condition - 25% sample data,58,222425
Household characteristics,  Only regular maintenance and minor repairs needed,,212425
Household characteristics,  Major repairs needed,,10000
Household characteristics,Total - Private households by number of household maintainers - 25% sample data,59,222425
Household characteristics,  One-maintainer household,,102745
Household characteristics,  Two-maintainer household,,107080
Household characteristics,  Three-or-more-maintainer household,,12605
Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,60,222425
Household characteristics,  15 to 24 years,,7980
Household characteristics,  25 to 34 years,,36370
Household characteristics,  35 to 44 years,,41490
Household characteristics,  45 to 54 years,,41700
Household characteristics,  55 to 64 years,,42160
Household characteristics,  65 to 74 years,,30055
Household characteristics,  75 to 84 years,,16695
Household characteristics,  85 years and over,,5975
Household characteristics,"Total - Owner and tenant households with household total income greater than zero, in non-farm, non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",61,220640
Household characteristics,  Spending less than 30% of income on shelter costs,,172450
Household characteristics,  Spending 30% or more of income on shelter costs,,48190
Household characteristics,    30% to less than 100%,,43455
Household characteristics,Total - Occupied private dwellings by housing indicators - 25% sample data,62,222425
Household characteristics,  Total - Households 'spending 30% or more of income on shelter costs' or 'not suitable' or 'major repairs needed',,65520
Household characteristics,    Spending 30% or more of income on shelter costs only,,43125
Household characteristics,    Not suitable only,,9975
Household characteristics,    Major repairs needed only,,6625
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'not suitable',,2410
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'major repairs needed',,2490
Household characteristics,    'Not suitable' and 'major repairs needed',,730
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'not suitable' and 'major repairs needed',,155
Household characteristics,  Acceptable housing,,156910
Household characteristics,"Total - Owner and tenant households with household total income greater than zero and shelter-cost-to-income ratio less than 100%, in non-farm, non-reserve private dwellings - 25% sample data",63,215910
Household characteristics,  In core need,,19355
Household characteristics,  Not in core need,,196550
Household characteristics,"Total - Owner households in non-farm, non-reserve private dwellings - 25% sample data",,143655
Household characteristics,  % of owner households with a mortgage,64,62.8
Household characteristics,  % of owner households spending 30% or more of its income on shelter costs,61,13.8
Household characteristics,  % in core housing need,63,3.7
Household characteristics,  Median monthly shelter costs for owned dwellings ($),65,1530
Household characteristics,  Average monthly shelter costs for owned dwellings ($),65,1610
Household characteristics,  Median value of dwellings ($),66,700000
Household characteristics,  Average value of dwellings ($),66,733000
Household characteristics,"Total - Tenant households in non-farm, non-reserve private dwellings - 25% sample data",,77875
Household characteristics,  % of tenant households in subsidized housing,67,10.4
Household characteristics,  % of tenant households spending 30% or more of its income on shelter costs,61,36.7
Household characteristics,  % in core housing need,63,18.9
Household characteristics,  Median monthly shelter costs for rented dwellings ($),65,1300
Household characteristics,  Average monthly shelter costs for rented dwellings ($),65,1350
Household characteristics,"Total - Households living in a dwelling provided by the local government, First Nation or Indian band in non-farm private dwellings - 25% sample data",,0
Household characteristics,"  % of households living in a dwelling provided by the local government, First Nation or Indian band spending more than 30% on shelter costs",61,
Household characteristics,"  Median monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",65,
Household characteristics,"  Average monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",65,
Indigenous ancestry,Total - Indigenous ancestry for the population in private households - 25% sample data,68,579380
Indigenous ancestry,  Indigenous ancestry (only),69,2625
Indigenous ancestry,    Single Indigenous ancestry (only),70,2515
Indigenous ancestry,      First Nations (North American Indian) single ancestry,,1855
Indigenous ancestry,      Métis single ancestry,,560
Indigenous ancestry,      Inuit single ancestry,,100
Indigenous ancestry,    Multiple Indigenous ancestries (only),71,110
Indigenous ancestry,      First Nations (North American Indian) and Métis ancestry only,,75
Indigenous ancestry,      First Nations (North American Indian) and Inuit ancestry only,,0
Indigenous ancestry,      Métis and Inuit ancestry only,,0
Indigenous ancestry,      First Nations (North American Indian) and Métis and Inuit ancestry only,,0
Indigenous ancestry,  Indigenous and non-Indigenous ancestries,72,11935
Indigenous ancestry,    Single Indigenous and non-Indigenous ancestries,73,11665
Indigenous ancestry,      First Nations (North American Indian) and non-Indigenous ancestry only,,8800
Indigenous ancestry,      Métis and non-Indigenous ancestry only,,2650
Indigenous ancestry,      Inuit and non-Indigenous ancestry only,,210
Indigenous ancestry,    Multiple Indigenous and non-Indigenous ancestries,74,275
Indigenous ancestry,      First Nations (North American Indian) and Métis and non-Indigenous ancestry only,,215
Indigenous ancestry,      First Nations (North American Indian) and Inuit and non-Indigenous ancestry only,,30
Indigenous ancestry,      Métis and Inuit and non-Indigenous ancestry only,,30
Indigenous ancestry,      First Nations (North American Indian) and Métis and Inuit and non-Indigenous ancestry only,,0
Indigenous ancestry,  Non-Indigenous ancestry only,75,564820
Citizenship,Total - Citizenship for the population in private households - 25% sample data,76,579385
Citizenship,  Canadian citizens,77,513965
Citizenship,    Canadian citizens aged under 18,,113465
Citizenship,    Canadian citizens aged 18 and over,,400505
Citizenship,  Not Canadian citizens,78,65415
Immigrant status and period of immigration,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,79,579385
Immigrant status and period of immigration,  Non-immigrants,80,409920
Immigrant status and period of immigration,  Immigrants,81,147190
Immigrant status and period of immigration,    Before 1980,,28875
Immigrant status and period of immigration,    1980 to 1990,,16935
Immigrant status and period of immigration,    1991 to 2000,,25085
Immigrant status and period of immigration,    2001 to 2010,,31590
Immigrant status and period of immigration,    2011 to 2021,82,44705
Immigrant status and period of immigration,      2011 to 2015,,16865
Immigrant status and period of immigration,      2016 to 2021,,27840
Immigrant status and period of immigration,  Non-permanent residents,83,22270
Age at immigration,Total - Age at immigration for the immigrant population in private households - 25% sample data,84,147190
Age at immigration,  Under 5 years,,15520
Age at immigration,  5 to 14 years,,27935
Age at immigration,  15 to 24 years,,28680
Age at immigration,  25 to 44 years,,63825
Age at immigration,  45 years and over,,11230
Selected places of birth for the immigrant population,Total - Place of birth for the immigrant population in private households - 25% sample data,85,147190
Selected places of birth for the immigrant population,  Americas,,20975
Selected places of birth for the immigrant population,    Brazil,,1220
Selected places of birth for the immigrant population,    Colombia,,2120
Selected places of birth for the immigrant population,    El Salvador,,2070
Selected places of birth for the immigrant population,    Guyana,,2405
Selected places of birth for the immigrant population,    Haiti,,145
Selected places of birth for the immigrant population,    Jamaica,,2335
Selected places of birth for the immigrant population,    Mexico,,1060
Selected places of birth for the immigrant population,    Peru,,155
Selected places of birth for the immigrant population,    Trinidad and Tobago,,885
Selected places of birth for the immigrant population,    United States of America,,4420
Selected places of birth for the immigrant population,    Other places of birth in Americas,,4165
Selected places of birth for the immigrant population,  Europe,,47965
Selected places of birth for the immigrant population,    Bosnia and Herzegovina,,2890
Selected places of birth for the immigrant population,    Croatia,,2015
Selected places of birth for the immigrant population,    France,,425
Selected places of birth for the immigrant population,    Germany,,3845
Selected places of birth for the immigrant population,    Greece,,555
Selected places of birth for the immigrant population,    Hungary,,675
Selected places of birth for the immigrant population,    Italy,,1155
Selected places of birth for the immigrant population,    Netherlands,,1345
Selected places of birth for the immigrant population,    Poland,,4025
Selected places of birth for the immigrant population,    Portugal,,6590
Selected places of birth for the immigrant population,    Romania,,4720
Selected places of birth for the immigrant population,    Russian Federation,,990
Selected places of birth for the immigrant population,    Serbia,86,2420
Selected places of birth for the immigrant population,    Ukraine,,1015
Selected places of birth for the immigrant population,    United Kingdom,87,10235
Selected places of birth for the immigrant population,    Other places of birth in Europe,,5080
Selected places of birth for the immigrant population,  Africa,,13795
Selected places of birth for the immigrant population,    Algeria,,60
Selected places of birth for the immigrant population,"    Congo, Democratic Republic of the",,215
Selected places of birth for the immigrant population,    Egypt,,1335
Selected places of birth for the immigrant population,    Eritrea,,3125
Selected places of birth for the immigrant population,    Ethiopia,,1665
Selected places of birth for the immigrant population,    Morocco,,55
Selected places of birth for the immigrant population,    Nigeria,,1465
Selected places of birth for the immigrant population,    Somalia,,930
Selected places of birth for the immigrant population,"    South Africa, Republic of",,755
Selected places of birth for the immigrant population,    Other places of birth in Africa,,4190
Selected places of birth for the immigrant population,  Asia,,63975
Selected places of birth for the immigrant population,    Afghanistan,,1430
Selected places of birth for the immigrant population,    Iran,88,2240
Selected places of birth for the immigrant population,    Iraq,,2325
Selected places of birth for the immigrant population,    Lebanon,,910
Selected places of birth for the immigrant population,    Syria,89,3525
Selected places of birth for the immigrant population,    Turkey,,1210
Selected places of birth for the immigrant population,    China,90,7120
Selected places of birth for the immigrant population,    Hong Kong,91,860
Selected places of birth for the immigrant population,"    Korea, South",92,1650
Selected places of birth for the immigrant population,    Taiwan,,475
Selected places of birth for the immigrant population,    Philippines,,4170
Selected places of birth for the immigrant population,    Viet Nam,,3525
Selected places of birth for the immigrant population,    Bangladesh,,1000
Selected places of birth for the immigrant population,    India,,18280
Selected places of birth for the immigrant population,    Pakistan,,6140
Selected places of birth for the immigrant population,    Sri Lanka,,870
Selected places of birth for the immigrant population,    Other places of birth in Asia,,8250
Selected places of birth for the immigrant population,  Oceania and other places of birth,93,480
Selected places of birth for the recent immigrant population ,Total - Place of birth for the recent immigrant population in private households - 25% sample data,94,27840
Selected places of birth for the recent immigrant population ,  Americas,,2805
Selected places of birth for the recent immigrant population ,    Brazil,,695
Selected places of birth for the recent immigrant population ,    Colombia,,260
Selected places of birth for the recent immigrant population ,    Haiti,,20
Selected places of birth for the recent immigrant population ,    Jamaica,,310
Selected places of birth for the recent immigrant population ,    Mexico,,115
Selected places of birth for the recent immigrant population ,    United States of America,,595
Selected places of birth for the recent immigrant population ,    Venezuela,95,200
Selected places of birth for the recent immigrant population ,    Other places of birth in Americas,,610
Selected places of birth for the recent immigrant population ,  Europe,,2005
Selected places of birth for the recent immigrant population ,    France,,55
Selected places of birth for the recent immigrant population ,    Germany,,175
Selected places of birth for the recent immigrant population ,    Ireland,96,45
Selected places of birth for the recent immigrant population ,    Italy,,30
Selected places of birth for the recent immigrant population ,    Russian Federation,,210
Selected places of birth for the recent immigrant population ,    Ukraine,,325
Selected places of birth for the recent immigrant population ,    United Kingdom,87,235
Selected places of birth for the recent immigrant population ,    Other places of birth in Europe,,925
Selected places of birth for the recent immigrant population ,  Africa,,5525
Selected places of birth for the recent immigrant population ,    Algeria,,0
Selected places of birth for the recent immigrant population ,    Burundi,,10
Selected places of birth for the recent immigrant population ,    Cameroon,,65
Selected places of birth for the recent immigrant population ,"    Congo, Democratic Republic of the",,95
Selected places of birth for the recent immigrant population ,    Côte d'Ivoire,,15
Selected places of birth for the recent immigrant population ,    Egypt,,220
Selected places of birth for the recent immigrant population ,    Eritrea,,2215
Selected places of birth for the recent immigrant population ,    Ethiopia,,480
Selected places of birth for the recent immigrant population ,    Morocco,,10
Selected places of birth for the recent immigrant population ,    Nigeria,,945
Selected places of birth for the recent immigrant population ,    Somalia,,260
Selected places of birth for the recent immigrant population ,"    South Africa, Republic of",,200
Selected places of birth for the recent immigrant population ,    Sudan,97,325
Selected places of birth for the recent immigrant population ,    Tunisia,,30
Selected places of birth for the recent immigrant population ,    Other places of birth in Africa,,660
Selected places of birth for the recent immigrant population ,  Asia,,17410
Selected places of birth for the recent immigrant population ,    Afghanistan,,285
Selected places of birth for the recent immigrant population ,    Bangladesh,,195
Selected places of birth for the recent immigrant population ,    China,90,1440
Selected places of birth for the recent immigrant population ,    Hong Kong,91,45
Selected places of birth for the recent immigrant population ,    India,,6580
Selected places of birth for the recent immigrant population ,    Iran,88,400
Selected places of birth for the recent immigrant population ,    Iraq,,545
Selected places of birth for the recent immigrant population ,    Israel,,295
Selected places of birth for the recent immigrant population ,    Japan,,85
Selected places of birth for the recent immigrant population ,    Jordan,,220
Selected places of birth for the recent immigrant population ,"    Korea, South",92,280
Selected places of birth for the recent immigrant population ,    Lebanon,,180
Selected places of birth for the recent immigrant population ,    Nepal,,45
Selected places of birth for the recent immigrant population ,    Pakistan,,1000
Selected places of birth for the recent immigrant population ,    Philippines,,1015
Selected places of birth for the recent immigrant population ,    Saudi Arabia,,320
Selected places of birth for the recent immigrant population ,    Sri Lanka,,95
Selected places of birth for the recent immigrant population ,    Syria,89,2500
Selected places of birth for the recent immigrant population ,    Turkey,,755
Selected places of birth for the recent immigrant population ,    United Arab Emirates,,245
Selected places of birth for the recent immigrant population ,    Viet Nam,,300
Selected places of birth for the recent immigrant population ,    Other places of birth in Asia,,575
Selected places of birth for the recent immigrant population ,  Oceania and other,93,100
Selected places of birth for the recent immigrant population ,    Australia,,75
Selected places of birth for the recent immigrant population ,    Other places of birth,98,25
Generation status,Total - Generation status for the population in private households - 25% sample data,99,579385
Generation status,  First generation,100,174480
Generation status,  Second generation,101,120375
Generation status,  Third generation or more,102,284530
Admission category and applicant type,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,103,118320
Admission category and applicant type,  Economic immigrants,104,52915
Admission category and applicant type,    Principal applicants,105,21550
Admission category and applicant type,    Secondary applicants,106,31370
Admission category and applicant type,  Immigrants sponsored by family,107,31640
Admission category and applicant type,  Refugees,108,32725
Admission category and applicant type,  Other immigrants,109,1035
Pre-admission experience,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,110,118320
Pre-admission experience,  Asylum claim before admission,111,6735
Pre-admission experience,  Work permits only before admission,112,9110
Pre-admission experience,  Study permits only before admission,113,2955
Pre-admission experience,  Work and study permits before admission,114,6825
Pre-admission experience,  Other permits before admission,115,535
Pre-admission experience,  No pre-admission experience,116,92155
Visible minority,Total - Visible minority for the population in private households - 25% sample data,117,579380
Visible minority,  Total visible minority population,118,159060
Visible minority,    South Asian,,55380
Visible minority,    Chinese,,17235
Visible minority,    Black,,26590
Visible minority,    Filipino,,5990
Visible minority,    Arab,,10960
Visible minority,    Latin American,,12810
Visible minority,    Southeast Asian,,10535
Visible minority,    West Asian,,6040
Visible minority,    Korean,,3155
Visible minority,    Japanese,,1245
Visible minority,"    Visible minority, n.i.e.",119,4065
Visible minority,    Multiple visible minorities,,5070
Visible minority,  Not a visible minority,120,420325
Ethnic or cultural origin,Total - Ethnic or cultural origin for the population in private households - 25% sample data,121,579385
Ethnic or cultural origin,  Canadian,,74710
Ethnic or cultural origin,  English,,105330
Ethnic or cultural origin,  Irish,,86040
Ethnic or cultural origin,  Scottish,,86380
Ethnic or cultural origin,"  French, n.o.s.",122,36810
Ethnic or cultural origin,  German,,102780
Ethnic or cultural origin,  Chinese,,18290
Ethnic or cultural origin,  Italian,,19730
Ethnic or cultural origin,  Indian (India),,31080
Ethnic or cultural origin,  Ukrainian,,12735
Ethnic or cultural origin,  Dutch,,23815
Ethnic or cultural origin,  Polish,,23490
Ethnic or cultural origin,  Québécois,,905
Ethnic or cultural origin,"  British Isles, n.o.s.",123,21955
Ethnic or cultural origin,  Filipino,,6010
Ethnic or cultural origin,  French Canadian,,6005
Ethnic or cultural origin,"  Caucasian (White), n.o.s.",124,9370
Ethnic or cultural origin,"  First Nations (North American Indian), n.o.s.",125,4595
Ethnic or cultural origin,  Métis,,3570
Ethnic or cultural origin,"  European, n.o.s.",126,8600
Ethnic or cultural origin,  Russian,,6230
Ethnic or cultural origin,  Norwegian,,2285
Ethnic or cultural origin,  Welsh,,8355
Ethnic or cultural origin,  Portuguese,,19995
Ethnic or cultural origin,  American,,5960
Ethnic or cultural origin,  Spanish,,5400
Ethnic or cultural origin,  Swedish,,2325
Ethnic or cultural origin,  Hungarian,,8325
Ethnic or cultural origin,  Acadian,,1360
Ethnic or cultural origin,  Pakistani,,8035
Ethnic or cultural origin,"  African, n.o.s.",127,4760
Ethnic or cultural origin,  Jewish,,2040
Ethnic or cultural origin,  Punjabi,,4620
Ethnic or cultural origin,  Vietnamese,,6005
Ethnic or cultural origin,"  Arab, n.o.s.",128,4745
Ethnic or cultural origin,  Greek,,3710
Ethnic or cultural origin,  Jamaican,,5155
Ethnic or cultural origin,"  Asian, n.o.s.",129,2995
Ethnic or cultural origin,"  Cree, n.o.s.",130,445
Ethnic or cultural origin,  Korean,,3050
Ethnic or cultural origin,  Romanian,,9145
Ethnic or cultural origin,  Lebanese,,1845
Ethnic or cultural origin,  Iranian,,2775
Ethnic or cultural origin,"  Christian, n.i.e.",131,3475
Ethnic or cultural origin,  Danish,,2330
Ethnic or cultural origin,"  North American Indigenous, n.o.s.",132,2000
Ethnic or cultural origin,  Sikh,,2805
Ethnic or cultural origin,  Austrian,,4085
Ethnic or cultural origin,  Belgian,,2455
Ethnic or cultural origin,  Haitian,,195
Ethnic or cultural origin,  Hindu,,4065
Ethnic or cultural origin,  Mexican,,2040
Ethnic or cultural origin,  Mennonite,,5840
Ethnic or cultural origin,  Swiss,,8130
Ethnic or cultural origin,  Finnish,,1855
Ethnic or cultural origin,  Sri Lankan,,970
Ethnic or cultural origin,  Croatian,,5030
Ethnic or cultural origin,  Japanese,,1535
Ethnic or cultural origin,"  South Asian, n.o.s.",133,2315
Ethnic or cultural origin,"  Mi'kmaq, n.o.s.",134,1395
Ethnic or cultural origin,"  Northern European, n.o.s.",135,1315
Ethnic or cultural origin,  Muslim,,3045
Ethnic or cultural origin,  Egyptian,,1760
Ethnic or cultural origin,"  Latin, Central or South American, n.o.s.",136,2660
Ethnic or cultural origin,  Tamil,,910
Ethnic or cultural origin,  Icelandic,,555
Ethnic or cultural origin,  Colombian,,2305
Ethnic or cultural origin,  Moroccan,,95
Ethnic or cultural origin,  Czech,,2240
Ethnic or cultural origin,  Syrian,,2525
Ethnic or cultural origin,  Guyanese,,3025
Ethnic or cultural origin,  Afghan,,2360
Ethnic or cultural origin,"  Black, n.o.s.",137,1410
Ethnic or cultural origin,  Serbian,,6820
Ethnic or cultural origin,  Ojibway,,870
Ethnic or cultural origin,  Newfoundlander,,2875
Ethnic or cultural origin,  Hong Konger,,470
Ethnic or cultural origin,  Ontarian,,3070
Ethnic or cultural origin,  Persian,,1320
Ethnic or cultural origin,  Trinidadian/Tobagonian,,1465
Ethnic or cultural origin,  Turkish,,2380
Ethnic or cultural origin,"  Inuit, n.o.s.",138,405
Ethnic or cultural origin,  Bangladeshi,,1195
Ethnic or cultural origin,  Algerian,,70
Ethnic or cultural origin,  Brazilian,,1940
Ethnic or cultural origin,  Nigerian,,1340
Ethnic or cultural origin,  Armenian,,1335
Ethnic or cultural origin,  Slovak,,1800
Ethnic or cultural origin,"  Eastern European, n.o.s.",139,1325
Ethnic or cultural origin,  Somali,,1795
Ethnic or cultural origin,  Taiwanese,,585
Ethnic or cultural origin,  Iraqi,,1680
Ethnic or cultural origin,  Salvadorean,,2250
Ethnic or cultural origin,  African Caribbean,,665
Ethnic or cultural origin,"  East or Southeast Asian, n.o.s.",140,1035
Ethnic or cultural origin,"  West or Central Asian or Middle Eastern, n.o.s.",141,1505
Ethnic or cultural origin,"  Caribbean, n.o.s.",142,805
Ethnic or cultural origin,  Algonquin,,345
Ethnic or cultural origin,"  West Indian, n.o.s.",143,1005
Ethnic or cultural origin,  Lithuanian,,960
Ethnic or cultural origin,  South African,,740
Ethnic or cultural origin,  Australian,,635
Ethnic or cultural origin,  Palestinian,,1220
Ethnic or cultural origin,  Chilean,,510
Ethnic or cultural origin,  Congolese,,350
Ethnic or cultural origin,  Nova Scotian,,505
Ethnic or cultural origin,  Ethiopian,,1585
Ethnic or cultural origin,"  Hispanic, n.o.s.",144,1005
Ethnic or cultural origin,  Peruvian,,305
Ethnic or cultural origin,  Yoruba,,825
Ethnic or cultural origin,  Cambodian (Khmer),,600
Ethnic or cultural origin,  Berber,,155
Ethnic or cultural origin,  Albanian,,1135
Ethnic or cultural origin,  Maltese,,790
Ethnic or cultural origin,  Macedonian,,730
Ethnic or cultural origin,  Slovenian,,1120
Ethnic or cultural origin,"  Western European, n.o.s.",145,615
Ethnic or cultural origin,  New Brunswicker,,295
Ethnic or cultural origin,  Gujarati,,1785
Ethnic or cultural origin,  Eritrean,,3240
Ethnic or cultural origin,  African Canadian,,465
Ethnic or cultural origin,  Israeli,,360
Ethnic or cultural origin,  Mohawk,,445
Ethnic or cultural origin,"  Czechoslovakian, n.o.s.",146,560
Ethnic or cultural origin,  Bulgarian,,635
Ethnic or cultural origin,  Albertan,,55
Ethnic or cultural origin,  Ghanaian,,495
Ethnic or cultural origin,  Barbadian,,585
Ethnic or cultural origin,  African American,,290
Ethnic or cultural origin,"  Yugoslavian, n.o.s.",147,1145
Ethnic or cultural origin,  Tunisian,,55
Ethnic or cultural origin,"  Slavic, n.o.s.",148,655
Ethnic or cultural origin,  Cuban,,550
Ethnic or cultural origin,  Bosnian,,1485
Ethnic or cultural origin,  Venezuelan,,370
Ethnic or cultural origin,"  Innu/Montagnais, n.o.s.",149,25
Ethnic or cultural origin,  Latvian,,550
Ethnic or cultural origin,  Bengali,,445
Ethnic or cultural origin,  Cameroonian,,120
Ethnic or cultural origin,  Guatemalan,,840
Ethnic or cultural origin,  Indonesian,,355
Ethnic or cultural origin,  Laotian,,1970
Ethnic or cultural origin,  Ilocano,,160
Ethnic or cultural origin,  Northern Irish,,625
Ethnic or cultural origin,"  Celtic, n.o.s.",150,300
Ethnic or cultural origin,  British Columbian,,50
Ethnic or cultural origin,  Ecuadorian,,275
Ethnic or cultural origin,  Franco Ontarian,,245
Ethnic or cultural origin,  Argentinian,,365
Ethnic or cultural origin,  Estonian,,555
Ethnic or cultural origin,  Kurdish,,910
Ethnic or cultural origin,  Fijian,,30
Ethnic or cultural origin,  Jatt,,335
Ethnic or cultural origin,"  North American, n.o.s.",151,375
Ethnic or cultural origin,  Coptic,,420
Ethnic or cultural origin,  Thai,,465
Ethnic or cultural origin,  Dominican,,375
Ethnic or cultural origin,  Nepali,,555
Ethnic or cultural origin,  Kabyle,,25
Ethnic or cultural origin,  Assyrian,,375
Ethnic or cultural origin,  Igbo,,240
Ethnic or cultural origin,  Byelorussian,,320
Ethnic or cultural origin,"  Dene, n.o.s.",152,0
Ethnic or cultural origin,"  Blackfoot, n.o.s.",153,105
Ethnic or cultural origin,  Abenaki,,40
Ethnic or cultural origin,  Moldovan,,290
Ethnic or cultural origin,"  Iroquois (Haudenosaunee), n.o.s.",154,100
Ethnic or cultural origin,  New Zealander,,240
Ethnic or cultural origin,  Sudanese,,810
Ethnic or cultural origin,  Breton,,25
Ethnic or cultural origin,  Pennsylvania Dutch,,1900
Ethnic or cultural origin,  Malaysian,,205
Ethnic or cultural origin,  Plains Cree,,10
Ethnic or cultural origin,"  North African, n.o.s.",155,105
Ethnic or cultural origin,  Huron (Wendat),,50
Ethnic or cultural origin,  Saskatchewanian,,45
Ethnic or cultural origin,  Buddhist,,350
Ethnic or cultural origin,  Gaspesian,,35
Ethnic or cultural origin,  Norman,,75
Ethnic or cultural origin,"  Southern or East African, n.o.s.",156,355
Ethnic or cultural origin,  Ivorian,,20
Ethnic or cultural origin,  Saulteaux,,15
Ethnic or cultural origin,"  Anishinaabe, n.o.s.",157,155
Ethnic or cultural origin,  Burundian,,35
Ethnic or cultural origin,  Tigrinya,,1095
Ethnic or cultural origin,  Nicaraguan,,835
Ethnic or cultural origin,  Mauritian,,135
Ethnic or cultural origin,  Kenyan,,265
Ethnic or cultural origin,  Oji-Cree,,10
Ethnic or cultural origin,  Vincentian,,160
Ethnic or cultural origin,  Jordanian,,365
Ethnic or cultural origin,  Manitoban,,55
Ethnic or cultural origin,  Cape Bretoner,,220
Ethnic or cultural origin,  Rwandan,,65
Ethnic or cultural origin,  Grenadian,,140
Ethnic or cultural origin,  Malayali,,450
Ethnic or cultural origin,  Chaldean,,130
Ethnic or cultural origin,  Sinhalese,,190
Ethnic or cultural origin,  Mayan,,285
Ethnic or cultural origin,  Honduran,,230
Ethnic or cultural origin,  Cherokee,,95
Ethnic or cultural origin,  Qalipu Mi'kmaq,,110
Ethnic or cultural origin,  Indo-Caribbean,,270
Ethnic or cultural origin,  Flemish,,155
Ethnic or cultural origin,  United Empire Loyalist,,245
Ethnic or cultural origin,  Senegalese,,20
Ethnic or cultural origin,  Azerbaijani,,200
Ethnic or cultural origin,  Sicilian,,175
Ethnic or cultural origin,  Pashtun,,445
Ethnic or cultural origin,  Malay,,85
Ethnic or cultural origin,  Goan,,140
Ethnic or cultural origin,"  Bantu, n.o.s.",158,50
Ethnic or cultural origin,  Tibetan,,25
Ethnic or cultural origin,  Zimbabwean,,245
Ethnic or cultural origin,  Burmese,,480
Ethnic or cultural origin,  Mongolian,,75
Ethnic or cultural origin,  Azorean,,575
Ethnic or cultural origin,  Atikamekw,,0
Ethnic or cultural origin,  Bamileke,,0
Ethnic or cultural origin,  Indo-Guyanese,,270
Ethnic or cultural origin,  Ugandan,,100
Ethnic or cultural origin,  Oromo,,305
Ethnic or cultural origin,  Tanzanian,,135
Ethnic or cultural origin,  Yemeni,,130
Ethnic or cultural origin,  Central African,,30
Ethnic or cultural origin,  Libyan,,375
Ethnic or cultural origin,  Basque,,50
Ethnic or cultural origin,  Uruguayan,,115
Ethnic or cultural origin,"  Akan, n.o.s.",159,140
Ethnic or cultural origin,"  Central or West African, n.o.s.",160,135
Ethnic or cultural origin,  Igorot,,65
Ethnic or cultural origin,  Fulani,,0
Ethnic or cultural origin,  Woodland Cree,,15
Ethnic or cultural origin,  Guinean,,40
Ethnic or cultural origin,  St. Lucian,,125
Ethnic or cultural origin,  Prince Edward Islander,,75
Ethnic or cultural origin,  Maliseet,,15
Ethnic or cultural origin,  Beninese,,0
Ethnic or cultural origin,  Telugu,,140
Ethnic or cultural origin,  Roma,,135
Ethnic or cultural origin,  Costa Rican,,140
Ethnic or cultural origin,  African Nova Scotian,,45
Ethnic or cultural origin,  Malagasy,,0
Ethnic or cultural origin,  Kashmiri,,70
Ethnic or cultural origin,  Singaporean,,80
Ethnic or cultural origin,  Karen,,65
Ethnic or cultural origin,  Edo,,115
Ethnic or cultural origin,  Tajik,,185
Ethnic or cultural origin,  Amhara,,285
Ethnic or cultural origin,  Paraguayan,,70
Religion,Total - Religion for the population in private households - 25% sample data,161,579380
Religion,  Buddhist,,5600
Religion,  Christian,,307540
Religion,"    Christian, n.o.s.",162,50360
Religion,    Anabaptist,,12540
Religion,    Anglican,,17280
Religion,    Baptist,,8360
Religion,    Catholic,,131270
Religion,    Christian Orthodox,,16220
Religion,    Jehovah's Witness,,1975
Religion,    Latter Day Saints,,865
Religion,    Lutheran,,16740
Religion,    Methodist and Wesleyan (Holiness),,1840
Religion,    Pentecostal and other Charismatic,,8070
Religion,    Presbyterian,,9980
Religion,    Reformed,,1775
Religion,    United Church,,17810
Religion,    Other Christian and Christian-related traditions,,12445
Religion,  Hindu,,19595
Religion,  Jewish,,1490
Religion,  Muslim,,38675
Religion,  Sikh,,12310
Religion,  Traditional (North American Indigenous) spirituality,,125
Religion,  Other religions and spiritual traditions,,4460
Religion,  No religion and secular perspectives,,189585
Mobility status 1 year ago,Total - Mobility status 1 year ago - 25% sample data,163,573405
Mobility status 1 year ago,  Non-movers,,496640
Mobility status 1 year ago,  Movers,,76765
Mobility status 1 year ago,    Non-migrants,,40145
Mobility status 1 year ago,    Migrants,,36620
Mobility status 1 year ago,      Internal migrants,,30890
Mobility status 1 year ago,        Intraprovincial migrants,,28865
Mobility status 1 year ago,        Interprovincial migrants,,2020
Mobility status 1 year ago,      External migrants,,5735
Mobility status 5 years ago,Total - Mobility status 5 years ago - 25% sample data,164,547965
Mobility status 5 years ago,  Non-movers,,321625
Mobility status 5 years ago,  Movers,,226330
Mobility status 5 years ago,    Non-migrants,,79560
