Topic,Characteristic,Note,Total
Household characteristics,  2016 to 2021,57,8320
Household characteristics,Total - Occupied private dwellings by dwelling condition - 25% sample data,58,73560
Household characteristics,  Only regular maintenance and minor repairs needed,,71140
Household characteristics,  Major repairs needed,,2420
Household characteristics,Total - Private households by number of household maintainers - 25% sample data,59,73560
Household characteristics,  One-maintainer household,,32085
Household characteristics,  Two-maintainer household,,38490
Household characteristics,  Three-or-more-maintainer household,,2980
Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,60,73560
Household characteristics,  15 to 24 years,,700
Household characteristics,  25 to 34 years,,5795
Household characteristics,  35 to 44 years,,13370
Household characteristics,  45 to 54 years,,19345
Household characteristics,  55 to 64 years,,15745
Household characteristics,  65 to 74 years,,9810
Household characteristics,  75 to 84 years,,6310
Household characteristics,  85 years and over,,2485
Household characteristics,"Total - Owner and tenant households with household total income greater than zero, in non-farm, non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",61,73110
Household characteristics,  Spending less than 30% of income on shelter costs,,53810
Household characteristics,  Spending 30% or more of income on shelter costs,,19295
Household characteristics,    30% to less than 100%,,15945
Household characteristics,Total - Occupied private dwellings by housing indicators - 25% sample data,62,73560
Household characteristics,  Total - Households 'spending 30% or more of income on shelter costs' or 'not suitable' or 'major repairs needed',,22990
Household characteristics,    Spending 30% or more of income on shelter costs only,,17815
Household characteristics,    Not suitable only,,1970
Household characteristics,    Major repairs needed only,,1565
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'not suitable',,790
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'major repairs needed',,670
Household characteristics,    'Not suitable' and 'major repairs needed',,155
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'not suitable' and 'major repairs needed',,20
Household characteristics,  Acceptable housing,,50565
Household characteristics,"Total - Owner and tenant households with household total income greater than zero and shelter-cost-to-income ratio less than 100%, in non-farm, non-reserve private dwellings - 25% sample data",63,69760
Household characteristics,  In core need,,6985
Household characteristics,  Not in core need,,62780
Household characteristics,"Total - Owner households in non-farm, non-reserve private dwellings - 25% sample data",,57025
Household characteristics,  % of owner households with a mortgage,64,61.1
Household characteristics,  % of owner households spending 30% or more of its income on shelter costs,61,20.8
Household characteristics,  % in core housing need,63,6.1
Household characteristics,  Median monthly shelter costs for owned dwellings ($),65,2080
Household characteristics,  Average monthly shelter costs for owned dwellings ($),65,2384
Household characteristics,  Median value of dwellings ($),66,1200000
Household characteristics,  Average value of dwellings ($),66,1388000
Household characteristics,"Total - Tenant households in non-farm, non-reserve private dwellings - 25% sample data",,16530
Household characteristics,  % of tenant households in subsidized housing,67,11.7
Household characteristics,  % of tenant households spending 30% or more of its income on shelter costs,61,45.8
Household characteristics,  % in core housing need,63,24.2
Household characteristics,  Median monthly shelter costs for rented dwellings ($),65,2040
Household characteristics,  Average monthly shelter costs for rented dwellings ($),65,2146
Household characteristics,"Total - Households living in a dwelling provided by the local government, First Nation or Indian band in non-farm private dwellings - 25% sample data",,0
Household characteristics,"  % of households living in a dwelling provided by the local government, First Nation or Indian band spending more than 30% on shelter costs",61,
Household characteristics,"  Median monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",65,
Household characteristics,"  Average monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",65,
Indigenous ancestry,Total - Indigenous ancestry for the population in private households - 25% sample data,68,212055
Indigenous ancestry,  Indigenous ancestry (only),69,295
Indigenous ancestry,    Single Indigenous ancestry (only),70,290
Indigenous ancestry,      First Nations (North American Indian) single ancestry,,205
Indigenous ancestry,      Métis single ancestry,,80
Indigenous ancestry,      Inuit single ancestry,,0
Indigenous ancestry,    Multiple Indigenous ancestries (only),71,0
Indigenous ancestry,      First Nations (North American Indian) and Métis ancestry only,,0
Indigenous ancestry,      First Nations (North American Indian) and Inuit ancestry only,,0
Indigenous ancestry,      Métis and Inuit ancestry only,,0
Indigenous ancestry,      First Nations (North American Indian) and Métis and Inuit ancestry only,,0
Indigenous ancestry,  Indigenous and non-Indigenous ancestries,72,1835
Indigenous ancestry,    Single Indigenous and non-Indigenous ancestries,73,1800
Indigenous ancestry,      First Nations (North American Indian) and non-Indigenous ancestry only,,1275
Indigenous ancestry,      Métis and non-Indigenous ancestry only,,520
Indigenous ancestry,      Inuit and non-Indigenous ancestry only,,10
Indigenous ancestry,    Multiple Indigenous and non-Indigenous ancestries,74,30
Indigenous ancestry,      First Nations (North American Indian) and Métis and non-Indigenous ancestry only,,30
Indigenous ancestry,      First Nations (North American Indian) and Inuit and non-Indigenous ancestry only,,0
Indigenous ancestry,      Métis and Inuit and non-Indigenous ancestry only,,0
Indigenous ancestry,      First Nations (North American Indian) and Métis and Inuit and non-Indigenous ancestry only,,0
Indigenous ancestry,  Non-Indigenous ancestry only,75,209930
Citizenship,Total - Citizenship for the population in private households - 25% sample data,76,212055
Citizenship,  Canadian citizens,77,181815
Citizenship,    Canadian citizens aged under 18,,42140
Citizenship,    Canadian citizens aged 18 and over,,139670
Citizenship,  Not Canadian citizens,78,30245
Immigrant status and period of immigration,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,79,212055
Immigrant status and period of immigration,  Non-immigrants,80,119590
Immigrant status and period of immigration,  Immigrants,81,87340
Immigrant status and period of immigration,    Before 1980,,15260
Immigrant status and period of immigration,    1980 to 1990,,8250
Immigrant status and period of immigration,    1991 to 2000,,14245
Immigrant status and period of immigration,    2001 to 2010,,21195
Immigrant status and period of immigration,    2011 to 2021,82,28390
Immigrant status and period of immigration,      2011 to 2015,,12900
Immigrant status and period of immigration,      2016 to 2021,,15490
Immigrant status and period of immigration,  Non-permanent residents,83,5120
Age at immigration,Total - Age at immigration for the immigrant population in private households - 25% sample data,84,87345
Age at immigration,  Under 5 years,,9080
Age at immigration,  5 to 14 years,,16115
Age at immigration,  15 to 24 years,,13045
Age at immigration,  25 to 44 years,,40985
Age at immigration,  45 years and over,,8125
Selected places of birth for the immigrant population,Total - Place of birth for the immigrant population in private households - 25% sample data,85,87345
Selected places of birth for the immigrant population,  Americas,,10630
Selected places of birth for the immigrant population,    Brazil,,920
Selected places of birth for the immigrant population,    Colombia,,760
Selected places of birth for the immigrant population,    El Salvador,,105
Selected places of birth for the immigrant population,    Guyana,,410
Selected places of birth for the immigrant population,    Haiti,,30
Selected places of birth for the immigrant population,    Jamaica,,1090
Selected places of birth for the immigrant population,    Mexico,,660
Selected places of birth for the immigrant population,    Peru,,650
Selected places of birth for the immigrant population,    Trinidad and Tobago,,830
Selected places of birth for the immigrant population,    United States of America,,2770
Selected places of birth for the immigrant population,    Other places of birth in Americas,,2415
Selected places of birth for the immigrant population,  Europe,,22605
Selected places of birth for the immigrant population,    Bosnia and Herzegovina,,640
Selected places of birth for the immigrant population,    Croatia,,1155
Selected places of birth for the immigrant population,    France,,275
Selected places of birth for the immigrant population,    Germany,,950
Selected places of birth for the immigrant population,    Greece,,310
Selected places of birth for the immigrant population,    Hungary,,295
Selected places of birth for the immigrant population,    Italy,,1530
Selected places of birth for the immigrant population,    Netherlands,,380
Selected places of birth for the immigrant population,    Poland,,2350
Selected places of birth for the immigrant population,    Portugal,,1830
Selected places of birth for the immigrant population,    Romania,,1020
Selected places of birth for the immigrant population,    Russian Federation,,940
Selected places of birth for the immigrant population,    Serbia,86,515
Selected places of birth for the immigrant population,    Ukraine,,815
Selected places of birth for the immigrant population,    United Kingdom,87,6470
Selected places of birth for the immigrant population,    Other places of birth in Europe,,3145
Selected places of birth for the immigrant population,  Africa,,7270
Selected places of birth for the immigrant population,    Algeria,,70
Selected places of birth for the immigrant population,"    Congo, Democratic Republic of the",,45
Selected places of birth for the immigrant population,    Egypt,,2880
Selected places of birth for the immigrant population,    Eritrea,,0
Selected places of birth for the immigrant population,    Ethiopia,,45
Selected places of birth for the immigrant population,    Morocco,,130
Selected places of birth for the immigrant population,    Nigeria,,990
Selected places of birth for the immigrant population,    Somalia,,70
Selected places of birth for the immigrant population,"    South Africa, Republic of",,1300
Selected places of birth for the immigrant population,    Other places of birth in Africa,,1725
Selected places of birth for the immigrant population,  Asia,,46460
Selected places of birth for the immigrant population,    Afghanistan,,460
Selected places of birth for the immigrant population,    Iran,88,1385
Selected places of birth for the immigrant population,    Iraq,,1515
Selected places of birth for the immigrant population,    Lebanon,,675
Selected places of birth for the immigrant population,    Syria,89,1135
Selected places of birth for the immigrant population,    Turkey,,535
Selected places of birth for the immigrant population,    China,90,13330
Selected places of birth for the immigrant population,    Hong Kong,91,1205
Selected places of birth for the immigrant population,"    Korea, South",92,2180
Selected places of birth for the immigrant population,    Taiwan,,380
Selected places of birth for the immigrant population,    Philippines,,2935
Selected places of birth for the immigrant population,    Viet Nam,,740
Selected places of birth for the immigrant population,    Bangladesh,,240
Selected places of birth for the immigrant population,    India,,8875
Selected places of birth for the immigrant population,    Pakistan,,4980
Selected places of birth for the immigrant population,    Sri Lanka,,595
Selected places of birth for the immigrant population,    Other places of birth in Asia,,5295
Selected places of birth for the immigrant population,  Oceania and other places of birth,93,380
Selected places of birth for the recent immigrant population ,Total - Place of birth for the recent immigrant population in private households - 25% sample data,94,15495
Selected places of birth for the recent immigrant population ,  Americas,,2090
Selected places of birth for the recent immigrant population ,    Brazil,,485
Selected places of birth for the recent immigrant population ,    Colombia,,160
Selected places of birth for the recent immigrant population ,    Haiti,,0
Selected places of birth for the recent immigrant population ,    Jamaica,,45
Selected places of birth for the recent immigrant population ,    Mexico,,180
Selected places of birth for the recent immigrant population ,    United States of America,,715
Selected places of birth for the recent immigrant population ,    Venezuela,95,170
Selected places of birth for the recent immigrant population ,    Other places of birth in Americas,,330
Selected places of birth for the recent immigrant population ,  Europe,,1420
Selected places of birth for the recent immigrant population ,    France,,45
Selected places of birth for the recent immigrant population ,    Germany,,20
Selected places of birth for the recent immigrant population ,    Ireland,96,60
Selected places of birth for the recent immigrant population ,    Italy,,30
Selected places of birth for the recent immigrant population ,    Russian Federation,,175
Selected places of birth for the recent immigrant population ,    Ukraine,,95
Selected places of birth for the recent immigrant population ,    United Kingdom,87,545
Selected places of birth for the recent immigrant population ,    Other places of birth in Europe,,450
Selected places of birth for the recent immigrant population ,  Africa,,1685
Selected places of birth for the recent immigrant population ,    Algeria,,15
Selected places of birth for the recent immigrant population ,    Burundi,,0
Selected places of birth for the recent immigrant population ,    Cameroon,,0
Selected places of birth for the recent immigrant population ,"    Congo, Democratic Republic of the",,0
Selected places of birth for the recent immigrant population ,    Côte d'Ivoire,,25
Selected places of birth for the recent immigrant population ,    Egypt,,595
Selected places of birth for the recent immigrant population ,    Eritrea,,0
Selected places of birth for the recent immigrant population ,    Ethiopia,,0
Selected places of birth for the recent immigrant population ,    Morocco,,25
Selected places of birth for the recent immigrant population ,    Nigeria,,410
Selected places of birth for the recent immigrant population ,    Somalia,,15
Selected places of birth for the recent immigrant population ,"    South Africa, Republic of",,475
Selected places of birth for the recent immigrant population ,    Sudan,97,0
Selected places of birth for the recent immigrant population ,    Tunisia,,0
Selected places of birth for the recent immigrant population ,    Other places of birth in Africa,,95
Selected places of birth for the recent immigrant population ,  Asia,,10250
Selected places of birth for the recent immigrant population ,    Afghanistan,,90
Selected places of birth for the recent immigrant population ,    Bangladesh,,25
Selected places of birth for the recent immigrant population ,    China,90,3695
Selected places of birth for the recent immigrant population ,    Hong Kong,91,100
Selected places of birth for the recent immigrant population ,    India,,2200
Selected places of birth for the recent immigrant population ,    Iran,88,140
Selected places of birth for the recent immigrant population ,    Iraq,,195
Selected places of birth for the recent immigrant population ,    Israel,,30
Selected places of birth for the recent immigrant population ,    Japan,,30
Selected places of birth for the recent immigrant population ,    Jordan,,145
Selected places of birth for the recent immigrant population ,"    Korea, South",92,170
Selected places of birth for the recent immigrant population ,    Lebanon,,135
Selected places of birth for the recent immigrant population ,    Nepal,,0
Selected places of birth for the recent immigrant population ,    Pakistan,,795
Selected places of birth for the recent immigrant population ,    Philippines,,540
Selected places of birth for the recent immigrant population ,    Saudi Arabia,,260
Selected places of birth for the recent immigrant population ,    Sri Lanka,,10
Selected places of birth for the recent immigrant population ,    Syria,89,700
Selected places of birth for the recent immigrant population ,    Turkey,,235
Selected places of birth for the recent immigrant population ,    United Arab Emirates,,380
Selected places of birth for the recent immigrant population ,    Viet Nam,,50
Selected places of birth for the recent immigrant population ,    Other places of birth in Asia,,330
Selected places of birth for the recent immigrant population ,  Oceania and other,93,45
Selected places of birth for the recent immigrant population ,    Australia,,45
Selected places of birth for the recent immigrant population ,    Other places of birth,98,0
Generation status,Total - Generation status for the population in private households - 25% sample data,99,212060
Generation status,  First generation,100,95450
Generation status,  Second generation,101,57375
Generation status,  Third generation or more,102,59230
Admission category and applicant type,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,103,72085
Admission category and applicant type,  Economic immigrants,104,50485
Admission category and applicant type,    Principal applicants,105,18870
Admission category and applicant type,    Secondary applicants,106,31610
Admission category and applicant type,  Immigrants sponsored by family,107,14840
Admission category and applicant type,  Refugees,108,6340
Admission category and applicant type,  Other immigrants,109,425
Pre-admission experience,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,110,72085
Pre-admission experience,  Asylum claim before admission,111,2515
Pre-admission experience,  Work permits only before admission,112,6095
Pre-admission experience,  Study permits only before admission,113,2245
Pre-admission experience,  Work and study permits before admission,114,3530
Pre-admission experience,  Other permits before admission,115,300
Pre-admission experience,  No pre-admission experience,116,57400
Visible minority,Total - Visible minority for the population in private households - 25% sample data,117,212060
Visible minority,  Total visible minority population,118,90130
Visible minority,    South Asian,,28685
Visible minority,    Chinese,,23055
Visible minority,    Black,,7020
Visible minority,    Filipino,,4170
Visible minority,    Arab,,10020
Visible minority,    Latin American,,4265
Visible minority,    Southeast Asian,,1600
Visible minority,    West Asian,,2480
Visible minority,    Korean,,3440
Visible minority,    Japanese,,660
Visible minority,"    Visible minority, n.i.e.",119,1290
Visible minority,    Multiple visible minorities,,3445
Visible minority,  Not a visible minority,120,121930
Ethnic or cultural origin,Total - Ethnic or cultural origin for the population in private households - 25% sample data,121,212055
Ethnic or cultural origin,  Canadian,,17040
Ethnic or cultural origin,  English,,30610
Ethnic or cultural origin,  Irish,,24840
Ethnic or cultural origin,  Scottish,,24210
Ethnic or cultural origin,"  French, n.o.s.",122,9570
Ethnic or cultural origin,  German,,11935
Ethnic or cultural origin,  Chinese,,22720
Ethnic or cultural origin,  Italian,,15315
Ethnic or cultural origin,  Indian (India),,15700
Ethnic or cultural origin,  Ukrainian,,6060
Ethnic or cultural origin,  Dutch,,4645
Ethnic or cultural origin,  Polish,,8660
Ethnic or cultural origin,  Québécois,,285
Ethnic or cultural origin,"  British Isles, n.o.s.",123,8190
Ethnic or cultural origin,  Filipino,,4250
Ethnic or cultural origin,  French Canadian,,1750
Ethnic or cultural origin,"  Caucasian (White), n.o.s.",124,2475
Ethnic or cultural origin,"  First Nations (North American Indian), n.o.s.",125,625
Ethnic or cultural origin,  Métis,,635
Ethnic or cultural origin,"  European, n.o.s.",126,2715
Ethnic or cultural origin,  Russian,,3055
Ethnic or cultural origin,  Norwegian,,865
Ethnic or cultural origin,  Welsh,,2620
Ethnic or cultural origin,  Portuguese,,6720
Ethnic or cultural origin,  American,,2415
Ethnic or cultural origin,  Spanish,,2995
Ethnic or cultural origin,  Swedish,,1095
Ethnic or cultural origin,  Hungarian,,2290
Ethnic or cultural origin,  Acadian,,305
Ethnic or cultural origin,  Pakistani,,6975
Ethnic or cultural origin,"  African, n.o.s.",127,1870
Ethnic or cultural origin,  Jewish,,1285
Ethnic or cultural origin,  Punjabi,,2155
Ethnic or cultural origin,  Vietnamese,,1210
Ethnic or cultural origin,"  Arab, n.o.s.",128,3910
Ethnic or cultural origin,  Greek,,2620
Ethnic or cultural origin,  Jamaican,,2110
Ethnic or cultural origin,"  Asian, n.o.s.",129,2305
Ethnic or cultural origin,"  Cree, n.o.s.",130,110
Ethnic or cultural origin,  Korean,,3440
Ethnic or cultural origin,  Romanian,,1855
Ethnic or cultural origin,  Lebanese,,1560
Ethnic or cultural origin,  Iranian,,1540
Ethnic or cultural origin,"  Christian, n.i.e.",131,1390
Ethnic or cultural origin,  Danish,,895
Ethnic or cultural origin,"  North American Indigenous, n.o.s.",132,180
Ethnic or cultural origin,  Sikh,,1060
Ethnic or cultural origin,  Austrian,,1190
Ethnic or cultural origin,  Belgian,,565
Ethnic or cultural origin,  Haitian,,55
Ethnic or cultural origin,  Hindu,,2225
Ethnic or cultural origin,  Mexican,,935
Ethnic or cultural origin,  Mennonite,,160
Ethnic or cultural origin,  Swiss,,750
Ethnic or cultural origin,  Finnish,,880
Ethnic or cultural origin,  Sri Lankan,,635
Ethnic or cultural origin,  Croatian,,3865
Ethnic or cultural origin,  Japanese,,915
Ethnic or cultural origin,"  South Asian, n.o.s.",133,1810
Ethnic or cultural origin,"  Mi'kmaq, n.o.s.",134,195
Ethnic or cultural origin,"  Northern European, n.o.s.",135,560
Ethnic or cultural origin,  Muslim,,1245
Ethnic or cultural origin,  Egyptian,,3830
Ethnic or cultural origin,"  Latin, Central or South American, n.o.s.",136,925
Ethnic or cultural origin,  Tamil,,485
Ethnic or cultural origin,  Icelandic,,305
Ethnic or cultural origin,  Colombian,,1000
Ethnic or cultural origin,  Moroccan,,125
Ethnic or cultural origin,  Czech,,730
Ethnic or cultural origin,  Syrian,,1375
Ethnic or cultural origin,  Guyanese,,605
Ethnic or cultural origin,  Afghan,,890
Ethnic or cultural origin,"  Black, n.o.s.",137,390
Ethnic or cultural origin,  Serbian,,2065
Ethnic or cultural origin,  Ojibway,,130
Ethnic or cultural origin,  Newfoundlander,,300
Ethnic or cultural origin,  Hong Konger,,535
Ethnic or cultural origin,  Ontarian,,555
Ethnic or cultural origin,  Persian,,845
Ethnic or cultural origin,  Trinidadian/Tobagonian,,1085
Ethnic or cultural origin,  Turkish,,1205
Ethnic or cultural origin,"  Inuit, n.o.s.",138,15
Ethnic or cultural origin,  Bangladeshi,,335
Ethnic or cultural origin,  Algerian,,85
Ethnic or cultural origin,  Brazilian,,960
Ethnic or cultural origin,  Nigerian,,725
Ethnic or cultural origin,  Armenian,,485
Ethnic or cultural origin,  Slovak,,875
Ethnic or cultural origin,"  Eastern European, n.o.s.",139,510
Ethnic or cultural origin,  Somali,,200
Ethnic or cultural origin,  Taiwanese,,330
Ethnic or cultural origin,  Iraqi,,1025
Ethnic or cultural origin,  Salvadorean,,95
Ethnic or cultural origin,  African Caribbean,,425
Ethnic or cultural origin,"  East or Southeast Asian, n.o.s.",140,680
Ethnic or cultural origin,"  West or Central Asian or Middle Eastern, n.o.s.",141,1310
Ethnic or cultural origin,"  Caribbean, n.o.s.",142,470
Ethnic or cultural origin,  Algonquin,,35
Ethnic or cultural origin,"  West Indian, n.o.s.",143,465
Ethnic or cultural origin,  Lithuanian,,660
Ethnic or cultural origin,  South African,,985
Ethnic or cultural origin,  Australian,,435
Ethnic or cultural origin,  Palestinian,,1310
Ethnic or cultural origin,  Chilean,,175
Ethnic or cultural origin,  Congolese,,90
Ethnic or cultural origin,  Nova Scotian,,165
Ethnic or cultural origin,  Ethiopian,,85
Ethnic or cultural origin,"  Hispanic, n.o.s.",144,390
Ethnic or cultural origin,  Peruvian,,655
Ethnic or cultural origin,  Yoruba,,500
Ethnic or cultural origin,  Cambodian (Khmer),,30
Ethnic or cultural origin,  Berber,,45
Ethnic or cultural origin,  Albanian,,640
Ethnic or cultural origin,  Maltese,,860
Ethnic or cultural origin,  Macedonian,,710
Ethnic or cultural origin,  Slovenian,,730
Ethnic or cultural origin,"  Western European, n.o.s.",145,230
Ethnic or cultural origin,  New Brunswicker,,55
Ethnic or cultural origin,  Gujarati,,405
Ethnic or cultural origin,  Eritrean,,0
Ethnic or cultural origin,  African Canadian,,195
Ethnic or cultural origin,  Israeli,,240
Ethnic or cultural origin,  Mohawk,,85
Ethnic or cultural origin,"  Czechoslovakian, n.o.s.",146,120
Ethnic or cultural origin,  Bulgarian,,475
Ethnic or cultural origin,  Albertan,,20
Ethnic or cultural origin,  Ghanaian,,200
Ethnic or cultural origin,  Barbadian,,255
Ethnic or cultural origin,  African American,,135
Ethnic or cultural origin,"  Yugoslavian, n.o.s.",147,170
Ethnic or cultural origin,  Tunisian,,60
Ethnic or cultural origin,"  Slavic, n.o.s.",148,445
Ethnic or cultural origin,  Cuban,,185
Ethnic or cultural origin,  Bosnian,,580
Ethnic or cultural origin,  Venezuelan,,845
Ethnic or cultural origin,"  Innu/Montagnais, n.o.s.",149,15
Ethnic or cultural origin,  Latvian,,265
Ethnic or cultural origin,  Bengali,,140
Ethnic or cultural origin,  Cameroonian,,0
Ethnic or cultural origin,  Guatemalan,,80
Ethnic or cultural origin,  Indonesian,,265
Ethnic or cultural origin,  Laotian,,125
Ethnic or cultural origin,  Ilocano,,150
Ethnic or cultural origin,  Northern Irish,,340
Ethnic or cultural origin,"  Celtic, n.o.s.",150,140
Ethnic or cultural origin,  British Columbian,,10
Ethnic or cultural origin,  Ecuadorian,,180
Ethnic or cultural origin,  Franco Ontarian,,75
Ethnic or cultural origin,  Argentinian,,250
Ethnic or cultural origin,  Estonian,,295
Ethnic or cultural origin,  Kurdish,,125
Ethnic or cultural origin,  Fijian,,45
Ethnic or cultural origin,  Jatt,,130
Ethnic or cultural origin,"  North American, n.o.s.",151,110
Ethnic or cultural origin,  Coptic,,865
Ethnic or cultural origin,  Thai,,130
Ethnic or cultural origin,  Dominican,,175
Ethnic or cultural origin,  Nepali,,40
Ethnic or cultural origin,  Kabyle,,10
Ethnic or cultural origin,  Assyrian,,75
Ethnic or cultural origin,  Igbo,,255
Ethnic or cultural origin,  Byelorussian,,275
Ethnic or cultural origin,"  Dene, n.o.s.",152,0
Ethnic or cultural origin,"  Blackfoot, n.o.s.",153,20
Ethnic or cultural origin,  Abenaki,,15
Ethnic or cultural origin,  Moldovan,,80
Ethnic or cultural origin,"  Iroquois (Haudenosaunee), n.o.s.",154,20
Ethnic or cultural origin,  New Zealander,,175
Ethnic or cultural origin,  Sudanese,,130
Ethnic or cultural origin,  Breton,,20
Ethnic or cultural origin,  Pennsylvania Dutch,,90
Ethnic or cultural origin,  Malaysian,,175
Ethnic or cultural origin,  Plains Cree,,0
Ethnic or cultural origin,"  North African, n.o.s.",155,100
Ethnic or cultural origin,  Huron (Wendat),,15
Ethnic or cultural origin,  Saskatchewanian,,25
Ethnic or cultural origin,  Buddhist,,110
Ethnic or cultural origin,  Gaspesian,,0
Ethnic or cultural origin,  Norman,,20
Ethnic or cultural origin,"  Southern or East African, n.o.s.",156,100
Ethnic or cultural origin,  Ivorian,,20
Ethnic or cultural origin,  Saulteaux,,0
Ethnic or cultural origin,"  Anishinaabe, n.o.s.",157,0
Ethnic or cultural origin,  Burundian,,0
Ethnic or cultural origin,  Tigrinya,,0
Ethnic or cultural origin,  Nicaraguan,,60
Ethnic or cultural origin,  Mauritian,,95
Ethnic or cultural origin,  Kenyan,,105
Ethnic or cultural origin,  Oji-Cree,,0
Ethnic or cultural origin,  Vincentian,,90
Ethnic or cultural origin,  Jordanian,,490
Ethnic or cultural origin,  Manitoban,,45
Ethnic or cultural origin,  Cape Bretoner,,65
Ethnic or cultural origin,  Rwandan,,0
Ethnic or cultural origin,  Grenadian,,135
Ethnic or cultural origin,  Malayali,,75
Ethnic or cultural origin,  Chaldean,,250
Ethnic or cultural origin,  Sinhalese,,225
Ethnic or cultural origin,  Mayan,,0
Ethnic or cultural origin,  Honduran,,55
Ethnic or cultural origin,  Cherokee,,50
Ethnic or cultural origin,  Qalipu Mi'kmaq,,0
Ethnic or cultural origin,  Indo-Caribbean,,110
Ethnic or cultural origin,  Flemish,,30
Ethnic or cultural origin,  United Empire Loyalist,,60
Ethnic or cultural origin,  Senegalese,,0
Ethnic or cultural origin,  Azerbaijani,,95
Ethnic or cultural origin,  Sicilian,,45
Ethnic or cultural origin,  Pashtun,,110
Ethnic or cultural origin,  Malay,,165
Ethnic or cultural origin,  Goan,,225
Ethnic or cultural origin,"  Bantu, n.o.s.",158,0
Ethnic or cultural origin,  Tibetan,,55
Ethnic or cultural origin,  Zimbabwean,,35
Ethnic or cultural origin,  Burmese,,70
Ethnic or cultural origin,  Mongolian,,65
Ethnic or cultural origin,  Azorean,,165
Ethnic or cultural origin,  Atikamekw,,0
Ethnic or cultural origin,  Bamileke,,0
Ethnic or cultural origin,  Indo-Guyanese,,95
Ethnic or cultural origin,  Ugandan,,55
Ethnic or cultural origin,  Oromo,,10
Ethnic or cultural origin,  Tanzanian,,70
Ethnic or cultural origin,  Yemeni,,125
Ethnic or cultural origin,  Central African,,15
Ethnic or cultural origin,  Libyan,,60
Ethnic or cultural origin,  Basque,,35
Ethnic or cultural origin,  Uruguayan,,105
Ethnic or cultural origin,"  Akan, n.o.s.",159,10
Ethnic or cultural origin,"  Central or West African, n.o.s.",160,45
Ethnic or cultural origin,  Igorot,,35
Ethnic or cultural origin,  Fulani,,0
Ethnic or cultural origin,  Woodland Cree,,0
Ethnic or cultural origin,  Guinean,,0
Ethnic or cultural origin,  St. Lucian,,20
Ethnic or cultural origin,  Prince Edward Islander,,25
Ethnic or cultural origin,  Maliseet,,0
Ethnic or cultural origin,  Beninese,,45
Ethnic or cultural origin,  Telugu,,190
Ethnic or cultural origin,  Roma,,20
Ethnic or cultural origin,  Costa Rican,,45
Ethnic or cultural origin,  African Nova Scotian,,25
Ethnic or cultural origin,  Malagasy,,0
Ethnic or cultural origin,  Kashmiri,,185
Ethnic or cultural origin,  Singaporean,,40
Ethnic or cultural origin,  Karen,,0
Ethnic or cultural origin,  Edo,,35
Ethnic or cultural origin,  Tajik,,0
Ethnic or cultural origin,  Amhara,,0
Ethnic or cultural origin,  Paraguayan,,0
Religion,Total - Religion for the population in private households - 25% sample data,161,212060
Religion,  Buddhist,,2390
Religion,  Christian,,111530
Religion,"    Christian, n.o.s.",162,14520
Religion,    Anabaptist,,460
Religion,    Anglican,,7990
Religion,    Baptist,,1525
Religion,    Catholic,,61055
Religion,    Christian Orthodox,,8405
Religion,    Jehovah's Witness,,470
Religion,    Latter Day Saints,,110
Religion,    Lutheran,,1320
Religion,    Methodist and Wesleyan (Holiness),,415
Religion,    Pentecostal and other Charismatic,,1265
Religion,    Presbyterian,,3080
Religion,    Reformed,,370
Religion,    United Church,,6910
Religion,    Other Christian and Christian-related traditions,,3650
Religion,  Hindu,,9510
Religion,  Jewish,,1340
Religion,  Muslim,,22015
Religion,  Sikh,,4045
Religion,  Traditional (North American Indigenous) spirituality,,20
Religion,  Other religions and spiritual traditions,,1140
Religion,  No religion and secular perspectives,,60075
Mobility status 1 year ago,Total - Mobility status 1 year ago - 25% sample data,163,210570
Mobility status 1 year ago,  Non-movers,,185150
Mobility status 1 year ago,  Movers,,25415
Mobility status 1 year ago,    Non-migrants,,10240
Mobility status 1 year ago,    Migrants,,15180
Mobility status 1 year ago,      Internal migrants,,11865
Mobility status 1 year ago,        Intraprovincial migrants,,10950
Mobility status 1 year ago,        Interprovincial migrants,,920
Mobility status 1 year ago,      External migrants,,3310
Mobility status 5 years ago,Total - Mobility status 5 years ago - 25% sample data,164,202780
Mobility status 5 years ago,  Non-movers,,122625
Mobility status 5 years ago,  Movers,,80155
Mobility status 5 years ago,    Non-migrants,,23860
Mobility status 5 years ago,    Migrants,,56295
Mobility status 5 years ago,      Internal migrants,,37985
Mobility status 5 years ago,        Intraprovincial migrants,,33815
Mobility status 5 years ago,        Interprovincial migrants,,4175
Mobility status 5 years ago,      External migrants,,18305
Secondary (high) school diploma or equivalency certificate,Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data,165,173625
