Topic,Characteristic,Note,Total
Household characteristics,  One-maintainer household,,29780
Household characteristics,  Two-maintainer household,,34340
Household characteristics,  Three-or-more-maintainer household,,5195
Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,60,69315
Household characteristics,  15 to 24 years,,745
Household characteristics,  25 to 34 years,,5820
Household characteristics,  35 to 44 years,,11215
Household characteristics,  45 to 54 years,,17460
Household characteristics,  55 to 64 years,,16450
Household characteristics,  65 to 74 years,,10410
Household characteristics,  75 to 84 years,,5225
Household characteristics,  85 years and over,,1990
Household characteristics,"Total - Owner and tenant households with household total income greater than zero, in non-farm, non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",61,68925
Household characteristics,  Spending less than 30% of income on shelter costs,,43350
Household characteristics,  Spending 30% or more of income on shelter costs,,25570
Household characteristics,    30% to less than 100%,,20820
Household characteristics,Total - Occupied private dwellings by housing indicators - 25% sample data,62,69310
Household characteristics,  Total - Households 'spending 30% or more of income on shelter costs' or 'not suitable' or 'major repairs needed',,29485
Household characteristics,    Spending 30% or more of income on shelter costs only,,23045
Household characteristics,    Not suitable only,,2480
Household characteristics,    Major repairs needed only,,1295
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'not suitable',,1415
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'major repairs needed',,1020
Household characteristics,    'Not suitable' and 'major repairs needed',,140
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'not suitable' and 'major repairs needed',,90
Household characteristics,  Acceptable housing,,39830
Household characteristics,"Total - Owner and tenant households with household total income greater than zero and shelter-cost-to-income ratio less than 100%, in non-farm, non-reserve private dwellings - 25% sample data",63,64175
Household characteristics,  In core need,,10020
Household characteristics,  Not in core need,,54150
Household characteristics,"Total - Owner households in non-farm, non-reserve private dwellings - 25% sample data",,54210
Household characteristics,  % of owner households with a mortgage,64,60.9
Household characteristics,  % of owner households spending 30% or more of its income on shelter costs,61,33.2
Household characteristics,  % in core housing need,63,11.5
Household characteristics,  Median monthly shelter costs for owned dwellings ($),65,2020
Household characteristics,  Average monthly shelter costs for owned dwellings ($),65,2350
Household characteristics,  Median value of dwellings ($),66,1200000
Household characteristics,  Average value of dwellings ($),66,1344000
Household characteristics,"Total - Tenant households in non-farm, non-reserve private dwellings - 25% sample data",,15105
Household characteristics,  % of tenant households in subsidized housing,67,13.2
Household characteristics,  % of tenant households spending 30% or more of its income on shelter costs,61,51.2
Household characteristics,  % in core housing need,63,31.2
Household characteristics,  Median monthly shelter costs for rented dwellings ($),65,1860
Household characteristics,  Average monthly shelter costs for rented dwellings ($),65,1916
Household characteristics,"Total - Households living in a dwelling provided by the local government, First Nation or Indian band in non-farm private dwellings - 25% sample data",,0
Household characteristics,"  % of households living in a dwelling provided by the local government, First Nation or Indian band spending more than 30% on shelter costs",61,
Household characteristics,"  Median monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",65,
Household characteristics,"  Average monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",65,
Indigenous ancestry,Total - Indigenous ancestry for the population in private households - 25% sample data,68,200925
Indigenous ancestry,  Indigenous ancestry (only),69,160
Indigenous ancestry,    Single Indigenous ancestry (only),70,150
Indigenous ancestry,      First Nations (North American Indian) single ancestry,,145
Indigenous ancestry,      Métis single ancestry,,0
Indigenous ancestry,      Inuit single ancestry,,0
Indigenous ancestry,    Multiple Indigenous ancestries (only),71,10
Indigenous ancestry,      First Nations (North American Indian) and Métis ancestry only,,10
Indigenous ancestry,      First Nations (North American Indian) and Inuit ancestry only,,0
Indigenous ancestry,      Métis and Inuit ancestry only,,0
Indigenous ancestry,      First Nations (North American Indian) and Métis and Inuit ancestry only,,0
Indigenous ancestry,  Indigenous and non-Indigenous ancestries,72,615
Indigenous ancestry,    Single Indigenous and non-Indigenous ancestries,73,580
Indigenous ancestry,      First Nations (North American Indian) and non-Indigenous ancestry only,,420
Indigenous ancestry,      Métis and non-Indigenous ancestry only,,165
Indigenous ancestry,      Inuit and non-Indigenous ancestry only,,0
Indigenous ancestry,    Multiple Indigenous and non-Indigenous ancestries,74,30
Indigenous ancestry,      First Nations (North American Indian) and Métis and non-Indigenous ancestry only,,30
Indigenous ancestry,      First Nations (North American Indian) and Inuit and non-Indigenous ancestry only,,0
Indigenous ancestry,      Métis and Inuit and non-Indigenous ancestry only,,0
Indigenous ancestry,      First Nations (North American Indian) and Métis and Inuit and non-Indigenous ancestry only,,0
Indigenous ancestry,  Non-Indigenous ancestry only,75,200155
Citizenship,Total - Citizenship for the population in private households - 25% sample data,76,200930
Citizenship,  Canadian citizens,77,169955
Citizenship,    Canadian citizens aged under 18,,33675
Citizenship,    Canadian citizens aged 18 and over,,136280
Citizenship,  Not Canadian citizens,78,30970
Immigrant status and period of immigration,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,79,200930
Immigrant status and period of immigration,  Non-immigrants,80,77650
Immigrant status and period of immigration,  Immigrants,81,116855
Immigrant status and period of immigration,    Before 1980,,14925
Immigrant status and period of immigration,    1980 to 1990,,13975
Immigrant status and period of immigration,    1991 to 2000,,30335
Immigrant status and period of immigration,    2001 to 2010,,30270
Immigrant status and period of immigration,    2011 to 2021,82,27355
Immigrant status and period of immigration,      2011 to 2015,,14750
Immigrant status and period of immigration,      2016 to 2021,,12600
Immigrant status and period of immigration,  Non-permanent residents,83,6420
Age at immigration,Total - Age at immigration for the immigrant population in private households - 25% sample data,84,116855
Age at immigration,  Under 5 years,,8505
Age at immigration,  5 to 14 years,,17830
Age at immigration,  15 to 24 years,,18895
Age at immigration,  25 to 44 years,,56485
Age at immigration,  45 years and over,,15130
Selected places of birth for the immigrant population,Total - Place of birth for the immigrant population in private households - 25% sample data,85,116855
Selected places of birth for the immigrant population,  Americas,,5960
Selected places of birth for the immigrant population,    Brazil,,265
Selected places of birth for the immigrant population,    Colombia,,300
Selected places of birth for the immigrant population,    El Salvador,,125
Selected places of birth for the immigrant population,    Guyana,,540
Selected places of birth for the immigrant population,    Haiti,,35
Selected places of birth for the immigrant population,    Jamaica,,1055
Selected places of birth for the immigrant population,    Mexico,,205
Selected places of birth for the immigrant population,    Peru,,225
Selected places of birth for the immigrant population,    Trinidad and Tobago,,590
Selected places of birth for the immigrant population,    United States of America,,1220
Selected places of birth for the immigrant population,    Other places of birth in Americas,,1400
Selected places of birth for the immigrant population,  Europe,,18160
Selected places of birth for the immigrant population,    Bosnia and Herzegovina,,115
Selected places of birth for the immigrant population,    Croatia,,130
Selected places of birth for the immigrant population,    France,,120
Selected places of birth for the immigrant population,    Germany,,585
Selected places of birth for the immigrant population,    Greece,,855
Selected places of birth for the immigrant population,    Hungary,,330
Selected places of birth for the immigrant population,    Italy,,3320
Selected places of birth for the immigrant population,    Netherlands,,130
Selected places of birth for the immigrant population,    Poland,,550
Selected places of birth for the immigrant population,    Portugal,,435
Selected places of birth for the immigrant population,    Romania,,1305
Selected places of birth for the immigrant population,    Russian Federation,,3310
Selected places of birth for the immigrant population,    Serbia,86,220
Selected places of birth for the immigrant population,    Ukraine,,2395
Selected places of birth for the immigrant population,    United Kingdom,87,1590
Selected places of birth for the immigrant population,    Other places of birth in Europe,,2770
Selected places of birth for the immigrant population,  Africa,,4975
Selected places of birth for the immigrant population,    Algeria,,25
Selected places of birth for the immigrant population,"    Congo, Democratic Republic of the",,60
Selected places of birth for the immigrant population,    Egypt,,1365
Selected places of birth for the immigrant population,    Eritrea,,10
Selected places of birth for the immigrant population,    Ethiopia,,40
Selected places of birth for the immigrant population,    Morocco,,135
Selected places of birth for the immigrant population,    Nigeria,,330
Selected places of birth for the immigrant population,    Somalia,,165
Selected places of birth for the immigrant population,"    South Africa, Republic of",,415
Selected places of birth for the immigrant population,    Other places of birth in Africa,,2420
Selected places of birth for the immigrant population,  Asia,,87615
Selected places of birth for the immigrant population,    Afghanistan,,930
Selected places of birth for the immigrant population,    Iran,88,20635
Selected places of birth for the immigrant population,    Iraq,,965
Selected places of birth for the immigrant population,    Lebanon,,450
Selected places of birth for the immigrant population,    Syria,89,210
Selected places of birth for the immigrant population,    Turkey,,615
Selected places of birth for the immigrant population,    China,90,27905
Selected places of birth for the immigrant population,    Hong Kong,91,13180
Selected places of birth for the immigrant population,"    Korea, South",92,4215
Selected places of birth for the immigrant population,    Taiwan,,1165
Selected places of birth for the immigrant population,    Philippines,,3265
Selected places of birth for the immigrant population,    Viet Nam,,1270
Selected places of birth for the immigrant population,    Bangladesh,,280
Selected places of birth for the immigrant population,    India,,4070
Selected places of birth for the immigrant population,    Pakistan,,1795
Selected places of birth for the immigrant population,    Sri Lanka,,1055
Selected places of birth for the immigrant population,    Other places of birth in Asia,,5590
Selected places of birth for the immigrant population,  Oceania and other places of birth,93,140
Selected places of birth for the recent immigrant population ,Total - Place of birth for the recent immigrant population in private households - 25% sample data,94,12600
Selected places of birth for the recent immigrant population ,  Americas,,585
Selected places of birth for the recent immigrant population ,    Brazil,,55
Selected places of birth for the recent immigrant population ,    Colombia,,35
Selected places of birth for the recent immigrant population ,    Haiti,,0
Selected places of birth for the recent immigrant population ,    Jamaica,,50
Selected places of birth for the recent immigrant population ,    Mexico,,50
Selected places of birth for the recent immigrant population ,    United States of America,,230
Selected places of birth for the recent immigrant population ,    Venezuela,95,30
Selected places of birth for the recent immigrant population ,    Other places of birth in Americas,,140
Selected places of birth for the recent immigrant population ,  Europe,,855
Selected places of birth for the recent immigrant population ,    France,,20
Selected places of birth for the recent immigrant population ,    Germany,,35
Selected places of birth for the recent immigrant population ,    Ireland,96,25
Selected places of birth for the recent immigrant population ,    Italy,,0
Selected places of birth for the recent immigrant population ,    Russian Federation,,200
Selected places of birth for the recent immigrant population ,    Ukraine,,215
Selected places of birth for the recent immigrant population ,    United Kingdom,87,65
Selected places of birth for the recent immigrant population ,    Other places of birth in Europe,,285
Selected places of birth for the recent immigrant population ,  Africa,,460
Selected places of birth for the recent immigrant population ,    Algeria,,0
Selected places of birth for the recent immigrant population ,    Burundi,,0
Selected places of birth for the recent immigrant population ,    Cameroon,,0
Selected places of birth for the recent immigrant population ,"    Congo, Democratic Republic of the",,15
Selected places of birth for the recent immigrant population ,    Côte d'Ivoire,,0
Selected places of birth for the recent immigrant population ,    Egypt,,135
Selected places of birth for the recent immigrant population ,    Eritrea,,0
Selected places of birth for the recent immigrant population ,    Ethiopia,,0
Selected places of birth for the recent immigrant population ,    Morocco,,0
Selected places of birth for the recent immigrant population ,    Nigeria,,170
Selected places of birth for the recent immigrant population ,    Somalia,,0
Selected places of birth for the recent immigrant population ,"    South Africa, Republic of",,25
Selected places of birth for the recent immigrant population ,    Sudan,97,10
Selected places of birth for the recent immigrant population ,    Tunisia,,0
Selected places of birth for the recent immigrant population ,    Other places of birth in Africa,,75
Selected places of birth for the recent immigrant population ,  Asia,,10680
Selected places of birth for the recent immigrant population ,    Afghanistan,,140
Selected places of birth for the recent immigrant population ,    Bangladesh,,35
Selected places of birth for the recent immigrant population ,    China,90,4460
Selected places of birth for the recent immigrant population ,    Hong Kong,91,350
Selected places of birth for the recent immigrant population ,    India,,765
Selected places of birth for the recent immigrant population ,    Iran,88,2600
Selected places of birth for the recent immigrant population ,    Iraq,,150
Selected places of birth for the recent immigrant population ,    Israel,,110
Selected places of birth for the recent immigrant population ,    Japan,,15
Selected places of birth for the recent immigrant population ,    Jordan,,0
Selected places of birth for the recent immigrant population ,"    Korea, South",92,295
Selected places of birth for the recent immigrant population ,    Lebanon,,40
Selected places of birth for the recent immigrant population ,    Nepal,,0
Selected places of birth for the recent immigrant population ,    Pakistan,,250
Selected places of birth for the recent immigrant population ,    Philippines,,650
Selected places of birth for the recent immigrant population ,    Saudi Arabia,,10
Selected places of birth for the recent immigrant population ,    Sri Lanka,,0
Selected places of birth for the recent immigrant population ,    Syria,89,95
Selected places of birth for the recent immigrant population ,    Turkey,,185
Selected places of birth for the recent immigrant population ,    United Arab Emirates,,90
Selected places of birth for the recent immigrant population ,    Viet Nam,,65
Selected places of birth for the recent immigrant population ,    Other places of birth in Asia,,375
Selected places of birth for the recent immigrant population ,  Oceania and other,93,25
Selected places of birth for the recent immigrant population ,    Australia,,15
Selected places of birth for the recent immigrant population ,    Other places of birth,98,0
Generation status,Total - Generation status for the population in private households - 25% sample data,99,200925
Generation status,  First generation,100,125290
Generation status,  Second generation,101,53525
Generation status,  Third generation or more,102,22115
Admission category and applicant type,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,103,101930
Admission category and applicant type,  Economic immigrants,104,67645
Admission category and applicant type,    Principal applicants,105,26250
Admission category and applicant type,    Secondary applicants,106,41395
Admission category and applicant type,  Immigrants sponsored by family,107,23270
Admission category and applicant type,  Refugees,108,9540
Admission category and applicant type,  Other immigrants,109,1480
Pre-admission experience,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,110,101930
Pre-admission experience,  Asylum claim before admission,111,5130
Pre-admission experience,  Work permits only before admission,112,5370
Pre-admission experience,  Study permits only before admission,113,3770
Pre-admission experience,  Work and study permits before admission,114,5780
Pre-admission experience,  Other permits before admission,115,335
Pre-admission experience,  No pre-admission experience,116,81555
Visible minority,Total - Visible minority for the population in private households - 25% sample data,117,200925
Visible minority,  Total visible minority population,118,133460
Visible minority,    South Asian,,15340
Visible minority,    Chinese,,64120
Visible minority,    Black,,4540
Visible minority,    Filipino,,3960
Visible minority,    Arab,,3245
Visible minority,    Latin American,,2425
Visible minority,    Southeast Asian,,1300
Visible minority,    West Asian,,26425
Visible minority,    Korean,,6340
Visible minority,    Japanese,,440
Visible minority,"    Visible minority, n.i.e.",119,1535
Visible minority,    Multiple visible minorities,,3790
Visible minority,  Not a visible minority,120,67465
Ethnic or cultural origin,Total - Ethnic or cultural origin for the population in private households - 25% sample data,121,200930
Ethnic or cultural origin,  Canadian,,9005
Ethnic or cultural origin,  English,,8120
Ethnic or cultural origin,  Irish,,6580
Ethnic or cultural origin,  Scottish,,6065
Ethnic or cultural origin,"  French, n.o.s.",122,2610
Ethnic or cultural origin,  German,,4040
Ethnic or cultural origin,  Chinese,,57305
Ethnic or cultural origin,  Italian,,16125
Ethnic or cultural origin,  Indian (India),,8880
Ethnic or cultural origin,  Ukrainian,,4080
Ethnic or cultural origin,  Dutch,,1165
Ethnic or cultural origin,  Polish,,3565
Ethnic or cultural origin,  Québécois,,65
Ethnic or cultural origin,"  British Isles, n.o.s.",123,2100
Ethnic or cultural origin,  Filipino,,4075
Ethnic or cultural origin,  French Canadian,,520
Ethnic or cultural origin,"  Caucasian (White), n.o.s.",124,1180
Ethnic or cultural origin,"  First Nations (North American Indian), n.o.s.",125,200
Ethnic or cultural origin,  Métis,,205
Ethnic or cultural origin,"  European, n.o.s.",126,1585
Ethnic or cultural origin,  Russian,,8295
Ethnic or cultural origin,  Norwegian,,275
Ethnic or cultural origin,  Welsh,,725
Ethnic or cultural origin,  Portuguese,,2205
Ethnic or cultural origin,  American,,795
Ethnic or cultural origin,  Spanish,,1660
Ethnic or cultural origin,  Swedish,,200
Ethnic or cultural origin,  Hungarian,,1325
Ethnic or cultural origin,  Acadian,,60
Ethnic or cultural origin,  Pakistani,,2580
Ethnic or cultural origin,"  African, n.o.s.",127,1315
Ethnic or cultural origin,  Jewish,,6030
Ethnic or cultural origin,  Punjabi,,400
Ethnic or cultural origin,  Vietnamese,,1270
Ethnic or cultural origin,"  Arab, n.o.s.",128,1125
Ethnic or cultural origin,  Greek,,3870
Ethnic or cultural origin,  Jamaican,,1665
Ethnic or cultural origin,"  Asian, n.o.s.",129,4060
Ethnic or cultural origin,"  Cree, n.o.s.",130,20
Ethnic or cultural origin,  Korean,,6265
Ethnic or cultural origin,  Romanian,,2015
Ethnic or cultural origin,  Lebanese,,580
Ethnic or cultural origin,  Iranian,,20345
Ethnic or cultural origin,"  Christian, n.i.e.",131,1390
Ethnic or cultural origin,  Danish,,265
Ethnic or cultural origin,"  North American Indigenous, n.o.s.",132,115
Ethnic or cultural origin,  Sikh,,160
Ethnic or cultural origin,  Austrian,,505
Ethnic or cultural origin,  Belgian,,120
Ethnic or cultural origin,  Haitian,,80
Ethnic or cultural origin,  Hindu,,970
Ethnic or cultural origin,  Mexican,,380
Ethnic or cultural origin,  Mennonite,,40
Ethnic or cultural origin,  Swiss,,135
Ethnic or cultural origin,  Finnish,,420
Ethnic or cultural origin,  Sri Lankan,,835
Ethnic or cultural origin,  Croatian,,335
Ethnic or cultural origin,  Japanese,,855
Ethnic or cultural origin,"  South Asian, n.o.s.",133,1270
Ethnic or cultural origin,"  Mi'kmaq, n.o.s.",134,35
Ethnic or cultural origin,"  Northern European, n.o.s.",135,55
Ethnic or cultural origin,  Muslim,,1120
Ethnic or cultural origin,  Egyptian,,1685
Ethnic or cultural origin,"  Latin, Central or South American, n.o.s.",136,670
Ethnic or cultural origin,  Tamil,,780
Ethnic or cultural origin,  Icelandic,,65
Ethnic or cultural origin,  Colombian,,380
Ethnic or cultural origin,  Moroccan,,360
Ethnic or cultural origin,  Czech,,195
Ethnic or cultural origin,  Syrian,,320
Ethnic or cultural origin,  Guyanese,,725
Ethnic or cultural origin,  Afghan,,1400
Ethnic or cultural origin,"  Black, n.o.s.",137,530
Ethnic or cultural origin,  Serbian,,425
Ethnic or cultural origin,  Ojibway,,80
Ethnic or cultural origin,  Newfoundlander,,80
Ethnic or cultural origin,  Hong Konger,,5010
Ethnic or cultural origin,  Ontarian,,150
Ethnic or cultural origin,  Persian,,7390
Ethnic or cultural origin,  Trinidadian/Tobagonian,,510
Ethnic or cultural origin,  Turkish,,1155
Ethnic or cultural origin,"  Inuit, n.o.s.",138,0
Ethnic or cultural origin,  Bangladeshi,,305
Ethnic or cultural origin,  Algerian,,50
Ethnic or cultural origin,  Brazilian,,290
Ethnic or cultural origin,  Nigerian,,290
Ethnic or cultural origin,  Armenian,,1505
Ethnic or cultural origin,  Slovak,,190
Ethnic or cultural origin,"  Eastern European, n.o.s.",139,450
Ethnic or cultural origin,  Somali,,230
Ethnic or cultural origin,  Taiwanese,,1110
Ethnic or cultural origin,  Iraqi,,625
Ethnic or cultural origin,  Salvadorean,,75
Ethnic or cultural origin,  African Caribbean,,345
Ethnic or cultural origin,"  East or Southeast Asian, n.o.s.",140,1045
Ethnic or cultural origin,"  West or Central Asian or Middle Eastern, n.o.s.",141,810
Ethnic or cultural origin,"  Caribbean, n.o.s.",142,295
Ethnic or cultural origin,  Algonquin,,35
Ethnic or cultural origin,"  West Indian, n.o.s.",143,360
Ethnic or cultural origin,  Lithuanian,,320
Ethnic or cultural origin,  South African,,335
Ethnic or cultural origin,  Australian,,130
Ethnic or cultural origin,  Palestinian,,370
Ethnic or cultural origin,  Chilean,,135
Ethnic or cultural origin,  Congolese,,65
Ethnic or cultural origin,  Nova Scotian,,45
Ethnic or cultural origin,  Ethiopian,,35
Ethnic or cultural origin,"  Hispanic, n.o.s.",144,245
Ethnic or cultural origin,  Peruvian,,215
Ethnic or cultural origin,  Yoruba,,115
Ethnic or cultural origin,  Cambodian (Khmer),,45
Ethnic or cultural origin,  Berber,,40
Ethnic or cultural origin,  Albanian,,410
Ethnic or cultural origin,  Maltese,,250
Ethnic or cultural origin,  Macedonian,,825
Ethnic or cultural origin,  Slovenian,,225
Ethnic or cultural origin,"  Western European, n.o.s.",145,75
Ethnic or cultural origin,  New Brunswicker,,30
Ethnic or cultural origin,  Gujarati,,325
Ethnic or cultural origin,  Eritrean,,15
Ethnic or cultural origin,  African Canadian,,100
Ethnic or cultural origin,  Israeli,,1400
Ethnic or cultural origin,  Mohawk,,35
Ethnic or cultural origin,"  Czechoslovakian, n.o.s.",146,65
Ethnic or cultural origin,  Bulgarian,,330
Ethnic or cultural origin,  Albertan,,0
Ethnic or cultural origin,  Ghanaian,,90
Ethnic or cultural origin,  Barbadian,,170
Ethnic or cultural origin,  African American,,60
Ethnic or cultural origin,"  Yugoslavian, n.o.s.",147,85
Ethnic or cultural origin,  Tunisian,,40
Ethnic or cultural origin,"  Slavic, n.o.s.",148,285
Ethnic or cultural origin,  Cuban,,170
Ethnic or cultural origin,  Bosnian,,55
Ethnic or cultural origin,  Venezuelan,,130
Ethnic or cultural origin,"  Innu/Montagnais, n.o.s.",149,0
Ethnic or cultural origin,  Latvian,,275
Ethnic or cultural origin,  Bengali,,70
Ethnic or cultural origin,  Cameroonian,,50
Ethnic or cultural origin,  Guatemalan,,50
Ethnic or cultural origin,  Indonesian,,315
Ethnic or cultural origin,  Laotian,,70
Ethnic or cultural origin,  Ilocano,,70
Ethnic or cultural origin,  Northern Irish,,100
Ethnic or cultural origin,"  Celtic, n.o.s.",150,40
Ethnic or cultural origin,  British Columbian,,0
Ethnic or cultural origin,  Ecuadorian,,210
Ethnic or cultural origin,  Franco Ontarian,,0
Ethnic or cultural origin,  Argentinian,,265
Ethnic or cultural origin,  Estonian,,140
Ethnic or cultural origin,  Kurdish,,435
Ethnic or cultural origin,  Fijian,,20
Ethnic or cultural origin,  Jatt,,0
Ethnic or cultural origin,"  North American, n.o.s.",151,70
Ethnic or cultural origin,  Coptic,,840
Ethnic or cultural origin,  Thai,,95
Ethnic or cultural origin,  Dominican,,135
Ethnic or cultural origin,  Nepali,,35
Ethnic or cultural origin,  Kabyle,,0
Ethnic or cultural origin,  Assyrian,,150
Ethnic or cultural origin,  Igbo,,75
Ethnic or cultural origin,  Byelorussian,,590
Ethnic or cultural origin,"  Dene, n.o.s.",152,0
Ethnic or cultural origin,"  Blackfoot, n.o.s.",153,40
Ethnic or cultural origin,  Abenaki,,0
Ethnic or cultural origin,  Moldovan,,270
Ethnic or cultural origin,"  Iroquois (Haudenosaunee), n.o.s.",154,0
Ethnic or cultural origin,  New Zealander,,0
Ethnic or cultural origin,  Sudanese,,65
Ethnic or cultural origin,  Breton,,0
Ethnic or cultural origin,  Pennsylvania Dutch,,45
Ethnic or cultural origin,  Malaysian,,165
Ethnic or cultural origin,  Plains Cree,,0
Ethnic or cultural origin,"  North African, n.o.s.",155,25
Ethnic or cultural origin,  Huron (Wendat),,40
Ethnic or cultural origin,  Saskatchewanian,,0
Ethnic or cultural origin,  Buddhist,,230
Ethnic or cultural origin,  Gaspesian,,0
Ethnic or cultural origin,  Norman,,15
Ethnic or cultural origin,"  Southern or East African, n.o.s.",156,255
Ethnic or cultural origin,  Ivorian,,0
Ethnic or cultural origin,  Saulteaux,,0
Ethnic or cultural origin,"  Anishinaabe, n.o.s.",157,15
Ethnic or cultural origin,  Burundian,,0
Ethnic or cultural origin,  Tigrinya,,0
Ethnic or cultural origin,  Nicaraguan,,50
Ethnic or cultural origin,  Mauritian,,85
Ethnic or cultural origin,  Kenyan,,230
Ethnic or cultural origin,  Oji-Cree,,0
Ethnic or cultural origin,  Vincentian,,75
Ethnic or cultural origin,  Jordanian,,35
Ethnic or cultural origin,  Manitoban,,10
Ethnic or cultural origin,  Cape Bretoner,,40
Ethnic or cultural origin,  Rwandan,,0
Ethnic or cultural origin,  Grenadian,,55
Ethnic or cultural origin,  Malayali,,80
Ethnic or cultural origin,  Chaldean,,70
Ethnic or cultural origin,  Sinhalese,,155
Ethnic or cultural origin,  Mayan,,40
Ethnic or cultural origin,  Honduran,,20
Ethnic or cultural origin,  Cherokee,,0
Ethnic or cultural origin,  Qalipu Mi'kmaq,,0
Ethnic or cultural origin,  Indo-Caribbean,,65
Ethnic or cultural origin,  Flemish,,15
Ethnic or cultural origin,  United Empire Loyalist,,25
Ethnic or cultural origin,  Senegalese,,0
Ethnic or cultural origin,  Azerbaijani,,755
Ethnic or cultural origin,  Sicilian,,30
Ethnic or cultural origin,  Pashtun,,45
Ethnic or cultural origin,  Malay,,35
Ethnic or cultural origin,  Goan,,140
Ethnic or cultural origin,"  Bantu, n.o.s.",158,0
Ethnic or cultural origin,  Tibetan,,0
Ethnic or cultural origin,  Zimbabwean,,15
Ethnic or cultural origin,  Burmese,,45
Ethnic or cultural origin,  Mongolian,,155
Ethnic or cultural origin,  Azorean,,20
Ethnic or cultural origin,  Atikamekw,,0
Ethnic or cultural origin,  Bamileke,,0
Ethnic or cultural origin,  Indo-Guyanese,,90
Ethnic or cultural origin,  Ugandan,,100
Ethnic or cultural origin,  Oromo,,0
Ethnic or cultural origin,  Tanzanian,,275
Ethnic or cultural origin,  Yemeni,,40
Ethnic or cultural origin,  Central African,,0
Ethnic or cultural origin,  Libyan,,35
Ethnic or cultural origin,  Basque,,0
Ethnic or cultural origin,  Uruguayan,,60
Ethnic or cultural origin,"  Akan, n.o.s.",159,0
Ethnic or cultural origin,"  Central or West African, n.o.s.",160,20
Ethnic or cultural origin,  Igorot,,0
Ethnic or cultural origin,  Fulani,,0
Ethnic or cultural origin,  Woodland Cree,,0
Ethnic or cultural origin,  Guinean,,10
Ethnic or cultural origin,  St. Lucian,,55
Ethnic or cultural origin,  Prince Edward Islander,,0
Ethnic or cultural origin,  Maliseet,,0
Ethnic or cultural origin,  Beninese,,0
Ethnic or cultural origin,  Telugu,,35
Ethnic or cultural origin,  Roma,,25
Ethnic or cultural origin,  Costa Rican,,10
Ethnic or cultural origin,  African Nova Scotian,,0
Ethnic or cultural origin,  Malagasy,,0
Ethnic or cultural origin,  Kashmiri,,80
Ethnic or cultural origin,  Singaporean,,40
Ethnic or cultural origin,  Karen,,10
Ethnic or cultural origin,  Edo,,0
Ethnic or cultural origin,  Tajik,,115
Ethnic or cultural origin,  Amhara,,0
Ethnic or cultural origin,  Paraguayan,,0
Religion,Total - Religion for the population in private households - 25% sample data,161,200925
Religion,  Buddhist,,4505
Religion,  Christian,,79490
Religion,"    Christian, n.o.s.",162,17265
Religion,    Anabaptist,,145
Religion,    Anglican,,2540
Religion,    Baptist,,1805
Religion,    Catholic,,37780
Religion,    Christian Orthodox,,10930
Religion,    Jehovah's Witness,,405
Religion,    Latter Day Saints,,90
Religion,    Lutheran,,590
Religion,    Methodist and Wesleyan (Holiness),,240
Religion,    Pentecostal and other Charismatic,,815
Religion,    Presbyterian,,2090
Religion,    Reformed,,155
Religion,    United Church,,2100
Religion,    Other Christian and Christian-related traditions,,2545
Religion,  Hindu,,5070
Religion,  Jewish,,8585
Religion,  Muslim,,26075
Religion,  Sikh,,605
Religion,  Traditional (North American Indigenous) spirituality,,25
Religion,  Other religions and spiritual traditions,,1690
Religion,  No religion and secular perspectives,,74880
Mobility status 1 year ago,Total - Mobility status 1 year ago - 25% sample data,163,199595
Mobility status 1 year ago,  Non-movers,,179340
Mobility status 1 year ago,  Movers,,20265
Mobility status 1 year ago,    Non-migrants,,9585
Mobility status 1 year ago,    Migrants,,10675
Mobility status 1 year ago,      Internal migrants,,7745
Mobility status 1 year ago,        Intraprovincial migrants,,7095
Mobility status 1 year ago,        Interprovincial migrants,,645
Mobility status 1 year ago,      External migrants,,2935
Mobility status 5 years ago,Total - Mobility status 5 years ago - 25% sample data,164,193330
Mobility status 5 years ago,  Non-movers,,127595
Mobility status 5 years ago,  Movers,,65740
Mobility status 5 years ago,    Non-migrants,,18490
Mobility status 5 years ago,    Migrants,,47255
Mobility status 5 years ago,      Internal migrants,,31990
Mobility status 5 years ago,        Intraprovincial migrants,,29395
Mobility status 5 years ago,        Interprovincial migrants,,2590
Mobility status 5 years ago,      External migrants,,15265
Secondary (high) school diploma or equivalency certificate,Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data,165,170980
Secondary (high) school diploma or equivalency certificate,  No high school diploma or equivalency certificate,,20390
Secondary (high) school diploma or equivalency certificate,  With high school diploma or equivalency certificate,166,150590
Secondary (high) school diploma or equivalency certificate,Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households - 25% sample data,165,110925
Secondary (high) school diploma or equivalency certificate,  No high school diploma or equivalency certificate,,5095
