Topic,Characteristic,Note,Total
Household characteristics,  One-maintainer household,,66515
Household characteristics,  Two-maintainer household,,88340
Household characteristics,  Three-or-more-maintainer household,,27610
Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,60,182475
Household characteristics,  15 to 24 years,,3555
Household characteristics,  25 to 34 years,,21540
Household characteristics,  35 to 44 years,,40090
Household characteristics,  45 to 54 years,,43705
Household characteristics,  55 to 64 years,,38265
Household characteristics,  65 to 74 years,,22280
Household characteristics,  75 to 84 years,,9845
Household characteristics,  85 years and over,,3190
Household characteristics,"Total - Owner and tenant households with household total income greater than zero, in non-farm, non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",61,181930
Household characteristics,  Spending less than 30% of income on shelter costs,,125575
Household characteristics,  Spending 30% or more of income on shelter costs,,56355
Household characteristics,    30% to less than 100%,,52650
Household characteristics,Total - Occupied private dwellings by housing indicators - 25% sample data,62,182470
Household characteristics,  Total - Households 'spending 30% or more of income on shelter costs' or 'not suitable' or 'major repairs needed',,78340
Household characteristics,    Spending 30% or more of income on shelter costs only,,49190
Household characteristics,    Not suitable only,,17835
Household characteristics,    Major repairs needed only,,3350
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'not suitable',,5240
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'major repairs needed',,1710
Household characteristics,    'Not suitable' and 'major repairs needed',,805
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'not suitable' and 'major repairs needed',,205
Household characteristics,  Acceptable housing,,104130
Household characteristics,"Total - Owner and tenant households with household total income greater than zero and shelter-cost-to-income ratio less than 100%, in non-farm, non-reserve private dwellings - 25% sample data",63,178225
Household characteristics,  In core need,,22925
Household characteristics,  Not in core need,,155300
Household characteristics,"Total - Owner households in non-farm, non-reserve private dwellings - 25% sample data",,142470
Household characteristics,  % of owner households with a mortgage,64,77.2
Household characteristics,  % of owner households spending 30% or more of its income on shelter costs,61,29.3
Household characteristics,  % in core housing need,63,9.1
Household characteristics,  Median monthly shelter costs for owned dwellings ($),65,2300
Household characteristics,  Average monthly shelter costs for owned dwellings ($),65,2304
Household characteristics,  Median value of dwellings ($),66,900000
Household characteristics,  Average value of dwellings ($),66,967000
Household characteristics,"Total - Tenant households in non-farm, non-reserve private dwellings - 25% sample data",,39990
Household characteristics,  % of tenant households in subsidized housing,67,11
Household characteristics,  % of tenant households spending 30% or more of its income on shelter costs,61,37
Household characteristics,  % in core housing need,63,26.6
Household characteristics,  Median monthly shelter costs for rented dwellings ($),65,1520
Household characteristics,  Average monthly shelter costs for rented dwellings ($),65,1628
Household characteristics,"Total - Households living in a dwelling provided by the local government, First Nation or Indian band in non-farm private dwellings - 25% sample data",,0
Household characteristics,"  % of households living in a dwelling provided by the local government, First Nation or Indian band spending more than 30% on shelter costs",61,
Household characteristics,"  Median monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",65,
Household characteristics,"  Average monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",65,
Indigenous ancestry,Total - Indigenous ancestry for the population in private households - 25% sample data,68,650165
Indigenous ancestry,  Indigenous ancestry (only),69,950
Indigenous ancestry,    Single Indigenous ancestry (only),70,940
Indigenous ancestry,      First Nations (North American Indian) single ancestry,,690
Indigenous ancestry,      Métis single ancestry,,240
Indigenous ancestry,      Inuit single ancestry,,15
Indigenous ancestry,    Multiple Indigenous ancestries (only),71,10
Indigenous ancestry,      First Nations (North American Indian) and Métis ancestry only,,0
Indigenous ancestry,      First Nations (North American Indian) and Inuit ancestry only,,0
Indigenous ancestry,      Métis and Inuit ancestry only,,0
Indigenous ancestry,      First Nations (North American Indian) and Métis and Inuit ancestry only,,0
Indigenous ancestry,  Indigenous and non-Indigenous ancestries,72,3595
Indigenous ancestry,    Single Indigenous and non-Indigenous ancestries,73,3455
Indigenous ancestry,      First Nations (North American Indian) and non-Indigenous ancestry only,,2725
Indigenous ancestry,      Métis and non-Indigenous ancestry only,,655
Indigenous ancestry,      Inuit and non-Indigenous ancestry only,,80
Indigenous ancestry,    Multiple Indigenous and non-Indigenous ancestries,74,135
Indigenous ancestry,      First Nations (North American Indian) and Métis and non-Indigenous ancestry only,,95
Indigenous ancestry,      First Nations (North American Indian) and Inuit and non-Indigenous ancestry only,,45
Indigenous ancestry,      Métis and Inuit and non-Indigenous ancestry only,,0
Indigenous ancestry,      First Nations (North American Indian) and Métis and Inuit and non-Indigenous ancestry only,,0
Indigenous ancestry,  Non-Indigenous ancestry only,75,645615
Citizenship,Total - Citizenship for the population in private households - 25% sample data,76,650160
Citizenship,  Canadian citizens,77,513120
Citizenship,    Canadian citizens aged under 18,,130235
Citizenship,    Canadian citizens aged 18 and over,,382890
Citizenship,  Not Canadian citizens,78,137040
Immigrant status and period of immigration,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,79,650160
Immigrant status and period of immigration,  Non-immigrants,80,266465
Immigrant status and period of immigration,  Immigrants,81,343690
Immigrant status and period of immigration,    Before 1980,,38125
Immigrant status and period of immigration,    1980 to 1990,,37385
Immigrant status and period of immigration,    1991 to 2000,,74700
Immigrant status and period of immigration,    2001 to 2010,,98615
Immigrant status and period of immigration,    2011 to 2021,82,94870
Immigrant status and period of immigration,      2011 to 2015,,44775
Immigrant status and period of immigration,      2016 to 2021,,50095
Immigrant status and period of immigration,  Non-permanent residents,83,40005
Age at immigration,Total - Age at immigration for the immigrant population in private households - 25% sample data,84,343690
Age at immigration,  Under 5 years,,24535
Age at immigration,  5 to 14 years,,49965
Age at immigration,  15 to 24 years,,77875
Age at immigration,  25 to 44 years,,150845
Age at immigration,  45 years and over,,40475
Selected places of birth for the immigrant population,Total - Place of birth for the immigrant population in private households - 25% sample data,85,343690
Selected places of birth for the immigrant population,  Americas,,59680
Selected places of birth for the immigrant population,    Brazil,,385
Selected places of birth for the immigrant population,    Colombia,,1050
Selected places of birth for the immigrant population,    El Salvador,,1430
Selected places of birth for the immigrant population,    Guyana,,13920
Selected places of birth for the immigrant population,    Haiti,,290
Selected places of birth for the immigrant population,    Jamaica,,22210
Selected places of birth for the immigrant population,    Mexico,,590
Selected places of birth for the immigrant population,    Peru,,570
Selected places of birth for the immigrant population,    Trinidad and Tobago,,7345
Selected places of birth for the immigrant population,    United States of America,,3245
Selected places of birth for the immigrant population,    Other places of birth in Americas,,8640
Selected places of birth for the immigrant population,  Europe,,29110
Selected places of birth for the immigrant population,    Bosnia and Herzegovina,,425
Selected places of birth for the immigrant population,    Croatia,,645
Selected places of birth for the immigrant population,    France,,165
Selected places of birth for the immigrant population,    Germany,,975
Selected places of birth for the immigrant population,    Greece,,465
Selected places of birth for the immigrant population,    Hungary,,280
Selected places of birth for the immigrant population,    Italy,,4210
Selected places of birth for the immigrant population,    Netherlands,,755
Selected places of birth for the immigrant population,    Poland,,2995
Selected places of birth for the immigrant population,    Portugal,,7125
Selected places of birth for the immigrant population,    Romania,,580
Selected places of birth for the immigrant population,    Russian Federation,,380
Selected places of birth for the immigrant population,    Serbia,86,355
Selected places of birth for the immigrant population,    Ukraine,,445
Selected places of birth for the immigrant population,    United Kingdom,87,6830
Selected places of birth for the immigrant population,    Other places of birth in Europe,,2475
Selected places of birth for the immigrant population,  Africa,,17815
Selected places of birth for the immigrant population,    Algeria,,55
Selected places of birth for the immigrant population,"    Congo, Democratic Republic of the",,390
Selected places of birth for the immigrant population,    Egypt,,860
Selected places of birth for the immigrant population,    Eritrea,,85
Selected places of birth for the immigrant population,    Ethiopia,,540
Selected places of birth for the immigrant population,    Morocco,,120
Selected places of birth for the immigrant population,    Nigeria,,5385
Selected places of birth for the immigrant population,    Somalia,,640
Selected places of birth for the immigrant population,"    South Africa, Republic of",,360
Selected places of birth for the immigrant population,    Other places of birth in Africa,,9380
Selected places of birth for the immigrant population,  Asia,,236120
Selected places of birth for the immigrant population,    Afghanistan,,2910
Selected places of birth for the immigrant population,    Iran,88,650
Selected places of birth for the immigrant population,    Iraq,,4050
Selected places of birth for the immigrant population,    Lebanon,,505
Selected places of birth for the immigrant population,    Syria,89,590
Selected places of birth for the immigrant population,    Turkey,,490
Selected places of birth for the immigrant population,    China,90,2525
Selected places of birth for the immigrant population,    Hong Kong,91,705
Selected places of birth for the immigrant population,"    Korea, South",92,315
Selected places of birth for the immigrant population,    Taiwan,,150
Selected places of birth for the immigrant population,    Philippines,,15305
Selected places of birth for the immigrant population,    Viet Nam,,4950
Selected places of birth for the immigrant population,    Bangladesh,,2550
Selected places of birth for the immigrant population,    India,,159585
Selected places of birth for the immigrant population,    Pakistan,,20400
Selected places of birth for the immigrant population,    Sri Lanka,,12325
Selected places of birth for the immigrant population,    Other places of birth in Asia,,8120
Selected places of birth for the immigrant population,  Oceania and other places of birth,93,965
Selected places of birth for the recent immigrant population ,Total - Place of birth for the recent immigrant population in private households - 25% sample data,94,50090
Selected places of birth for the recent immigrant population ,  Americas,,4395
Selected places of birth for the recent immigrant population ,    Brazil,,60
Selected places of birth for the recent immigrant population ,    Colombia,,150
Selected places of birth for the recent immigrant population ,    Haiti,,30
Selected places of birth for the recent immigrant population ,    Jamaica,,1990
Selected places of birth for the recent immigrant population ,    Mexico,,45
Selected places of birth for the recent immigrant population ,    United States of America,,800
Selected places of birth for the recent immigrant population ,    Venezuela,95,40
Selected places of birth for the recent immigrant population ,    Other places of birth in Americas,,1290
Selected places of birth for the recent immigrant population ,  Europe,,850
Selected places of birth for the recent immigrant population ,    France,,0
Selected places of birth for the recent immigrant population ,    Germany,,45
Selected places of birth for the recent immigrant population ,    Ireland,96,10
Selected places of birth for the recent immigrant population ,    Italy,,160
Selected places of birth for the recent immigrant population ,    Russian Federation,,15
Selected places of birth for the recent immigrant population ,    Ukraine,,75
Selected places of birth for the recent immigrant population ,    United Kingdom,87,160
Selected places of birth for the recent immigrant population ,    Other places of birth in Europe,,390
Selected places of birth for the recent immigrant population ,  Africa,,2680
Selected places of birth for the recent immigrant population ,    Algeria,,10
Selected places of birth for the recent immigrant population ,    Burundi,,20
Selected places of birth for the recent immigrant population ,    Cameroon,,65
Selected places of birth for the recent immigrant population ,"    Congo, Democratic Republic of the",,40
Selected places of birth for the recent immigrant population ,    Côte d'Ivoire,,35
Selected places of birth for the recent immigrant population ,    Egypt,,125
Selected places of birth for the recent immigrant population ,    Eritrea,,10
Selected places of birth for the recent immigrant population ,    Ethiopia,,35
Selected places of birth for the recent immigrant population ,    Morocco,,20
Selected places of birth for the recent immigrant population ,    Nigeria,,1570
Selected places of birth for the recent immigrant population ,    Somalia,,45
Selected places of birth for the recent immigrant population ,"    South Africa, Republic of",,20
Selected places of birth for the recent immigrant population ,    Sudan,97,25
Selected places of birth for the recent immigrant population ,    Tunisia,,20
Selected places of birth for the recent immigrant population ,    Other places of birth in Africa,,640
Selected places of birth for the recent immigrant population ,  Asia,,42095
Selected places of birth for the recent immigrant population ,    Afghanistan,,365
Selected places of birth for the recent immigrant population ,    Bangladesh,,250
Selected places of birth for the recent immigrant population ,    China,90,180
Selected places of birth for the recent immigrant population ,    Hong Kong,91,10
Selected places of birth for the recent immigrant population ,    India,,34020
Selected places of birth for the recent immigrant population ,    Iran,88,25
Selected places of birth for the recent immigrant population ,    Iraq,,695
Selected places of birth for the recent immigrant population ,    Israel,,25
Selected places of birth for the recent immigrant population ,    Japan,,15
Selected places of birth for the recent immigrant population ,    Jordan,,60
Selected places of birth for the recent immigrant population ,"    Korea, South",92,15
Selected places of birth for the recent immigrant population ,    Lebanon,,25
Selected places of birth for the recent immigrant population ,    Nepal,,455
Selected places of birth for the recent immigrant population ,    Pakistan,,2610
Selected places of birth for the recent immigrant population ,    Philippines,,1635
Selected places of birth for the recent immigrant population ,    Saudi Arabia,,110
Selected places of birth for the recent immigrant population ,    Sri Lanka,,580
Selected places of birth for the recent immigrant population ,    Syria,89,255
Selected places of birth for the recent immigrant population ,    Turkey,,90
Selected places of birth for the recent immigrant population ,    United Arab Emirates,,135
Selected places of birth for the recent immigrant population ,    Viet Nam,,210
Selected places of birth for the recent immigrant population ,    Other places of birth in Asia,,320
Selected places of birth for the recent immigrant population ,  Oceania and other,93,65
Selected places of birth for the recent immigrant population ,    Australia,,25
Selected places of birth for the recent immigrant population ,    Other places of birth,98,45
Generation status,Total - Generation status for the population in private households - 25% sample data,99,650165
Generation status,  First generation,100,387180
Generation status,  Second generation,101,193900
Generation status,  Third generation or more,102,69085
Admission category and applicant type,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,103,305565
Admission category and applicant type,  Economic immigrants,104,132975
Admission category and applicant type,    Principal applicants,105,57665
Admission category and applicant type,    Secondary applicants,106,75310
Admission category and applicant type,  Immigrants sponsored by family,107,136525
Admission category and applicant type,  Refugees,108,32355
Admission category and applicant type,  Other immigrants,109,3710
Pre-admission experience,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,110,305565
Pre-admission experience,  Asylum claim before admission,111,18755
Pre-admission experience,  Work permits only before admission,112,21300
Pre-admission experience,  Study permits only before admission,113,2935
Pre-admission experience,  Work and study permits before admission,114,15120
Pre-admission experience,  Other permits before admission,115,1465
Pre-admission experience,  No pre-admission experience,116,245995
Visible minority,Total - Visible minority for the population in private households - 25% sample data,117,650165
Visible minority,  Total visible minority population,118,523850
Visible minority,    South Asian,,340815
Visible minority,    Chinese,,7135
Visible minority,    Black,,85310
Visible minority,    Filipino,,21055
Visible minority,    Arab,,6675
Visible minority,    Latin American,,13490
Visible minority,    Southeast Asian,,9100
Visible minority,    West Asian,,7040
Visible minority,    Korean,,470
Visible minority,    Japanese,,395
Visible minority,"    Visible minority, n.i.e.",119,20555
Visible minority,    Multiple visible minorities,,11815
Visible minority,  Not a visible minority,120,126315
Ethnic or cultural origin,Total - Ethnic or cultural origin for the population in private households - 25% sample data,121,650160
Ethnic or cultural origin,  Canadian,,40080
Ethnic or cultural origin,  English,,27135
Ethnic or cultural origin,  Irish,,21960
Ethnic or cultural origin,  Scottish,,21115
Ethnic or cultural origin,"  French, n.o.s.",122,7885
Ethnic or cultural origin,  German,,9670
Ethnic or cultural origin,  Chinese,,11030
Ethnic or cultural origin,  Italian,,20535
Ethnic or cultural origin,  Indian (India),,180300
Ethnic or cultural origin,  Ukrainian,,3670
Ethnic or cultural origin,  Dutch,,4230
Ethnic or cultural origin,  Polish,,7505
Ethnic or cultural origin,  Québécois,,315
Ethnic or cultural origin,"  British Isles, n.o.s.",123,6825
Ethnic or cultural origin,  Filipino,,20825
Ethnic or cultural origin,  French Canadian,,1565
Ethnic or cultural origin,"  Caucasian (White), n.o.s.",124,3050
Ethnic or cultural origin,"  First Nations (North American Indian), n.o.s.",125,1290
Ethnic or cultural origin,  Métis,,995
Ethnic or cultural origin,"  European, n.o.s.",126,3870
Ethnic or cultural origin,  Russian,,1545
Ethnic or cultural origin,  Norwegian,,495
Ethnic or cultural origin,  Welsh,,1870
Ethnic or cultural origin,  Portuguese,,18700
Ethnic or cultural origin,  American,,2015
Ethnic or cultural origin,  Spanish,,6280
Ethnic or cultural origin,  Swedish,,525
Ethnic or cultural origin,  Hungarian,,1835
Ethnic or cultural origin,  Acadian,,375
Ethnic or cultural origin,  Pakistani,,25985
Ethnic or cultural origin,"  African, n.o.s.",127,15390
Ethnic or cultural origin,  Jewish,,655
Ethnic or cultural origin,  Punjabi,,57075
Ethnic or cultural origin,  Vietnamese,,6710
Ethnic or cultural origin,"  Arab, n.o.s.",128,2270
Ethnic or cultural origin,  Greek,,1920
Ethnic or cultural origin,  Jamaican,,30960
Ethnic or cultural origin,"  Asian, n.o.s.",129,8640
Ethnic or cultural origin,"  Cree, n.o.s.",130,185
Ethnic or cultural origin,  Korean,,520
Ethnic or cultural origin,  Romanian,,1020
Ethnic or cultural origin,  Lebanese,,1120
Ethnic or cultural origin,  Iranian,,820
Ethnic or cultural origin,"  Christian, n.i.e.",131,3260
Ethnic or cultural origin,  Danish,,515
Ethnic or cultural origin,"  North American Indigenous, n.o.s.",132,470
Ethnic or cultural origin,  Sikh,,43940
Ethnic or cultural origin,  Austrian,,840
Ethnic or cultural origin,  Belgian,,445
Ethnic or cultural origin,  Haitian,,400
Ethnic or cultural origin,  Hindu,,26895
Ethnic or cultural origin,  Mexican,,915
Ethnic or cultural origin,  Mennonite,,35
Ethnic or cultural origin,  Swiss,,465
Ethnic or cultural origin,  Finnish,,355
Ethnic or cultural origin,  Sri Lankan,,10955
Ethnic or cultural origin,  Croatian,,1930
Ethnic or cultural origin,  Japanese,,730
Ethnic or cultural origin,"  South Asian, n.o.s.",133,14970
Ethnic or cultural origin,"  Mi'kmaq, n.o.s.",134,850
Ethnic or cultural origin,"  Northern European, n.o.s.",135,305
Ethnic or cultural origin,  Muslim,,5125
Ethnic or cultural origin,  Egyptian,,1200
Ethnic or cultural origin,"  Latin, Central or South American, n.o.s.",136,2270
Ethnic or cultural origin,  Tamil,,9375
Ethnic or cultural origin,  Icelandic,,90
Ethnic or cultural origin,  Colombian,,1220
Ethnic or cultural origin,  Moroccan,,215
Ethnic or cultural origin,  Czech,,560
Ethnic or cultural origin,  Syrian,,1175
Ethnic or cultural origin,  Guyanese,,14020
Ethnic or cultural origin,  Afghan,,4485
Ethnic or cultural origin,"  Black, n.o.s.",137,6770
Ethnic or cultural origin,  Serbian,,800
Ethnic or cultural origin,  Ojibway,,245
Ethnic or cultural origin,  Newfoundlander,,855
Ethnic or cultural origin,  Hong Konger,,285
Ethnic or cultural origin,  Ontarian,,1280
Ethnic or cultural origin,  Persian,,655
Ethnic or cultural origin,  Trinidadian/Tobagonian,,6840
Ethnic or cultural origin,  Turkish,,1015
Ethnic or cultural origin,"  Inuit, n.o.s.",138,130
Ethnic or cultural origin,  Bangladeshi,,2815
Ethnic or cultural origin,  Algerian,,60
Ethnic or cultural origin,  Brazilian,,695
Ethnic or cultural origin,  Nigerian,,4170
Ethnic or cultural origin,  Armenian,,310
Ethnic or cultural origin,  Slovak,,515
Ethnic or cultural origin,"  Eastern European, n.o.s.",139,295
Ethnic or cultural origin,  Somali,,1485
Ethnic or cultural origin,  Taiwanese,,85
Ethnic or cultural origin,  Iraqi,,2365
Ethnic or cultural origin,  Salvadorean,,1705
Ethnic or cultural origin,  African Caribbean,,5935
Ethnic or cultural origin,"  East or Southeast Asian, n.o.s.",140,2540
Ethnic or cultural origin,"  West or Central Asian or Middle Eastern, n.o.s.",141,1280
Ethnic or cultural origin,"  Caribbean, n.o.s.",142,5160
Ethnic or cultural origin,  Algonquin,,60
Ethnic or cultural origin,"  West Indian, n.o.s.",143,6940
Ethnic or cultural origin,  Lithuanian,,265
Ethnic or cultural origin,  South African,,345
Ethnic or cultural origin,  Australian,,150
Ethnic or cultural origin,  Palestinian,,655
Ethnic or cultural origin,  Chilean,,890
Ethnic or cultural origin,  Congolese,,565
Ethnic or cultural origin,  Nova Scotian,,155
Ethnic or cultural origin,  Ethiopian,,605
Ethnic or cultural origin,"  Hispanic, n.o.s.",144,1510
Ethnic or cultural origin,  Peruvian,,870
Ethnic or cultural origin,  Yoruba,,2540
Ethnic or cultural origin,  Cambodian (Khmer),,430
Ethnic or cultural origin,  Berber,,35
Ethnic or cultural origin,  Albanian,,275
Ethnic or cultural origin,  Maltese,,1600
Ethnic or cultural origin,  Macedonian,,600
Ethnic or cultural origin,  Slovenian,,485
Ethnic or cultural origin,"  Western European, n.o.s.",145,205
Ethnic or cultural origin,  New Brunswicker,,85
Ethnic or cultural origin,  Gujarati,,6080
Ethnic or cultural origin,  Eritrean,,185
Ethnic or cultural origin,  African Canadian,,2445
Ethnic or cultural origin,  Israeli,,200
Ethnic or cultural origin,  Mohawk,,120
Ethnic or cultural origin,"  Czechoslovakian, n.o.s.",146,100
Ethnic or cultural origin,  Bulgarian,,235
Ethnic or cultural origin,  Albertan,,0
Ethnic or cultural origin,  Ghanaian,,4525
Ethnic or cultural origin,  Barbadian,,1615
Ethnic or cultural origin,  African American,,1340
Ethnic or cultural origin,"  Yugoslavian, n.o.s.",147,195
Ethnic or cultural origin,  Tunisian,,0
Ethnic or cultural origin,"  Slavic, n.o.s.",148,360
Ethnic or cultural origin,  Cuban,,730
Ethnic or cultural origin,  Bosnian,,290
Ethnic or cultural origin,  Venezuelan,,305
Ethnic or cultural origin,"  Innu/Montagnais, n.o.s.",149,35
Ethnic or cultural origin,  Latvian,,220
Ethnic or cultural origin,  Bengali,,820
Ethnic or cultural origin,  Cameroonian,,385
Ethnic or cultural origin,  Guatemalan,,755
Ethnic or cultural origin,  Indonesian,,280
Ethnic or cultural origin,  Laotian,,800
Ethnic or cultural origin,  Ilocano,,540
Ethnic or cultural origin,  Northern Irish,,405
Ethnic or cultural origin,"  Celtic, n.o.s.",150,80
Ethnic or cultural origin,  British Columbian,,10
Ethnic or cultural origin,  Ecuadorian,,1570
Ethnic or cultural origin,  Franco Ontarian,,45
Ethnic or cultural origin,  Argentinian,,650
Ethnic or cultural origin,  Estonian,,135
Ethnic or cultural origin,  Kurdish,,230
Ethnic or cultural origin,  Fijian,,485
Ethnic or cultural origin,  Jatt,,4965
Ethnic or cultural origin,"  North American, n.o.s.",151,260
Ethnic or cultural origin,  Coptic,,500
Ethnic or cultural origin,  Thai,,205
Ethnic or cultural origin,  Dominican,,475
Ethnic or cultural origin,  Nepali,,1800
Ethnic or cultural origin,  Kabyle,,0
Ethnic or cultural origin,  Assyrian,,1690
Ethnic or cultural origin,  Igbo,,1255
Ethnic or cultural origin,  Byelorussian,,100
Ethnic or cultural origin,"  Dene, n.o.s.",152,0
Ethnic or cultural origin,"  Blackfoot, n.o.s.",153,20
Ethnic or cultural origin,  Abenaki,,45
Ethnic or cultural origin,  Moldovan,,35
Ethnic or cultural origin,"  Iroquois (Haudenosaunee), n.o.s.",154,55
Ethnic or cultural origin,  New Zealander,,50
Ethnic or cultural origin,  Sudanese,,35
Ethnic or cultural origin,  Breton,,0
Ethnic or cultural origin,  Pennsylvania Dutch,,50
Ethnic or cultural origin,  Malaysian,,335
Ethnic or cultural origin,  Plains Cree,,0
Ethnic or cultural origin,"  North African, n.o.s.",155,45
Ethnic or cultural origin,  Huron (Wendat),,0
Ethnic or cultural origin,  Saskatchewanian,,20
Ethnic or cultural origin,  Buddhist,,410
Ethnic or cultural origin,  Gaspesian,,0
Ethnic or cultural origin,  Norman,,20
Ethnic or cultural origin,"  Southern or East African, n.o.s.",156,485
Ethnic or cultural origin,  Ivorian,,80
Ethnic or cultural origin,  Saulteaux,,15
Ethnic or cultural origin,"  Anishinaabe, n.o.s.",157,35
Ethnic or cultural origin,  Burundian,,75
Ethnic or cultural origin,  Tigrinya,,20
Ethnic or cultural origin,  Nicaraguan,,190
Ethnic or cultural origin,  Mauritian,,520
Ethnic or cultural origin,  Kenyan,,615
Ethnic or cultural origin,  Oji-Cree,,0
Ethnic or cultural origin,  Vincentian,,1045
Ethnic or cultural origin,  Jordanian,,230
Ethnic or cultural origin,  Manitoban,,15
Ethnic or cultural origin,  Cape Bretoner,,65
Ethnic or cultural origin,  Rwandan,,45
Ethnic or cultural origin,  Grenadian,,920
Ethnic or cultural origin,  Malayali,,1410
Ethnic or cultural origin,  Chaldean,,835
Ethnic or cultural origin,  Sinhalese,,1160
Ethnic or cultural origin,  Mayan,,190
Ethnic or cultural origin,  Honduran,,175
Ethnic or cultural origin,  Cherokee,,25
Ethnic or cultural origin,  Qalipu Mi'kmaq,,130
Ethnic or cultural origin,  Indo-Caribbean,,1365
Ethnic or cultural origin,  Flemish,,15
Ethnic or cultural origin,  United Empire Loyalist,,30
Ethnic or cultural origin,  Senegalese,,55
Ethnic or cultural origin,  Azerbaijani,,110
Ethnic or cultural origin,  Sicilian,,70
Ethnic or cultural origin,  Pashtun,,475
Ethnic or cultural origin,  Malay,,230
Ethnic or cultural origin,  Goan,,825
Ethnic or cultural origin,"  Bantu, n.o.s.",158,195
Ethnic or cultural origin,  Tibetan,,65
Ethnic or cultural origin,  Zimbabwean,,190
Ethnic or cultural origin,  Burmese,,140
Ethnic or cultural origin,  Mongolian,,30
Ethnic or cultural origin,  Azorean,,590
Ethnic or cultural origin,  Atikamekw,,0
Ethnic or cultural origin,  Bamileke,,35
Ethnic or cultural origin,  Indo-Guyanese,,1475
Ethnic or cultural origin,  Ugandan,,260
Ethnic or cultural origin,  Oromo,,120
Ethnic or cultural origin,  Tanzanian,,230
Ethnic or cultural origin,  Yemeni,,180
Ethnic or cultural origin,  Central African,,100
Ethnic or cultural origin,  Libyan,,30
Ethnic or cultural origin,  Basque,,25
Ethnic or cultural origin,  Uruguayan,,430
Ethnic or cultural origin,"  Akan, n.o.s.",159,945
Ethnic or cultural origin,"  Central or West African, n.o.s.",160,390
Ethnic or cultural origin,  Igorot,,75
Ethnic or cultural origin,  Fulani,,50
Ethnic or cultural origin,  Woodland Cree,,0
Ethnic or cultural origin,  Guinean,,15
Ethnic or cultural origin,  St. Lucian,,390
Ethnic or cultural origin,  Prince Edward Islander,,40
Ethnic or cultural origin,  Maliseet,,0
Ethnic or cultural origin,  Beninese,,85
Ethnic or cultural origin,  Telugu,,825
Ethnic or cultural origin,  Roma,,25
Ethnic or cultural origin,  Costa Rican,,95
Ethnic or cultural origin,  African Nova Scotian,,70
Ethnic or cultural origin,  Malagasy,,0
Ethnic or cultural origin,  Kashmiri,,500
Ethnic or cultural origin,  Singaporean,,85
Ethnic or cultural origin,  Karen,,40
Ethnic or cultural origin,  Edo,,545
Ethnic or cultural origin,  Tajik,,115
Ethnic or cultural origin,  Amhara,,15
Ethnic or cultural origin,  Paraguayan,,25
Religion,Total - Religion for the population in private households - 25% sample data,161,650165
Religion,  Buddhist,,7105
Religion,  Christian,,232220
Religion,"    Christian, n.o.s.",162,57680
Religion,    Anabaptist,,95
Religion,    Anglican,,9330
Religion,    Baptist,,4670
Religion,    Catholic,,112745
Religion,    Christian Orthodox,,5305
Religion,    Jehovah's Witness,,2345
Religion,    Latter Day Saints,,565
Religion,    Lutheran,,1085
Religion,    Methodist and Wesleyan (Holiness),,975
Religion,    Pentecostal and other Charismatic,,16490
Religion,    Presbyterian,,3385
Religion,    Reformed,,745
Religion,    United Church,,6650
Religion,    Other Christian and Christian-related traditions,,10140
Religion,  Hindu,,117395
Religion,  Jewish,,535
Religion,  Muslim,,59445
Religion,  Sikh,,163260
Religion,  Traditional (North American Indigenous) spirituality,,15
Religion,  Other religions and spiritual traditions,,2925
Religion,  No religion and secular perspectives,,67265
Mobility status 1 year ago,Total - Mobility status 1 year ago - 25% sample data,163,643245
Mobility status 1 year ago,  Non-movers,,566850
Mobility status 1 year ago,  Movers,,76400
Mobility status 1 year ago,    Non-migrants,,50735
Mobility status 1 year ago,    Migrants,,25660
Mobility status 1 year ago,      Internal migrants,,16450
Mobility status 1 year ago,        Intraprovincial migrants,,14515
Mobility status 1 year ago,        Interprovincial migrants,,1935
Mobility status 1 year ago,      External migrants,,9210
Mobility status 5 years ago,Total - Mobility status 5 years ago - 25% sample data,164,614135
Mobility status 5 years ago,  Non-movers,,369425
Mobility status 5 years ago,  Movers,,244710
Mobility status 5 years ago,    Non-migrants,,111745
Mobility status 5 years ago,    Migrants,,132960
Mobility status 5 years ago,      Internal migrants,,67050
Mobility status 5 years ago,        Intraprovincial migrants,,59850
Mobility status 5 years ago,        Interprovincial migrants,,7200
Mobility status 5 years ago,      External migrants,,65915
Secondary (high) school diploma or equivalency certificate,Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data,165,532545
Secondary (high) school diploma or equivalency certificate,  No high school diploma or equivalency certificate,,94285
Secondary (high) school diploma or equivalency certificate,  With high school diploma or equivalency certificate,166,438255
Secondary (high) school diploma or equivalency certificate,Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households - 25% sample data,165,353435
