Topic,Characteristic,Note,Total
Household characteristics,  One-maintainer household,,14355
Household characteristics,  Two-maintainer household,,20650
Household characteristics,  Three-or-more-maintainer household,,2180
Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,60,37190
Household characteristics,  15 to 24 years,,130
Household characteristics,  25 to 34 years,,4600
Household characteristics,  35 to 44 years,,11225
Household characteristics,  45 to 54 years,,10275
Household characteristics,  55 to 64 years,,5685
Household characteristics,  65 to 74 years,,3400
Household characteristics,  75 to 84 years,,1475
Household characteristics,  85 years and over,,400
Household characteristics,"Total - Owner and tenant households with household total income greater than zero, in non-farm, non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",61,37075
Household characteristics,  Spending less than 30% of income on shelter costs,,27570
Household characteristics,  Spending 30% or more of income on shelter costs,,9505
Household characteristics,    30% to less than 100%,,8845
Household characteristics,Total - Occupied private dwellings by housing indicators - 25% sample data,62,37185
Household characteristics,  Total - Households 'spending 30% or more of income on shelter costs' or 'not suitable' or 'major repairs needed',,11975
Household characteristics,    Spending 30% or more of income on shelter costs only,,8635
Household characteristics,    Not suitable only,,1880
Household characteristics,    Major repairs needed only,,540
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'not suitable',,565
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'major repairs needed',,280
Household characteristics,    'Not suitable' and 'major repairs needed',,65
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'not suitable' and 'major repairs needed',,20
Household characteristics,  Acceptable housing,,25210
Household characteristics,"Total - Owner and tenant households with household total income greater than zero and shelter-cost-to-income ratio less than 100%, in non-farm, non-reserve private dwellings - 25% sample data",63,36420
Household characteristics,  In core need,,3430
Household characteristics,  Not in core need,,32990
Household characteristics,"Total - Owner households in non-farm, non-reserve private dwellings - 25% sample data",,30525
Household characteristics,  % of owner households with a mortgage,64,80.9
Household characteristics,  % of owner households spending 30% or more of its income on shelter costs,61,22.1
Household characteristics,  % in core housing need,63,6.9
Household characteristics,  Median monthly shelter costs for owned dwellings ($),65,2340
Household characteristics,  Average monthly shelter costs for owned dwellings ($),65,2274
Household characteristics,  Median value of dwellings ($),66,920000
Household characteristics,  Average value of dwellings ($),66,968000
Household characteristics,"Total - Tenant households in non-farm, non-reserve private dwellings - 25% sample data",,6660
Household characteristics,  % of tenant households in subsidized housing,67,6.6
Household characteristics,  % of tenant households spending 30% or more of its income on shelter costs,61,41.9
Household characteristics,  % in core housing need,63,21.4
Household characteristics,  Median monthly shelter costs for rented dwellings ($),65,2200
Household characteristics,  Average monthly shelter costs for rented dwellings ($),65,2068
Household characteristics,"Total - Households living in a dwelling provided by the local government, First Nation or Indian band in non-farm private dwellings - 25% sample data",,0
Household characteristics,"  % of households living in a dwelling provided by the local government, First Nation or Indian band spending more than 30% on shelter costs",61,
Household characteristics,"  Median monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",65,
Household characteristics,"  Average monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",65,
Indigenous ancestry,Total - Indigenous ancestry for the population in private households - 25% sample data,68,123110
Indigenous ancestry,  Indigenous ancestry (only),69,250
Indigenous ancestry,    Single Indigenous ancestry (only),70,210
Indigenous ancestry,      First Nations (North American Indian) single ancestry,,175
Indigenous ancestry,      Métis single ancestry,,25
Indigenous ancestry,      Inuit single ancestry,,0
Indigenous ancestry,    Multiple Indigenous ancestries (only),71,40
Indigenous ancestry,      First Nations (North American Indian) and Métis ancestry only,,40
Indigenous ancestry,      First Nations (North American Indian) and Inuit ancestry only,,0
Indigenous ancestry,      Métis and Inuit ancestry only,,0
Indigenous ancestry,      First Nations (North American Indian) and Métis and Inuit ancestry only,,0
Indigenous ancestry,  Indigenous and non-Indigenous ancestries,72,1145
Indigenous ancestry,    Single Indigenous and non-Indigenous ancestries,73,1090
Indigenous ancestry,      First Nations (North American Indian) and non-Indigenous ancestry only,,760
Indigenous ancestry,      Métis and non-Indigenous ancestry only,,300
Indigenous ancestry,      Inuit and non-Indigenous ancestry only,,30
Indigenous ancestry,    Multiple Indigenous and non-Indigenous ancestries,74,50
Indigenous ancestry,      First Nations (North American Indian) and Métis and non-Indigenous ancestry only,,40
Indigenous ancestry,      First Nations (North American Indian) and Inuit and non-Indigenous ancestry only,,0
Indigenous ancestry,      Métis and Inuit and non-Indigenous ancestry only,,0
Indigenous ancestry,      First Nations (North American Indian) and Métis and Inuit and non-Indigenous ancestry only,,0
Indigenous ancestry,  Non-Indigenous ancestry only,75,121720
Citizenship,Total - Citizenship for the population in private households - 25% sample data,76,123110
Citizenship,  Canadian citizens,77,107550
Citizenship,    Canadian citizens aged under 18,,33230
Citizenship,    Canadian citizens aged 18 and over,,74325
Citizenship,  Not Canadian citizens,78,15560
Immigrant status and period of immigration,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,79,123110
Immigrant status and period of immigration,  Non-immigrants,80,67740
Immigrant status and period of immigration,  Immigrants,81,53345
Immigrant status and period of immigration,    Before 1980,,4730
Immigrant status and period of immigration,    1980 to 1990,,4005
Immigrant status and period of immigration,    1991 to 2000,,10085
Immigrant status and period of immigration,    2001 to 2010,,16750
Immigrant status and period of immigration,    2011 to 2021,82,17770
Immigrant status and period of immigration,      2011 to 2015,,8770
Immigrant status and period of immigration,      2016 to 2021,,9000
Immigrant status and period of immigration,  Non-permanent residents,83,2030
Age at immigration,Total - Age at immigration for the immigrant population in private households - 25% sample data,84,53340
Age at immigration,  Under 5 years,,6265
Age at immigration,  5 to 14 years,,10735
Age at immigration,  15 to 24 years,,8165
Age at immigration,  25 to 44 years,,23400
Age at immigration,  45 years and over,,4775
Selected places of birth for the immigrant population,Total - Place of birth for the immigrant population in private households - 25% sample data,85,53340
Selected places of birth for the immigrant population,  Americas,,6420
Selected places of birth for the immigrant population,    Brazil,,275
Selected places of birth for the immigrant population,    Colombia,,745
Selected places of birth for the immigrant population,    El Salvador,,125
Selected places of birth for the immigrant population,    Guyana,,365
Selected places of birth for the immigrant population,    Haiti,,15
Selected places of birth for the immigrant population,    Jamaica,,1090
Selected places of birth for the immigrant population,    Mexico,,335
Selected places of birth for the immigrant population,    Peru,,130
Selected places of birth for the immigrant population,    Trinidad and Tobago,,480
Selected places of birth for the immigrant population,    United States of America,,1265
Selected places of birth for the immigrant population,    Other places of birth in Americas,,1590
Selected places of birth for the immigrant population,  Europe,,7515
Selected places of birth for the immigrant population,    Bosnia and Herzegovina,,185
Selected places of birth for the immigrant population,    Croatia,,280
Selected places of birth for the immigrant population,    France,,75
Selected places of birth for the immigrant population,    Germany,,200
Selected places of birth for the immigrant population,    Greece,,85
Selected places of birth for the immigrant population,    Hungary,,70
Selected places of birth for the immigrant population,    Italy,,515
Selected places of birth for the immigrant population,    Netherlands,,115
Selected places of birth for the immigrant population,    Poland,,1350
Selected places of birth for the immigrant population,    Portugal,,740
Selected places of birth for the immigrant population,    Romania,,320
Selected places of birth for the immigrant population,    Russian Federation,,225
Selected places of birth for the immigrant population,    Serbia,86,65
Selected places of birth for the immigrant population,    Ukraine,,175
Selected places of birth for the immigrant population,    United Kingdom,87,2090
Selected places of birth for the immigrant population,    Other places of birth in Europe,,1020
Selected places of birth for the immigrant population,  Africa,,4890
Selected places of birth for the immigrant population,    Algeria,,25
Selected places of birth for the immigrant population,"    Congo, Democratic Republic of the",,80
Selected places of birth for the immigrant population,    Egypt,,2130
Selected places of birth for the immigrant population,    Eritrea,,15
Selected places of birth for the immigrant population,    Ethiopia,,30
Selected places of birth for the immigrant population,    Morocco,,55
Selected places of birth for the immigrant population,    Nigeria,,985
Selected places of birth for the immigrant population,    Somalia,,45
Selected places of birth for the immigrant population,"    South Africa, Republic of",,295
Selected places of birth for the immigrant population,    Other places of birth in Africa,,1230
Selected places of birth for the immigrant population,  Asia,,34430
Selected places of birth for the immigrant population,    Afghanistan,,660
Selected places of birth for the immigrant population,    Iran,88,205
Selected places of birth for the immigrant population,    Iraq,,1825
Selected places of birth for the immigrant population,    Lebanon,,345
Selected places of birth for the immigrant population,    Syria,89,520
Selected places of birth for the immigrant population,    Turkey,,175
Selected places of birth for the immigrant population,    China,90,1435
Selected places of birth for the immigrant population,    Hong Kong,91,285
Selected places of birth for the immigrant population,"    Korea, South",92,495
Selected places of birth for the immigrant population,    Taiwan,,70
Selected places of birth for the immigrant population,    Philippines,,3160
Selected places of birth for the immigrant population,    Viet Nam,,595
Selected places of birth for the immigrant population,    Bangladesh,,345
Selected places of birth for the immigrant population,    India,,8270
Selected places of birth for the immigrant population,    Pakistan,,11460
Selected places of birth for the immigrant population,    Sri Lanka,,815
Selected places of birth for the immigrant population,    Other places of birth in Asia,,3780
Selected places of birth for the immigrant population,  Oceania and other places of birth,93,90
Selected places of birth for the recent immigrant population ,Total - Place of birth for the recent immigrant population in private households - 25% sample data,94,8995
Selected places of birth for the recent immigrant population ,  Americas,,875
Selected places of birth for the recent immigrant population ,    Brazil,,100
Selected places of birth for the recent immigrant population ,    Colombia,,80
Selected places of birth for the recent immigrant population ,    Haiti,,0
Selected places of birth for the recent immigrant population ,    Jamaica,,65
Selected places of birth for the recent immigrant population ,    Mexico,,30
Selected places of birth for the recent immigrant population ,    United States of America,,320
Selected places of birth for the recent immigrant population ,    Venezuela,95,145
Selected places of birth for the recent immigrant population ,    Other places of birth in Americas,,135
Selected places of birth for the recent immigrant population ,  Europe,,350
Selected places of birth for the recent immigrant population ,    France,,0
Selected places of birth for the recent immigrant population ,    Germany,,15
Selected places of birth for the recent immigrant population ,    Ireland,96,15
Selected places of birth for the recent immigrant population ,    Italy,,20
Selected places of birth for the recent immigrant population ,    Russian Federation,,20
Selected places of birth for the recent immigrant population ,    Ukraine,,10
Selected places of birth for the recent immigrant population ,    United Kingdom,87,120
Selected places of birth for the recent immigrant population ,    Other places of birth in Europe,,140
Selected places of birth for the recent immigrant population ,  Africa,,1150
Selected places of birth for the recent immigrant population ,    Algeria,,10
Selected places of birth for the recent immigrant population ,    Burundi,,0
Selected places of birth for the recent immigrant population ,    Cameroon,,10
Selected places of birth for the recent immigrant population ,"    Congo, Democratic Republic of the",,0
Selected places of birth for the recent immigrant population ,    Côte d'Ivoire,,0
Selected places of birth for the recent immigrant population ,    Egypt,,350
Selected places of birth for the recent immigrant population ,    Eritrea,,0
Selected places of birth for the recent immigrant population ,    Ethiopia,,0
Selected places of birth for the recent immigrant population ,    Morocco,,0
Selected places of birth for the recent immigrant population ,    Nigeria,,520
Selected places of birth for the recent immigrant population ,    Somalia,,0
Selected places of birth for the recent immigrant population ,"    South Africa, Republic of",,70
Selected places of birth for the recent immigrant population ,    Sudan,97,70
Selected places of birth for the recent immigrant population ,    Tunisia,,0
Selected places of birth for the recent immigrant population ,    Other places of birth in Africa,,110
Selected places of birth for the recent immigrant population ,  Asia,,6620
Selected places of birth for the recent immigrant population ,    Afghanistan,,70
Selected places of birth for the recent immigrant population ,    Bangladesh,,80
Selected places of birth for the recent immigrant population ,    China,90,290
Selected places of birth for the recent immigrant population ,    Hong Kong,91,0
Selected places of birth for the recent immigrant population ,    India,,2115
Selected places of birth for the recent immigrant population ,    Iran,88,45
Selected places of birth for the recent immigrant population ,    Iraq,,510
Selected places of birth for the recent immigrant population ,    Israel,,0
Selected places of birth for the recent immigrant population ,    Japan,,10
Selected places of birth for the recent immigrant population ,    Jordan,,95
Selected places of birth for the recent immigrant population ,"    Korea, South",92,80
Selected places of birth for the recent immigrant population ,    Lebanon,,25
Selected places of birth for the recent immigrant population ,    Nepal,,0
Selected places of birth for the recent immigrant population ,    Pakistan,,1600
Selected places of birth for the recent immigrant population ,    Philippines,,415
Selected places of birth for the recent immigrant population ,    Saudi Arabia,,280
Selected places of birth for the recent immigrant population ,    Sri Lanka,,45
Selected places of birth for the recent immigrant population ,    Syria,89,315
Selected places of birth for the recent immigrant population ,    Turkey,,60
Selected places of birth for the recent immigrant population ,    United Arab Emirates,,240
Selected places of birth for the recent immigrant population ,    Viet Nam,,60
Selected places of birth for the recent immigrant population ,    Other places of birth in Asia,,240
Selected places of birth for the recent immigrant population ,  Oceania and other,93,10
Selected places of birth for the recent immigrant population ,    Australia,,10
Selected places of birth for the recent immigrant population ,    Other places of birth,98,0
Generation status,Total - Generation status for the population in private households - 25% sample data,99,123105
Generation status,  First generation,100,56385
Generation status,  Second generation,101,36725
Generation status,  Third generation or more,102,30000
Admission category and applicant type,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,103,48615
Admission category and applicant type,  Economic immigrants,104,30370
Admission category and applicant type,    Principal applicants,105,10450
Admission category and applicant type,    Secondary applicants,106,19920
Admission category and applicant type,  Immigrants sponsored by family,107,12200
Admission category and applicant type,  Refugees,108,5750
Admission category and applicant type,  Other immigrants,109,290
Pre-admission experience,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,110,48615
Pre-admission experience,  Asylum claim before admission,111,2645
Pre-admission experience,  Work permits only before admission,112,2845
Pre-admission experience,  Study permits only before admission,113,850
Pre-admission experience,  Work and study permits before admission,114,1815
Pre-admission experience,  Other permits before admission,115,175
Pre-admission experience,  No pre-admission experience,116,40285
Visible minority,Total - Visible minority for the population in private households - 25% sample data,117,123110
Visible minority,  Total visible minority population,118,71040
Visible minority,    South Asian,,36405
Visible minority,    Chinese,,3520
Visible minority,    Black,,7480
Visible minority,    Filipino,,5215
Visible minority,    Arab,,7295
Visible minority,    Latin American,,3355
Visible minority,    Southeast Asian,,1275
Visible minority,    West Asian,,1710
Visible minority,    Korean,,785
Visible minority,    Japanese,,270
Visible minority,"    Visible minority, n.i.e.",119,1125
Visible minority,    Multiple visible minorities,,2605
Visible minority,  Not a visible minority,120,52070
Ethnic or cultural origin,Total - Ethnic or cultural origin for the population in private households - 25% sample data,121,123110
Ethnic or cultural origin,  Canadian,,10510
Ethnic or cultural origin,  English,,12650
Ethnic or cultural origin,  Irish,,10475
Ethnic or cultural origin,  Scottish,,10465
Ethnic or cultural origin,"  French, n.o.s.",122,3945
Ethnic or cultural origin,  German,,5030
Ethnic or cultural origin,  Chinese,,4330
Ethnic or cultural origin,  Italian,,6940
Ethnic or cultural origin,  Indian (India),,13800
Ethnic or cultural origin,  Ukrainian,,2135
Ethnic or cultural origin,  Dutch,,2040
Ethnic or cultural origin,  Polish,,4515
Ethnic or cultural origin,  Québécois,,70
Ethnic or cultural origin,"  British Isles, n.o.s.",123,3370
Ethnic or cultural origin,  Filipino,,5290
Ethnic or cultural origin,  French Canadian,,725
Ethnic or cultural origin,"  Caucasian (White), n.o.s.",124,1145
Ethnic or cultural origin,"  First Nations (North American Indian), n.o.s.",125,410
Ethnic or cultural origin,  Métis,,410
Ethnic or cultural origin,"  European, n.o.s.",126,1195
Ethnic or cultural origin,  Russian,,935
Ethnic or cultural origin,  Norwegian,,305
Ethnic or cultural origin,  Welsh,,910
Ethnic or cultural origin,  Portuguese,,4860
Ethnic or cultural origin,  American,,895
Ethnic or cultural origin,  Spanish,,1675
Ethnic or cultural origin,  Swedish,,280
Ethnic or cultural origin,  Hungarian,,705
Ethnic or cultural origin,  Acadian,,240
Ethnic or cultural origin,  Pakistani,,15855
Ethnic or cultural origin,"  African, n.o.s.",127,1655
Ethnic or cultural origin,  Jewish,,365
Ethnic or cultural origin,  Punjabi,,1850
Ethnic or cultural origin,  Vietnamese,,1025
Ethnic or cultural origin,"  Arab, n.o.s.",128,2585
Ethnic or cultural origin,  Greek,,1060
Ethnic or cultural origin,  Jamaican,,2265
Ethnic or cultural origin,"  Asian, n.o.s.",129,1625
Ethnic or cultural origin,"  Cree, n.o.s.",130,45
Ethnic or cultural origin,  Korean,,830
Ethnic or cultural origin,  Romanian,,535
Ethnic or cultural origin,  Lebanese,,895
Ethnic or cultural origin,  Iranian,,300
Ethnic or cultural origin,"  Christian, n.i.e.",131,705
Ethnic or cultural origin,  Danish,,320
Ethnic or cultural origin,"  North American Indigenous, n.o.s.",132,160
Ethnic or cultural origin,  Sikh,,725
Ethnic or cultural origin,  Austrian,,370
Ethnic or cultural origin,  Belgian,,210
Ethnic or cultural origin,  Haitian,,30
Ethnic or cultural origin,  Hindu,,1795
Ethnic or cultural origin,  Mexican,,565
Ethnic or cultural origin,  Mennonite,,70
Ethnic or cultural origin,  Swiss,,180
Ethnic or cultural origin,  Finnish,,325
Ethnic or cultural origin,  Sri Lankan,,865
Ethnic or cultural origin,  Croatian,,1330
Ethnic or cultural origin,  Japanese,,370
Ethnic or cultural origin,"  South Asian, n.o.s.",133,2005
Ethnic or cultural origin,"  Mi'kmaq, n.o.s.",134,110
Ethnic or cultural origin,"  Northern European, n.o.s.",135,225
Ethnic or cultural origin,  Muslim,,2590
Ethnic or cultural origin,  Egyptian,,2605
Ethnic or cultural origin,"  Latin, Central or South American, n.o.s.",136,765
Ethnic or cultural origin,  Tamil,,860
Ethnic or cultural origin,  Icelandic,,60
Ethnic or cultural origin,  Colombian,,845
Ethnic or cultural origin,  Moroccan,,85
Ethnic or cultural origin,  Czech,,130
Ethnic or cultural origin,  Syrian,,845
Ethnic or cultural origin,  Guyanese,,915
Ethnic or cultural origin,  Afghan,,1275
Ethnic or cultural origin,"  Black, n.o.s.",137,575
Ethnic or cultural origin,  Serbian,,525
Ethnic or cultural origin,  Ojibway,,100
Ethnic or cultural origin,  Newfoundlander,,225
Ethnic or cultural origin,  Hong Konger,,155
Ethnic or cultural origin,  Ontarian,,410
Ethnic or cultural origin,  Persian,,285
Ethnic or cultural origin,  Trinidadian/Tobagonian,,810
Ethnic or cultural origin,  Turkish,,570
Ethnic or cultural origin,"  Inuit, n.o.s.",138,35
Ethnic or cultural origin,  Bangladeshi,,465
Ethnic or cultural origin,  Algerian,,30
Ethnic or cultural origin,  Brazilian,,390
Ethnic or cultural origin,  Nigerian,,585
Ethnic or cultural origin,  Armenian,,135
Ethnic or cultural origin,  Slovak,,185
Ethnic or cultural origin,"  Eastern European, n.o.s.",139,80
Ethnic or cultural origin,  Somali,,80
Ethnic or cultural origin,  Taiwanese,,115
Ethnic or cultural origin,  Iraqi,,1475
Ethnic or cultural origin,  Salvadorean,,125
Ethnic or cultural origin,  African Caribbean,,530
Ethnic or cultural origin,"  East or Southeast Asian, n.o.s.",140,525
Ethnic or cultural origin,"  West or Central Asian or Middle Eastern, n.o.s.",141,815
Ethnic or cultural origin,"  Caribbean, n.o.s.",142,355
Ethnic or cultural origin,  Algonquin,,10
Ethnic or cultural origin,"  West Indian, n.o.s.",143,365
Ethnic or cultural origin,  Lithuanian,,135
Ethnic or cultural origin,  South African,,335
Ethnic or cultural origin,  Australian,,85
Ethnic or cultural origin,  Palestinian,,805
Ethnic or cultural origin,  Chilean,,135
Ethnic or cultural origin,  Congolese,,45
Ethnic or cultural origin,  Nova Scotian,,70
Ethnic or cultural origin,  Ethiopian,,80
Ethnic or cultural origin,"  Hispanic, n.o.s.",144,325
Ethnic or cultural origin,  Peruvian,,240
Ethnic or cultural origin,  Yoruba,,705
Ethnic or cultural origin,  Cambodian (Khmer),,0
Ethnic or cultural origin,  Berber,,0
Ethnic or cultural origin,  Albanian,,255
Ethnic or cultural origin,  Maltese,,710
Ethnic or cultural origin,  Macedonian,,350
Ethnic or cultural origin,  Slovenian,,290
Ethnic or cultural origin,"  Western European, n.o.s.",145,75
Ethnic or cultural origin,  New Brunswicker,,55
Ethnic or cultural origin,  Gujarati,,365
Ethnic or cultural origin,  Eritrean,,30
Ethnic or cultural origin,  African Canadian,,190
Ethnic or cultural origin,  Israeli,,115
Ethnic or cultural origin,  Mohawk,,85
Ethnic or cultural origin,"  Czechoslovakian, n.o.s.",146,35
Ethnic or cultural origin,  Bulgarian,,115
Ethnic or cultural origin,  Albertan,,20
Ethnic or cultural origin,  Ghanaian,,170
Ethnic or cultural origin,  Barbadian,,225
Ethnic or cultural origin,  African American,,110
Ethnic or cultural origin,"  Yugoslavian, n.o.s.",147,90
Ethnic or cultural origin,  Tunisian,,100
Ethnic or cultural origin,"  Slavic, n.o.s.",148,100
Ethnic or cultural origin,  Cuban,,240
Ethnic or cultural origin,  Bosnian,,165
Ethnic or cultural origin,  Venezuelan,,415
Ethnic or cultural origin,"  Innu/Montagnais, n.o.s.",149,0
Ethnic or cultural origin,  Latvian,,65
Ethnic or cultural origin,  Bengali,,110
Ethnic or cultural origin,  Cameroonian,,45
Ethnic or cultural origin,  Guatemalan,,110
Ethnic or cultural origin,  Indonesian,,90
Ethnic or cultural origin,  Laotian,,45
Ethnic or cultural origin,  Ilocano,,100
Ethnic or cultural origin,  Northern Irish,,105
Ethnic or cultural origin,"  Celtic, n.o.s.",150,10
Ethnic or cultural origin,  British Columbian,,0
Ethnic or cultural origin,  Ecuadorian,,305
Ethnic or cultural origin,  Franco Ontarian,,20
Ethnic or cultural origin,  Argentinian,,135
Ethnic or cultural origin,  Estonian,,135
Ethnic or cultural origin,  Kurdish,,85
Ethnic or cultural origin,  Fijian,,0
Ethnic or cultural origin,  Jatt,,50
Ethnic or cultural origin,"  North American, n.o.s.",151,40
Ethnic or cultural origin,  Coptic,,1100
Ethnic or cultural origin,  Thai,,40
Ethnic or cultural origin,  Dominican,,65
Ethnic or cultural origin,  Nepali,,165
Ethnic or cultural origin,  Kabyle,,0
Ethnic or cultural origin,  Assyrian,,160
Ethnic or cultural origin,  Igbo,,110
Ethnic or cultural origin,  Byelorussian,,65
Ethnic or cultural origin,"  Dene, n.o.s.",152,0
Ethnic or cultural origin,"  Blackfoot, n.o.s.",153,0
Ethnic or cultural origin,  Abenaki,,10
Ethnic or cultural origin,  Moldovan,,0
Ethnic or cultural origin,"  Iroquois (Haudenosaunee), n.o.s.",154,10
Ethnic or cultural origin,  New Zealander,,30
Ethnic or cultural origin,  Sudanese,,180
Ethnic or cultural origin,  Breton,,0
Ethnic or cultural origin,  Pennsylvania Dutch,,30
Ethnic or cultural origin,  Malaysian,,115
Ethnic or cultural origin,  Plains Cree,,0
Ethnic or cultural origin,"  North African, n.o.s.",155,20
Ethnic or cultural origin,  Huron (Wendat),,0
Ethnic or cultural origin,  Saskatchewanian,,0
Ethnic or cultural origin,  Buddhist,,60
Ethnic or cultural origin,  Gaspesian,,0
Ethnic or cultural origin,  Norman,,0
Ethnic or cultural origin,"  Southern or East African, n.o.s.",156,105
Ethnic or cultural origin,  Ivorian,,0
Ethnic or cultural origin,  Saulteaux,,0
Ethnic or cultural origin,"  Anishinaabe, n.o.s.",157,10
Ethnic or cultural origin,  Burundian,,0
Ethnic or cultural origin,  Tigrinya,,0
Ethnic or cultural origin,  Nicaraguan,,35
Ethnic or cultural origin,  Mauritian,,170
Ethnic or cultural origin,  Kenyan,,95
Ethnic or cultural origin,  Oji-Cree,,0
Ethnic or cultural origin,  Vincentian,,80
Ethnic or cultural origin,  Jordanian,,205
Ethnic or cultural origin,  Manitoban,,10
Ethnic or cultural origin,  Cape Bretoner,,0
Ethnic or cultural origin,  Rwandan,,0
Ethnic or cultural origin,  Grenadian,,100
Ethnic or cultural origin,  Malayali,,185
Ethnic or cultural origin,  Chaldean,,165
Ethnic or cultural origin,  Sinhalese,,110
Ethnic or cultural origin,  Mayan,,0
Ethnic or cultural origin,  Honduran,,15
Ethnic or cultural origin,  Cherokee,,0
Ethnic or cultural origin,  Qalipu Mi'kmaq,,0
Ethnic or cultural origin,  Indo-Caribbean,,80
Ethnic or cultural origin,  Flemish,,15
Ethnic or cultural origin,  United Empire Loyalist,,25
Ethnic or cultural origin,  Senegalese,,0
Ethnic or cultural origin,  Azerbaijani,,60
Ethnic or cultural origin,  Sicilian,,15
Ethnic or cultural origin,  Pashtun,,270
Ethnic or cultural origin,  Malay,,75
Ethnic or cultural origin,  Goan,,230
Ethnic or cultural origin,"  Bantu, n.o.s.",158,70
Ethnic or cultural origin,  Tibetan,,0
Ethnic or cultural origin,  Zimbabwean,,70
Ethnic or cultural origin,  Burmese,,35
Ethnic or cultural origin,  Mongolian,,0
Ethnic or cultural origin,  Azorean,,60
Ethnic or cultural origin,  Atikamekw,,0
Ethnic or cultural origin,  Bamileke,,0
Ethnic or cultural origin,  Indo-Guyanese,,55
Ethnic or cultural origin,  Ugandan,,95
Ethnic or cultural origin,  Oromo,,0
Ethnic or cultural origin,  Tanzanian,,50
Ethnic or cultural origin,  Yemeni,,105
Ethnic or cultural origin,  Central African,,0
Ethnic or cultural origin,  Libyan,,0
Ethnic or cultural origin,  Basque,,0
Ethnic or cultural origin,  Uruguayan,,85
Ethnic or cultural origin,"  Akan, n.o.s.",159,70
Ethnic or cultural origin,"  Central or West African, n.o.s.",160,50
Ethnic or cultural origin,  Igorot,,15
Ethnic or cultural origin,  Fulani,,0
Ethnic or cultural origin,  Woodland Cree,,0
Ethnic or cultural origin,  Guinean,,0
Ethnic or cultural origin,  St. Lucian,,55
Ethnic or cultural origin,  Prince Edward Islander,,25
Ethnic or cultural origin,  Maliseet,,25
Ethnic or cultural origin,  Beninese,,0
Ethnic or cultural origin,  Telugu,,135
Ethnic or cultural origin,  Roma,,0
Ethnic or cultural origin,  Costa Rican,,40
Ethnic or cultural origin,  African Nova Scotian,,0
Ethnic or cultural origin,  Malagasy,,0
Ethnic or cultural origin,  Kashmiri,,270
Ethnic or cultural origin,  Singaporean,,45
Ethnic or cultural origin,  Karen,,0
Ethnic or cultural origin,  Edo,,60
Ethnic or cultural origin,  Tajik,,55
Ethnic or cultural origin,  Amhara,,0
Ethnic or cultural origin,  Paraguayan,,10
Religion,Total - Religion for the population in private households - 25% sample data,161,123110
Religion,  Buddhist,,840
Religion,  Christian,,58580
Religion,"    Christian, n.o.s.",162,8870
Religion,    Anabaptist,,130
Religion,    Anglican,,2810
Religion,    Baptist,,900
Religion,    Catholic,,34595
Religion,    Christian Orthodox,,3935
Religion,    Jehovah's Witness,,315
Religion,    Latter Day Saints,,55
Religion,    Lutheran,,365
Religion,    Methodist and Wesleyan (Holiness),,130
Religion,    Pentecostal and other Charismatic,,1785
Religion,    Presbyterian,,1110
Religion,    Reformed,,55
Religion,    United Church,,1995
Religion,    Other Christian and Christian-related traditions,,1530
Religion,  Hindu,,7890
Religion,  Jewish,,245
Religion,  Muslim,,30015
Religion,  Sikh,,2990
Religion,  Traditional (North American Indigenous) spirituality,,0
Religion,  Other religions and spiritual traditions,,465
Religion,  No religion and secular perspectives,,22070
Mobility status 1 year ago,Total - Mobility status 1 year ago - 25% sample data,163,121530
Mobility status 1 year ago,  Non-movers,,106065
Mobility status 1 year ago,  Movers,,15470
Mobility status 1 year ago,    Non-migrants,,6185
Mobility status 1 year ago,    Migrants,,9285
Mobility status 1 year ago,      Internal migrants,,7945
Mobility status 1 year ago,        Intraprovincial migrants,,7650
Mobility status 1 year ago,        Interprovincial migrants,,290
Mobility status 1 year ago,      External migrants,,1340
Mobility status 5 years ago,Total - Mobility status 5 years ago - 25% sample data,164,114580
Mobility status 5 years ago,  Non-movers,,62270
Mobility status 5 years ago,  Movers,,52310
Mobility status 5 years ago,    Non-migrants,,15430
Mobility status 5 years ago,    Migrants,,36880
Mobility status 5 years ago,      Internal migrants,,27900
Mobility status 5 years ago,        Intraprovincial migrants,,25990
Mobility status 5 years ago,        Interprovincial migrants,,1915
Mobility status 5 years ago,      External migrants,,8985
Secondary (high) school diploma or equivalency certificate,Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data,165,92285
Secondary (high) school diploma or equivalency certificate,  No high school diploma or equivalency certificate,,11400
Secondary (high) school diploma or equivalency certificate,  With high school diploma or equivalency certificate,166,80880
Secondary (high) school diploma or equivalency certificate,Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households - 25% sample data,165,66120
Secondary (high) school diploma or equivalency certificate,  No high school diploma or equivalency certificate,,3540
